"Final_EA_code","interview__id","C4H_ElementYear_id","s4hq83","s4hq84","s4hq85","s4hq86","s4hq83v2","s4hq84v2","s4hq85v2","s4hq86v2"
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",0,"907","646",1,"wrong  numbering","886","794",1,"SOME RECORDS  FROM  A PRIVATE  CLINIC   WHICH DOES NOT HAVE A CODE , IS INCLUDED  IN  THIS  FACILITY THAT'S  WHY HMIS 105 IS HIGHER  THAN  THE  OPD  REGISTERS"
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",1,"630","588",1,"wrong  numbering","808","810",1,"wrong  numbering"
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",2,"18","18",2,"GOOD","21","20",1,"wrong  recordings"
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",3,"21","21",2,"GOOD","36","36",2,"Good"
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",4,"48","12",1,"Missing  tally  sheets","33","11",1,"Missing  tally  sheets"
"302205050202","3a542ba2ee9a46dcb7835e47f9c7612c",5,"17","14",1,"Missing  tally  sheets","20","19",1,"wrong  tallying"
"404207040904","3ac09195350c451580bdcc430347f62d",0,"851","851",2,"Matching","545","545",2,"Matching"
"404207040904","3ac09195350c451580bdcc430347f62d",1,"739","739",2,"Matching","531","531",2,"Matching"
"404207040904","3ac09195350c451580bdcc430347f62d",2,"10","10",2,"Matching","13","13",2,"Matching"
"404207040904","3ac09195350c451580bdcc430347f62d",3,"06","06",2,"Matching","8","8",2,"Matching"
"404207040904","3ac09195350c451580bdcc430347f62d",4,"14","14",2,"Matching","11","11",2,"Matching"
"404207040904","3ac09195350c451580bdcc430347f62d",5,"12","12",2,"Matching","9","9",2,"Matching"
"329106020616","3b3c7af2481243f894a3a0b95ecb924a",0,"656","656",2,"GOOD RECORDS","887","887",2,"GOOD RECORDS"
"329106020616","3b3c7af2481243f894a3a0b95ecb924a",1,"1025","1025",2,"GOOD RECORDS","1110","744",1,"wrong numbering"
"329106020616","3b3c7af2481243f894a3a0b95ecb924a",2,"20","0",1,"Missing  register","38","38",2,"GOOD RECORDS"
"329106020616","3b3c7af2481243f894a3a0b95ecb924a",3,"32","0",1,"Missing  register","19","19",2,"GOOD RECORDS"
"329106020616","3b3c7af2481243f894a3a0b95ecb924a",4,"88","0",1,"Missing  tally sheets","61","0",1,"Missing  tally sheets"
"329106020616","3b3c7af2481243f894a3a0b95ecb924a",5,"60","0",1,"Missing  tally sheets","77","0",2,"Missing  tally sheets"
"325103060210","3ce08aeb981a41a5bc347d2a41198d4c",0,"812","769",1,"wrong  numbering","998","940",1,"wrong  numbering"
"325103060210","3ce08aeb981a41a5bc347d2a41198d4c",1,"1504","1625",1,"wrong  numbering","632","0",1,"missing  register"
"325103060210","3ce08aeb981a41a5bc347d2a41198d4c",2,"23","23",2,"GOOD","27","27",2,"GOOD"
"325103060210","3ce08aeb981a41a5bc347d2a41198d4c",3,"19","19",2,"GOOD","11","11",2,"GOOD"
"325103060210","3ce08aeb981a41a5bc347d2a41198d4c",4,"111","0",1,"missing  tally  sheets","101","57",1,"missing  tally  sheets"
"325103060210","3ce08aeb981a41a5bc347d2a41198d4c",5,"68","54",1,"missing  tally  sheets","26","47",1,"missing  tally  sheets"
"211105030205","3cf0a1fa46ae46828806f8595135cb16",0,"519","519",2,"NO MISMATCH","561","561",2,"NO MISMATCH"
"211105030205","3cf0a1fa46ae46828806f8595135cb16",1,"666","666",2,"NO MISMATCH","413","413",2,"NO MISMATCH"
"211105030205","3cf0a1fa46ae46828806f8595135cb16",2,"0","0",2,"THEY DON'T DO DELIVERIES IN THIS HEALTH CENTRE","0","0",2,"NO DELIVERIES IN THIS HEALTH CENTRE II"
"211105030205","3cf0a1fa46ae46828806f8595135cb16",3,"0","0",2,"THEY DON'T DO DELIVERIES IN THIS HEALTH CENTRE","0","0",2,"NO DELIVERIES IN THIS HEALTH CENTRE II"
"211105030205","3cf0a1fa46ae46828806f8595135cb16",4,"37","37",2,"NO MISMATCH","17","17",2,"NO MISMATCH"
"211105030205","3cf0a1fa46ae46828806f8595135cb16",5,"35","35",2,"NO MISMATCH","19","19",2,"NO MISMATCH"
"204302051318","3d61703566614f43b422c80f897bc1e4",0,"457","457",2,"NO MISMATCH","957","957",2,"NO MISMATCH"
"204302051318","3d61703566614f43b422c80f897bc1e4",1,"1087","1087",2,"NO MISMATCH","628","628",2,"NO MISMATCH"
"204302051318","3d61703566614f43b422c80f897bc1e4",2,"28","28",2,"NO MISMATCH","22","22",2,"NO MISMATCH"
"204302051318","3d61703566614f43b422c80f897bc1e4",3,"22","22",2,"NO MISMATCH","39","39",2,"NO MISMATCH"
"204302051318","3d61703566614f43b422c80f897bc1e4",4,"21","21",2,"NO MISMATCH","41","41",2,"NO MISMATCH"
"204302051318","3d61703566614f43b422c80f897bc1e4",5,"33","33",2,"NO MISMATCH","23","23",2,"NO MISMATCH"
"223108100606","3f41cdc7f4484a90894f7afe2a53b89b",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223108100606","3f41cdc7f4484a90894f7afe2a53b89b",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223108100606","3f41cdc7f4484a90894f7afe2a53b89b",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223108100606","3f41cdc7f4484a90894f7afe2a53b89b",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223108100606","3f41cdc7f4484a90894f7afe2a53b89b",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223108100606","3f41cdc7f4484a90894f7afe2a53b89b",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"104104030820","40927a9f8da44e0980c45b12154cbe6e",0,"357","357",2,"NO MISMATCH","381","381",2,"NO MISMATCH"
"104104030820","40927a9f8da44e0980c45b12154cbe6e",1,"913","913",2,"NO MISMATCH","425","425",2,"NO MISMATCH"
"104104030820","40927a9f8da44e0980c45b12154cbe6e",2,"50","50",2,"NO MISMATCH","59","59",2,"NO MISMATCH"
"104104030820","40927a9f8da44e0980c45b12154cbe6e",3,"35","35",2,"NO MISMATCH","44","44",2,"NO MISMATCH"
"104104030820","40927a9f8da44e0980c45b12154cbe6e",4,"43","43",2,"NO MISMATCH","55","55",2,"NO MISMATCH"
"104104030820","40927a9f8da44e0980c45b12154cbe6e",5,"41","41",2,"NO MISMATCH","23","23",2,"NO MISMATCH"
"303405071314","41d507da42f24faaa7e7d79bf789ee25",0,"757","757",2,"none","854","864",1,"poor tallying"
"303405071314","41d507da42f24faaa7e7d79bf789ee25",1,"781","782",2,"poor tallying","920","919",1,"poor tallying"
"303405071314","41d507da42f24faaa7e7d79bf789ee25",2,"54","54",2,"none","49","49",2,"none"
"303405071314","41d507da42f24faaa7e7d79bf789ee25",3,"49","49",2,"none","52","52",2,"none"
"303405071314","41d507da42f24faaa7e7d79bf789ee25",4,"189","180",1,"poor tallying","235","233",1,"poor tallying"
"303405071314","41d507da42f24faaa7e7d79bf789ee25",5,"156","160",1,"poor tallying","169","177",1,"poor tallying"
"203301010111","44c8e8b546fa4e92b4e149105804a139",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203301010111","44c8e8b546fa4e92b4e149105804a139",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203301010111","44c8e8b546fa4e92b4e149105804a139",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203301010111","44c8e8b546fa4e92b4e149105804a139",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203301010111","44c8e8b546fa4e92b4e149105804a139",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"203301010111","44c8e8b546fa4e92b4e149105804a139",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"202205030602","4582b29c263744c49916b533238ce553",0,"1238","1238",2,"NO MISMATCH","882","882",2,"NO MISMATCH"
"202205030602","4582b29c263744c49916b533238ce553",1,"1692","1692",2,"NO MISMATCH","49","49",2,"NO MISMATCH"
"202205030602","4582b29c263744c49916b533238ce553",2,"42","42",2,"NO MISMATCH","61","61",2,"NO MISMATCH"
"202205030602","4582b29c263744c49916b533238ce553",3,"40","40",2,"NO MISMATCH","17","17",2,"NO MISMATCH"
"202205030602","4582b29c263744c49916b533238ce553",4,"34","34",2,"NO MISMATCH","37","37",2,"NO MISMATCH"
"202205030602","4582b29c263744c49916b533238ce553",5,"44","44",2,"NO MISMATCH","1543","1543",2,"NO MISMATCH"
"229104021009","45e2495043be477d9602ba8645c8bf4a",0,"1089","1089",2,"NO MISMATCH","1110","1110",2,"NO MISMATCH"
"229104021009","45e2495043be477d9602ba8645c8bf4a",1,"926","926",2,"NO MISMATCH","871","871",2,"NO MISMATCH"
"229104021009","45e2495043be477d9602ba8645c8bf4a",2,"37","37",2,"NO MISMATCH","34","34",2,"NO MISMATCH"
"229104021009","45e2495043be477d9602ba8645c8bf4a",3,"44","44",2,"NO MISMATCH","29","29",2,"NO MISMATCH"
"229104021009","45e2495043be477d9602ba8645c8bf4a",4,"60","60",2,"NO MISMATCH","115","115",2,"NO MISMATCH"
"229104021009","45e2495043be477d9602ba8645c8bf4a",5,"49","49",2,"NO MISMATCH","106","106",2,"NO MISMATCH"
"411302020404","468987393fd44482ae5a32350511eae9",0,"952","952",2,"Matching","511","511",2,"MALARIA WAS LOW"
"411302020404","468987393fd44482ae5a32350511eae9",1,"553","553",2,"Matching","681","681",2,"matching"
"411302020404","468987393fd44482ae5a32350511eae9",2,"150","150",2,"Matching","154","154",2,"matching"
"411302020404","468987393fd44482ae5a32350511eae9",3,"121","121",2,"Matching","129","129",2,"Matching"
"411302020404","468987393fd44482ae5a32350511eae9",4,"160","160",2,"Matching","136","136",2,"Matching"
"411302020404","468987393fd44482ae5a32350511eae9",5,"174","174",2,"Matching","100","100",2,"matching"
"412201070408","46bc8364e56f4e2ab24e7cb582ffa6f5",0,"366","366",2,"MATCHING","407","407",2,"matching"
"412201070408","46bc8364e56f4e2ab24e7cb582ffa6f5",1,"414","414",2,"MATCHING","584","584",2,"matching"
"412201070408","46bc8364e56f4e2ab24e7cb582ffa6f5",2,"0","0",2,"MATCHING","0","0",2,"NO DELIVERIES"
"412201070408","46bc8364e56f4e2ab24e7cb582ffa6f5",3,"0","0",2,"MATCHING","0","0",2,"NO DELIVERIES"
"412201070408","46bc8364e56f4e2ab24e7cb582ffa6f5",4,"05","05",2,"MATCHING","05","05",2,"NO DELIVERIES"
"412201070408","46bc8364e56f4e2ab24e7cb582ffa6f5",5,"06","06",2,"MATCHING","09","09",2,"MATCHING"
"405203030403","481f3d44d4074b55b71c4bd5c9624349",0,"279","279",2,"NONE","278","278",2,"NONE"
"405203030403","481f3d44d4074b55b71c4bd5c9624349",1,"372","372",2,"NONE","232","232",2,"NONE"
"405203030403","481f3d44d4074b55b71c4bd5c9624349",2,"5","5",2,"NONE","10","10",2,"NONE"
"405203030403","481f3d44d4074b55b71c4bd5c9624349",3,"2","2",2,"NONE","5","5",2,"NONE"
"405203030403","481f3d44d4074b55b71c4bd5c9624349",4,"47","47",2,"NONE","30","30",2,"NONE"
"405203030403","481f3d44d4074b55b71c4bd5c9624349",5,"62","62",2,"NONE","46","46",2,"NONE"
"124101050312","49123f99dd9b4867a7ae5242708194e8",0,"1660","1660",2,"NO MISMATCH","1521","1521",2,"NO MISMATCH"
"124101050312","49123f99dd9b4867a7ae5242708194e8",1,"2066","2066",2,"NO MISMATCH","1554","1554",2,"NO MISMATCH"
"124101050312","49123f99dd9b4867a7ae5242708194e8",2,"20","20",2,"NO MISMATCH","32","32",2,"NO MISMATCH"
"124101050312","49123f99dd9b4867a7ae5242708194e8",3,"19","19",2,"NO MISMATCH","21","21",2,"NO MISMATCH"
"124101050312","49123f99dd9b4867a7ae5242708194e8",4,"84","84",2,"NO MISMATCH","69","69",2,"NO MISMATCH"
"124101050312","49123f99dd9b4867a7ae5242708194e8",5,"60","60",2,"NO MISMATCH","44","44",2,"NO MISMATCH"
"317107051210","4936d20fd0be487bb99a45cce8212c35",0,"1986","1999",1,"wrong  numbering  but  the  gap  is  not so big since they attend  to  many patients","1895","1889",1,"WRONG  NUMBERING  BUT  THE  GAP IS NOT  BIG SINCE THEY ATTEND  TO  MANY  PATIENTS"
"317107051210","4936d20fd0be487bb99a45cce8212c35",1,"2135","2140",1,"wrong  numbering  but the gap is very  small","1571","1570",1,"wrong  recording"
"317107051210","4936d20fd0be487bb99a45cce8212c35",2,"36","0",1,"Missing  register","64","0",1,"Missing  register"
"317107051210","4936d20fd0be487bb99a45cce8212c35",3,"41","0",1,"Missing  register","84","84",2,"GOOD  RECORDS"
"317107051210","4936d20fd0be487bb99a45cce8212c35",4,"68","70",1,"wrong  tallying","67","5",1,"Missing  tally  sheets"
"317107051210","4936d20fd0be487bb99a45cce8212c35",5,"99","84",1,"wrong  reporting","65","64",1,"wrong  tallying"
"104208040401","49d2684cbd464eefb0be494729d22b00",0,"820","820",2,"NO MISMATCH","812","812",2,"NO MISMATCH"
"104208040401","49d2684cbd464eefb0be494729d22b00",1,"1146","1146",2,"NO MISMATCH","719","719",2,"NO MISMATCH"
"104208040401","49d2684cbd464eefb0be494729d22b00",2,"47","47",2,"NO MISMATCH","48","48",2,"NO MISMATCH"
"104208040401","49d2684cbd464eefb0be494729d22b00",3,"60","60",2,"NO MISMATCH","71","71",2,"NO MISMATCH"
"104208040401","49d2684cbd464eefb0be494729d22b00",4,"36","36",2,"NO MISMATCH","32","32",2,"NO MISMATCH"
"104208040401","49d2684cbd464eefb0be494729d22b00",5,"44","44",2,"NO MISMATCH","32","32",2,"NO MISMATCH"
"102103041252","4af38353df164c5899db4e345313f601",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103041252","4af38353df164c5899db4e345313f601",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103041252","4af38353df164c5899db4e345313f601",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103041252","4af38353df164c5899db4e345313f601",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103041252","4af38353df164c5899db4e345313f601",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103041252","4af38353df164c5899db4e345313f601",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"306203010305","4b14fdfdc4154af5a1bcb1b438adbdae",0,"720","720",2,"NO MISMATCH","722","722",2,"NO MISMATCH"
"306203010305","4b14fdfdc4154af5a1bcb1b438adbdae",1,"815","813",2,"NO MISMATCH","557","557",2,"NO MISMATCH"
"306203010305","4b14fdfdc4154af5a1bcb1b438adbdae",2,"16","16",2,"NO MISMATCH","24","24",2,"NO MISMATCH"
"306203010305","4b14fdfdc4154af5a1bcb1b438adbdae",3,"40","40",2,"NO MISMATCH","55","55",2,"NO MISMATCH"
"306203010305","4b14fdfdc4154af5a1bcb1b438adbdae",4,"19","19",2,"NO MISMATCH","6","6",2,"NO MISMATCH"
"306203010305","4b14fdfdc4154af5a1bcb1b438adbdae",5,"65","65",2,"NO MISMATCH","12","12",2,"NO MISMATCH"
"201203010310","4dd40973252a4df3b81cc3878d136268",0,"189","189",2,"NO MISMATCH","367","367",2,"NO MISMATCH"
"201203010310","4dd40973252a4df3b81cc3878d136268",1,"207","207",2,"NO MISMATCH","278","278",2,"NO MISMATCH"
"201203010310","4dd40973252a4df3b81cc3878d136268",2,"0","0",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"201203010310","4dd40973252a4df3b81cc3878d136268",3,"0","0",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"201203010310","4dd40973252a4df3b81cc3878d136268",4,"38","38",2,"NO MISMATCH","4","4",2,"NO MISMATCH"
"201203010310","4dd40973252a4df3b81cc3878d136268",5,"55","55",2,"NO MISMATCH","11","11",2,"NO MISMATCH"
"212305020404","4e6fd738620241a78230c9437484db77",0,"##N/A##","1605",2,"##N/A##","##N/A##","1994",2,"##N/A##"
"212305020404","4e6fd738620241a78230c9437484db77",1,"##N/A##","2471",2,"##N/A##","##N/A##","2815",2,"##N/A##"
"212305020404","4e6fd738620241a78230c9437484db77",2,"##N/A##","74",2,"##N/A##","##N/A##","93",2,"##N/A##"
"212305020404","4e6fd738620241a78230c9437484db77",3,"##N/A##","67",2,"##N/A##","##N/A##","85",2,"##N/A##"
"212305020404","4e6fd738620241a78230c9437484db77",4,"##N/A##","77",2,"##N/A##","##N/A##","54",2,"##N/A##"
"212305020404","4e6fd738620241a78230c9437484db77",5,"##N/A##","41",2,"##N/A##","##N/A##","58",2,"##N/A##"
"110305010603","50a0e9476f3f4947b4d66dd8a705c802",0,"430","430",2,"NO MISMATCH","272","272",2,"NO MISMATCH"
"110305010603","50a0e9476f3f4947b4d66dd8a705c802",1,"577","577",2,"NO MISMATCH","422","422",2,"NO MISMATCH"
"110305010603","50a0e9476f3f4947b4d66dd8a705c802",2,"4","4",2,"NO MISMATCH","1","1",2,"NO MISMATCH"
"110305010603","50a0e9476f3f4947b4d66dd8a705c802",3,"5","5",2,"NO MISMATCH","0","0",2,"NO MISMATCH"
"110305010603","50a0e9476f3f4947b4d66dd8a705c802",4,"7","7",2,"NO MISMATCH","5","5",2,"NO MISMATCH"
"110305010603","50a0e9476f3f4947b4d66dd8a705c802",5,"3","3",2,"NO MISMATCH","3","3",2,"NO MISMATCH"
"317103020201","51986b54676d4e3085ac48d351aad29f",0,"1540","1538",1,"wrong  numbering","804","870",1,"wrong  numbering"
"317103020201","51986b54676d4e3085ac48d351aad29f",1,"1074","1042",1,"wrong  numbering","602","614",1,"wrong  numbering"
"317103020201","51986b54676d4e3085ac48d351aad29f",2,"13","13",2,"GOOD","28","28",2,"Good"
"317103020201","51986b54676d4e3085ac48d351aad29f",3,"22","22",2,"GOOD","22","22",2,"Good"
"317103020201","51986b54676d4e3085ac48d351aad29f",4,"35","0",1,"missing  tally  sheets","31","0",1,"Missing  tally  sheets"
"317103020201","51986b54676d4e3085ac48d351aad29f",5,"38","0",1,"missing  tally  sheets","14","0",1,"Missing  tally  sheets"
"417201010905","527a88628b1c4245adb71c4662a1af4e",0,"324","324",2,"Matching","435","435",2,"Matching"
"417201010905","527a88628b1c4245adb71c4662a1af4e",1,"364","364",2,"Matching","336","336",2,"Matching"
"417201010905","527a88628b1c4245adb71c4662a1af4e",2,"0","0",2,"NO DELIVERIES","0","0",2,"NO DELIVERIES"
"417201010905","527a88628b1c4245adb71c4662a1af4e",3,"0","0",2,"NO DELIVERIES","0","0",2,"NO DELIVERIES"
"417201010905","527a88628b1c4245adb71c4662a1af4e",4,"5","5",2,"Matching","9","9",2,"Matching"
"417201010905","527a88628b1c4245adb71c4662a1af4e",5,"4","4",2,"Matching","2","2",2,"Matching"
"403101020501","5300060198c04c3485bf13651c7b82d3",0,"##N/A##","##N/A##",,"##N/A##",,,,
"403101020501","5300060198c04c3485bf13651c7b82d3",1,"##N/A##","##N/A##",,"##N/A##",,,,
"403101020501","5300060198c04c3485bf13651c7b82d3",2,"##N/A##","##N/A##",,"##N/A##",,,,
"403101020501","5300060198c04c3485bf13651c7b82d3",3,"##N/A##","##N/A##",,"##N/A##",,,,
"403101020501","5300060198c04c3485bf13651c7b82d3",4,"##N/A##","##N/A##",,"##N/A##",,,,
"403101020501","5300060198c04c3485bf13651c7b82d3",5,"##N/A##","##N/A##",,"##N/A##",,,,
"116102050101","53fa8063d7db4987a04f9cae08506685",0,"124","124",2,"NO MISMATCH","126","126",2,"NO MISMATCH"
"116102050101","53fa8063d7db4987a04f9cae08506685",1,"199","199",2,"NO MISMATCH","180","180",2,"NO MISMATCH"
"116102050101","53fa8063d7db4987a04f9cae08506685",2,"1","1",2,"NO MISMATCH","6","6",2,"NO MISMATCH"
"116102050101","53fa8063d7db4987a04f9cae08506685",3,"6","6",2,"NO MISMATCH","4","4",2,"NO MISMATCH"
"116102050101","53fa8063d7db4987a04f9cae08506685",4,"24","24",2,"NO MISMATCH","13","13",2,"NO MISMATCH"
"116102050101","53fa8063d7db4987a04f9cae08506685",5,"23","23",2,"NO MISMATCH","19","19",2,"NO MISMATCH"
"230109050511","54d04063673a4a7ab972f1199ab4e1ff",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"230109050511","54d04063673a4a7ab972f1199ab4e1ff",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"230109050511","54d04063673a4a7ab972f1199ab4e1ff",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"230109050511","54d04063673a4a7ab972f1199ab4e1ff",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"230109050511","54d04063673a4a7ab972f1199ab4e1ff",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"230109050511","54d04063673a4a7ab972f1199ab4e1ff",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"115303050716","559f5482d2fa4c78972662ac4ceb915d",0,"885","885",2,"No mismatch","616","616",2,"No mismatch"
"115303050716","559f5482d2fa4c78972662ac4ceb915d",1,"767","767",2,"No mismatch","642","642",2,"No mismatch"
"115303050716","559f5482d2fa4c78972662ac4ceb915d",2,"14","14",2,"No mismatch","27","27",2,"No mismatch"
"115303050716","559f5482d2fa4c78972662ac4ceb915d",3,"21","21",2,"No mismatch","12","12",2,"No mismatch"
"115303050716","559f5482d2fa4c78972662ac4ceb915d",4,"38","38",2,"No mismatch","31","31",2,"No mismatch"
"115303050716","559f5482d2fa4c78972662ac4ceb915d",5,"31","31",2,"No mismatch","16","16",2,"No mismatch"
"418104030103","55b84b9565e64200bcc7eaa60d8418c4",0,"312","312",2,"matching","179","174",1,"POOR TALLYING"
"418104030103","55b84b9565e64200bcc7eaa60d8418c4",1,"171","171",2,"matching","212","212",2,"Matching"
"418104030103","55b84b9565e64200bcc7eaa60d8418c4",2,"0","0",2,"NO DELIVERIES","0","0",2,"NO DELIVERIES"
"418104030103","55b84b9565e64200bcc7eaa60d8418c4",3,"0","0",2,"NO DELIVERIES","0","0",2,"NO DELIVERIES"
"418104030103","55b84b9565e64200bcc7eaa60d8418c4",4,"2","2",2,"matching","11","11",2,"Matching"
"418104030103","55b84b9565e64200bcc7eaa60d8418c4",5,"14","14",2,"matching","9","9",2,"Matching"
"323106040915","57061e3264f84996a2ba50e00b820c3d",0,"347","347",2,"Good","480","480",2,"Good"
"323106040915","57061e3264f84996a2ba50e00b820c3d",1,"471","471",2,"GOOD","543","535",1,"wrong  numbering"
"323106040915","57061e3264f84996a2ba50e00b820c3d",2,"32","32",2,"GOOD","50","50",2,"Good"
"323106040915","57061e3264f84996a2ba50e00b820c3d",3,"51","51",2,"GOOD","53","53",2,"Good"
"323106040915","57061e3264f84996a2ba50e00b820c3d",4,"83","0",1,"Missing  tally  sheets","81","0",1,"Missing  tally  sheets"
"323106040915","57061e3264f84996a2ba50e00b820c3d",5,"62","0",1,"Missing  tally  sheets","64","0",1,"Missing  tally  sheets"
"419204020202","58cf916082f84b129b54810c4162440b",0,"379","379",2,"OPD TOO LOW DUE TO LOW MALARIA CASES IN THE AREA","##N/A##","##N/A##",,"##N/A##"
"419204020202","58cf916082f84b129b54810c4162440b",1,"546","546",2,"matching","##N/A##","##N/A##",,"##N/A##"
"419204020202","58cf916082f84b129b54810c4162440b",2,"08","08",2,"MATCHING","##N/A##","##N/A##",,"##N/A##"
"419204020202","58cf916082f84b129b54810c4162440b",3,"13","13",2,"MATCHING","##N/A##","##N/A##",,"##N/A##"
"419204020202","58cf916082f84b129b54810c4162440b",4,"26","26",2,"MATCHING","##N/A##","##N/A##",,"##N/A##"
"419204020202","58cf916082f84b129b54810c4162440b",5,"24","24",2,"MATCHING","##N/A##","##N/A##",,"##N/A##"
"414116010603","58d95fc307344244a2c14cfc7eea34f1",0,"740","740",2,"matching","693","693",2,"Matching"
"414116010603","58d95fc307344244a2c14cfc7eea34f1",1,"913","913",2,"matching","587","587",2,"Matching"
"414116010603","58d95fc307344244a2c14cfc7eea34f1",2,"79","79",2,"matching","86","86",2,"Matching"
"414116010603","58d95fc307344244a2c14cfc7eea34f1",3,"2","2",2,"matching","77","77",2,"Matching"
"414116010603","58d95fc307344244a2c14cfc7eea34f1",4,"27","27",2,"matching","24","24",2,"Matching"
"414116010603","58d95fc307344244a2c14cfc7eea34f1",5,"44","44",2,"matching","22","22",2,"Matching"
"215109020818","5b2bb8ba8da5434697e179c32987259f",0,"##N/A##","492",2,"##N/A##","##N/A##","490",2,"##N/A##"
"215109020818","5b2bb8ba8da5434697e179c32987259f",1,"##N/A##","433",2,"##N/A##","##N/A##","548",2,"##N/A##"
"215109020818","5b2bb8ba8da5434697e179c32987259f",2,"0","0",2,"##N/A##","##N/A##","1",2,"##N/A##"
"215109020818","5b2bb8ba8da5434697e179c32987259f",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","5",2,"##N/A##"
"215109020818","5b2bb8ba8da5434697e179c32987259f",4,"##N/A##","20",2,"##N/A##","##N/A##","8",2,"##N/A##"
"215109020818","5b2bb8ba8da5434697e179c32987259f",5,"##N/A##","26",2,"##N/A##","##N/A##","20",2,"##N/A##"
"112204030107","5b3c6ba74736462184fa8b7243f7bb77",0,"##N/A##","##N/A##",,"##N/A##",,,,
"112204030107","5b3c6ba74736462184fa8b7243f7bb77",1,"##N/A##","##N/A##",,"##N/A##",,,,
"112204030107","5b3c6ba74736462184fa8b7243f7bb77",2,"##N/A##","##N/A##",,"##N/A##",,,,
"112204030107","5b3c6ba74736462184fa8b7243f7bb77",3,"##N/A##","##N/A##",,"##N/A##",,,,
"112204030107","5b3c6ba74736462184fa8b7243f7bb77",4,"##N/A##","##N/A##",,"##N/A##",,,,
"112204030107","5b3c6ba74736462184fa8b7243f7bb77",5,"##N/A##","##N/A##",,"##N/A##",,,,
"409203050902","5c104965b50542969565c120c3357a43",0,"569","569",2,"NONE","##N/A##","##N/A##",,"##N/A##"
"409203050902","5c104965b50542969565c120c3357a43",1,"606","606",2,"NONE","##N/A##","##N/A##",,"##N/A##"
"409203050902","5c104965b50542969565c120c3357a43",2,"0","0",2,"NONE","##N/A##","##N/A##",,"##N/A##"
"409203050902","5c104965b50542969565c120c3357a43",3,"0","0",2,"NONE","##N/A##","##N/A##",,"##N/A##"
"409203050902","5c104965b50542969565c120c3357a43",4,"24","24",2,"NONE","##N/A##","##N/A##",,"##N/A##"
"409203050902","5c104965b50542969565c120c3357a43",5,"20","20",2,"NONE","##N/A##","##N/A##",,"##N/A##"
"319107020203","5c166c1642f340b8ba41cf7b91388623",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"319107020203","5c166c1642f340b8ba41cf7b91388623",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"319107020203","5c166c1642f340b8ba41cf7b91388623",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"319107020203","5c166c1642f340b8ba41cf7b91388623",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"319107020203","5c166c1642f340b8ba41cf7b91388623",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
