"Final_EA_code","interview__id","initiative_id","s4qq01","s4qq02"
"422107010808","29cc9b2639524c459e1b9c4f9837262e",12,2,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",13,1,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",14,1,1
"422107010808","29cc9b2639524c459e1b9c4f9837262e",15,2,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",16,2,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",17,2,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",18,2,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",19,2,2
"422107010808","29cc9b2639524c459e1b9c4f9837262e",20,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",1,1,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",2,1,1
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",3,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",4,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",5,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",6,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",7,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",8,1,1
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",9,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",10,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",11,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",12,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",13,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",14,1,1
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",15,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",16,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",17,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",18,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",19,2,2
"117302030901","2b8544e9cb7347bdb22735d3564fdf4e",20,2,2
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",1,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",2,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",3,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",4,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",5,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",6,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",7,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",8,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",9,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",10,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",11,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",12,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",13,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",14,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",15,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",16,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",17,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",18,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",19,,
"102105130528","2bc65237da7d4f7995d38281b77b1e4b",20,,
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",1,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",2,1,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",3,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",4,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",5,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",6,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",7,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",8,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",9,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",10,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",11,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",12,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",13,1,1
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",14,1,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",15,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",16,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",17,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",18,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",19,2,2
"102105100433","2bea2c4985dd4f418a8c387b21ac7fbb",20,2,2
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",1,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",2,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",3,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",4,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",5,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",6,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",7,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",8,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",9,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",10,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",11,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",12,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",13,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",14,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",15,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",16,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",17,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",18,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",19,,
"102101040201","2c2b89bb4ed247988f21f5d27d2b69ff",20,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",1,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",2,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",3,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",4,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",5,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",6,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",7,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",8,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",9,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",10,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",11,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",12,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",13,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",14,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",15,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",16,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",17,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",18,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",19,,
"107202060102","2c4950efbc4f485ca7901eed4a944579",20,,
"205107030213","2c5000cc7fa54db897421cefd55bae85",1,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",2,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",3,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",4,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",5,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",6,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",7,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",8,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",9,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",10,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",11,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",12,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",13,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",14,1,1
"205107030213","2c5000cc7fa54db897421cefd55bae85",15,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",16,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",17,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",18,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",19,2,2
"205107030213","2c5000cc7fa54db897421cefd55bae85",20,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",1,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",2,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",3,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",4,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",5,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",6,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",7,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",8,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",9,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",10,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",11,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",12,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",13,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",14,1,1
"330107010101","2c7dff734efc4ccb991e6cba613ab077",15,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",16,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",17,1,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",18,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",19,2,2
"330107010101","2c7dff734efc4ccb991e6cba613ab077",20,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",1,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",2,1,1
"303404010207","2c8f787219df44ad88f08faf238da056",3,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",4,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",5,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",6,1,1
"303404010207","2c8f787219df44ad88f08faf238da056",7,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",8,1,1
"303404010207","2c8f787219df44ad88f08faf238da056",9,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",10,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",11,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",12,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",13,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",14,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",15,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",16,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",17,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",18,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",19,2,2
"303404010207","2c8f787219df44ad88f08faf238da056",20,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",1,1,2
"417103010710","2d21136097a4458a990cfe6f52865418",2,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",3,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",4,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",5,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",6,1,1
"417103010710","2d21136097a4458a990cfe6f52865418",7,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",8,1,1
"417103010710","2d21136097a4458a990cfe6f52865418",9,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",10,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",11,1,2
"417103010710","2d21136097a4458a990cfe6f52865418",12,1,1
"417103010710","2d21136097a4458a990cfe6f52865418",13,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",14,1,2
"417103010710","2d21136097a4458a990cfe6f52865418",15,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",16,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",17,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",18,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",19,2,2
"417103010710","2d21136097a4458a990cfe6f52865418",20,2,2
"124101050211","2f0258e282264dd6be94505229e6d055",1,,
"124101050211","2f0258e282264dd6be94505229e6d055",2,,
"124101050211","2f0258e282264dd6be94505229e6d055",3,,
"124101050211","2f0258e282264dd6be94505229e6d055",4,,
"124101050211","2f0258e282264dd6be94505229e6d055",5,,
"124101050211","2f0258e282264dd6be94505229e6d055",6,,
"124101050211","2f0258e282264dd6be94505229e6d055",7,,
"124101050211","2f0258e282264dd6be94505229e6d055",8,,
"124101050211","2f0258e282264dd6be94505229e6d055",9,,
"124101050211","2f0258e282264dd6be94505229e6d055",10,,
"124101050211","2f0258e282264dd6be94505229e6d055",11,,
"124101050211","2f0258e282264dd6be94505229e6d055",12,,
"124101050211","2f0258e282264dd6be94505229e6d055",13,,
"124101050211","2f0258e282264dd6be94505229e6d055",14,,
"124101050211","2f0258e282264dd6be94505229e6d055",15,,
"124101050211","2f0258e282264dd6be94505229e6d055",16,,
"124101050211","2f0258e282264dd6be94505229e6d055",17,,
"124101050211","2f0258e282264dd6be94505229e6d055",18,,
"124101050211","2f0258e282264dd6be94505229e6d055",19,,
"124101050211","2f0258e282264dd6be94505229e6d055",20,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",1,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",2,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",3,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",4,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",5,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",6,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",7,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",8,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",9,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",10,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",11,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",12,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",13,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",14,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",15,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",16,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",17,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",18,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",19,,
"102102080506","2f3dadda9c4d49b89b8f3d25ecf05ddc",20,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",1,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",2,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",3,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",4,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",5,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",6,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",7,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",8,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",9,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",10,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",11,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",12,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",13,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",14,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",15,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",16,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",17,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",18,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",19,,
"106101090206","303f41c72565478cbb227a5e342ebc3e",20,,
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",1,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",2,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",3,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",4,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",5,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",6,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",7,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",8,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",9,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",10,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",11,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",12,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",13,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",14,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",15,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",16,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",17,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",18,1,1
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",19,2,2
"320102040601","30b9d5e1f9fe43dd8a86e6563a69e79a",20,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",1,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",2,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",3,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",4,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",5,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",6,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",7,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",8,1,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",9,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",10,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",11,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",12,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",13,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",14,1,1
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",15,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",16,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",17,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",18,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",19,2,2
"405302030405","30fa92d582c34ffb8cd59644c7cc475f",20,2,2
"318116050101","312a435313e24061969eab79d4d65731",1,2,2
"318116050101","312a435313e24061969eab79d4d65731",2,2,2
"318116050101","312a435313e24061969eab79d4d65731",3,2,2
"318116050101","312a435313e24061969eab79d4d65731",4,2,2
"318116050101","312a435313e24061969eab79d4d65731",5,2,2
"318116050101","312a435313e24061969eab79d4d65731",6,1,1
"318116050101","312a435313e24061969eab79d4d65731",7,2,2
"318116050101","312a435313e24061969eab79d4d65731",8,2,2
"318116050101","312a435313e24061969eab79d4d65731",9,2,2
"318116050101","312a435313e24061969eab79d4d65731",10,2,2
"318116050101","312a435313e24061969eab79d4d65731",11,1,1
"318116050101","312a435313e24061969eab79d4d65731",12,2,2
"318116050101","312a435313e24061969eab79d4d65731",13,2,2
"318116050101","312a435313e24061969eab79d4d65731",14,2,2
"318116050101","312a435313e24061969eab79d4d65731",15,2,2
"318116050101","312a435313e24061969eab79d4d65731",16,2,2
"318116050101","312a435313e24061969eab79d4d65731",17,2,2
"318116050101","312a435313e24061969eab79d4d65731",18,2,2
"318116050101","312a435313e24061969eab79d4d65731",19,2,2
"318116050101","312a435313e24061969eab79d4d65731",20,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",1,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",2,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",3,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",4,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",5,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",6,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",7,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",8,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",9,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",10,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",11,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",12,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",13,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",14,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",15,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",16,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",17,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",18,1,1
"110207040309","31a3f66b54524494a74c267e31e91d05",19,2,2
"110207040309","31a3f66b54524494a74c267e31e91d05",20,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",1,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",2,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",3,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",4,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",5,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",6,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",7,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",8,1,1
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",9,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",10,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",11,1,1
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",12,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",13,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",14,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",15,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",16,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",17,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",18,1,1
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",19,2,2
"218115040101","32bb43e6ccef425296ce50b454dcdcf2",20,2,2
"201206020507","333db34cb0974453b19b4d13bf2506ac",1,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",2,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",3,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",4,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",5,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",6,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",7,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",8,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",9,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",10,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",11,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",12,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",13,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",14,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",15,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",16,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",17,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",18,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",19,,
"201206020507","333db34cb0974453b19b4d13bf2506ac",20,,
"115103020402","34533291de9b4e30a46add0d31cb8f27",1,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",2,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",3,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",4,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",5,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",6,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",7,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",8,1,1
"115103020402","34533291de9b4e30a46add0d31cb8f27",9,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",10,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",11,1,1
"115103020402","34533291de9b4e30a46add0d31cb8f27",12,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",13,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",14,1,1
"115103020402","34533291de9b4e30a46add0d31cb8f27",15,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",16,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",17,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",18,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",19,2,2
"115103020402","34533291de9b4e30a46add0d31cb8f27",20,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",1,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",2,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",3,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",4,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",5,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",6,1,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",7,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",8,1,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",9,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",10,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",11,1,1
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",12,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",13,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",14,1,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",15,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",16,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",17,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",18,1,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",19,2,2
"226101010214","349edf6fc6cb49ddb9bfeb044f66c642",20,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",1,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",2,1,1
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",3,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",4,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",5,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",6,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",7,2,2
"302201050803","34efbcdf896549f7b8f690de4d3ebdf7",8,1,1
