"hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"27c26465f6b24f4b905d7e487640e1cf",12,1,6000,1,1,,2,,
"27c26465f6b24f4b905d7e487640e1cf",19,1,50000,1,1,,2,,
"27c26465f6b24f4b905d7e487640e1cf",1,3,30000,3,1,,2,,
"27deb27ff8c24d329308cc89acb73891",19,1,20000,1,1,,2,,
"27deb27ff8c24d329308cc89acb73891",1,7,40000,1,1,,2,,
"27deb27ff8c24d329308cc89acb73891",3,3,15000,3,1,,2,,
"27deb27ff8c24d329308cc89acb73891",12,2,10000,2,1,,1,1,0
"281c312bde9647dfb1cf585a93608ee0",1,1,8000,1,1,,2,,
"281c312bde9647dfb1cf585a93608ee0",19,1,100000,1,1,,2,,
"281c312bde9647dfb1cf585a93608ee0",3,1,6000,0,1,,2,,
"282cd74076c2438f921c0ccf6160fdfe",3,0,,0,1,,1,1,0
"282cd74076c2438f921c0ccf6160fdfe",4,0,,0,1,,1,1,0
"282cd74076c2438f921c0ccf6160fdfe",22,0,,0,1,,1,1,0
"282cd74076c2438f921c0ccf6160fdfe",1,2,6000,2,1,,2,,
"2888a6c6ce074d8f93c49ae5f7abcc7c",4,1,3000,1,1,,2,,
"2888a6c6ce074d8f93c49ae5f7abcc7c",1,5,30000,5,1,,2,,
"2888a6c6ce074d8f93c49ae5f7abcc7c",8,1,1000,1,1,,2,,
"2888a6c6ce074d8f93c49ae5f7abcc7c",3,1,4000,1,1,,2,,
"28920737d6ee46adb1af0fb12e729fcc",1,1,4000,1,1,,2,,
"28920737d6ee46adb1af0fb12e729fcc",22,1,5500,1,1,,2,,
"28af7e0f8a5848d2a619672b42748bdd",4,1,3000,1,1,,2,,
"28af7e0f8a5848d2a619672b42748bdd",1,3,24000,3,1,,2,,
"28af7e0f8a5848d2a619672b42748bdd",3,1,4,1,1,,2,,
"28b5dd676913440182de271b1669ac69",19,0,,0,1,,1,4,0
"28b5dd676913440182de271b1669ac69",4,1,3000,1,1,,2,,
"28b5dd676913440182de271b1669ac69",1,3,17000,3,1,,2,,
"28b5dd676913440182de271b1669ac69",3,1,5000,1,1,,2,,
"28cd2ccd0f144e4c816092654cfc2727",1,2,14000,2,1,,2,,
"28cd2ccd0f144e4c816092654cfc2727",3,0,,1,2,2,,,
"28cd2ccd0f144e4c816092654cfc2727",19,1,5000,1,1,,2,,
"28cf2e844e8f4445bf3bfccc02b66b49",1,3,15000,6,1,,2,,
"28cf2e844e8f4445bf3bfccc02b66b49",3,1,7000,1,1,,2,,
"28cf2e844e8f4445bf3bfccc02b66b49",4,1,4000,1,1,,2,,
"28cf2e844e8f4445bf3bfccc02b66b49",22,1,14000,1,1,,2,,
"28cfecdc40fb49b1b9bb757b7bb7626e",3,1,7000,0,1,,1,2,0
"28cfecdc40fb49b1b9bb757b7bb7626e",1,6,36000,6,1,,2,,
"28cfecdc40fb49b1b9bb757b7bb7626e",14,1,250000,1,1,,2,,
"28cfecdc40fb49b1b9bb757b7bb7626e",12,1,4000,1,1,,2,,
"28d1746496ae4f63975319dc27f41ae4",1,3,15000,3,1,,2,,
"28d1746496ae4f63975319dc27f41ae4",3,1,3000,1,1,,2,,
"28d1746496ae4f63975319dc27f41ae4",4,1,2500,1,1,,2,,
"28e152a2974244b19c05b3ce649c4ad5",3,1,5000,1,1,,2,,
"28e152a2974244b19c05b3ce649c4ad5",1,3,15000,3,1,,2,,
"28e152a2974244b19c05b3ce649c4ad5",19,0,,0,1,,1,3,0
"28e84a3ac5994a6e841ea52a5edde060",19,1,45000,1,1,,2,,
"28e84a3ac5994a6e841ea52a5edde060",1,8,70000,8,1,,2,,
"28e84a3ac5994a6e841ea52a5edde060",4,1,2000,1,1,,2,,
"28e84a3ac5994a6e841ea52a5edde060",3,3,18000,3,1,,2,,
"28e84a3ac5994a6e841ea52a5edde060",12,1,5000,1,1,,2,,
"28e84a3ac5994a6e841ea52a5edde060",5,1,70000,1,1,,2,,
"28e84a3ac5994a6e841ea52a5edde060",20,1,5000,1,1,,2,,
"29289812788e41029ba621c1f9e300fc",3,1,1500,2,1,,2,,
"29289812788e41029ba621c1f9e300fc",1,2,10000,3,1,,2,,
"29289812788e41029ba621c1f9e300fc",8,1,1000,1,2,1,,,
"2951158410a34c3fb286fcd6f5179ddc",5,0,,1,1,,1,4,0
"2951158410a34c3fb286fcd6f5179ddc",1,3,15000,2,1,,2,,
"2951158410a34c3fb286fcd6f5179ddc",19,0,,1,1,,1,2,0
"2951158410a34c3fb286fcd6f5179ddc",3,2,6000,3,1,,2,,
"2951158410a34c3fb286fcd6f5179ddc",4,1,2500,0,1,,2,,
"299b40786b2c48c9adba592b446d121c",3,1,1500,1,1,,2,,
"299b40786b2c48c9adba592b446d121c",12,1,5000,1,1,,2,,
"299b40786b2c48c9adba592b446d121c",19,1,40000,1,1,,2,,
"299b40786b2c48c9adba592b446d121c",14,1,80000,1,1,,2,,
"299b40786b2c48c9adba592b446d121c",1,5,15000,5,1,,2,,
"29a6ed7931bf49a2bfe1f1b80e6e491a",1,6,35000,6,1,,2,,
"29a6ed7931bf49a2bfe1f1b80e6e491a",12,1,4000,1,1,,2,,
"29a6ed7931bf49a2bfe1f1b80e6e491a",4,1,2000,1,1,,2,,
"29a6ed7931bf49a2bfe1f1b80e6e491a",19,1,40000,1,1,,2,,
"29a6ed7931bf49a2bfe1f1b80e6e491a",3,1,3000,1,1,,2,,
"29d372b1412b47f8a56376ec4cf28707",1,2,7000,2,1,,1,3,0
"29d372b1412b47f8a56376ec4cf28707",3,0,,0,1,,1,1,0
"29dcaae51e0c4eb1af6e61890ed94c84",1,4,32000,4,1,,2,,
"29dcaae51e0c4eb1af6e61890ed94c84",3,1,5000,1,1,,2,,
"2a144bc68a624f7785191df152117293",1,2,18000,1,1,,2,,
"2a144bc68a624f7785191df152117293",3,1,4000,1,1,,2,,
"2a1f769cb89f47558ef4589a2ff3ac5e",3,1,6000,1,1,,2,,
"2a1f769cb89f47558ef4589a2ff3ac5e",8,1,3000,1,1,,2,,
"2a1f769cb89f47558ef4589a2ff3ac5e",1,4,30000,4,1,,2,,
"2a44b004de2f4686bde1e410c0ab6588",3,1,3500,1,1,,2,,
"2a44b004de2f4686bde1e410c0ab6588",1,2,8000,2,1,,2,,
"2a4a4d639a864da0802b0c7528b8527e",3,3,16000,3,1,,2,,
"2a4a4d639a864da0802b0c7528b8527e",1,6,40000,6,1,,2,,
"2a4a4d639a864da0802b0c7528b8527e",5,1,80000,1,1,,2,,
"2a8596db3d5a4dff968707a60106ca7f",1,2,10000,2,1,,2,,
"2a8596db3d5a4dff968707a60106ca7f",19,1,60000,1,1,,2,,
"2a8596db3d5a4dff968707a60106ca7f",3,1,7000,1,1,,2,,
"2a8596db3d5a4dff968707a60106ca7f",4,1,2000,1,1,,2,,
"2a85bdf4a0974fc28b8cba8aebdb3e94",3,1,6000,1,1,,2,,
"2a85bdf4a0974fc28b8cba8aebdb3e94",1,2,19000,2,1,,2,,
"2a887351ce30434a883317613cfcd74a",1,6,42000,6,1,,2,,
"2a887351ce30434a883317613cfcd74a",4,1,7000,1,1,,2,,
"2a887351ce30434a883317613cfcd74a",19,0,,0,1,,1,1,2000
"2a887351ce30434a883317613cfcd74a",3,1,3000,1,1,,2,,
"2abee6b40eee427f9120d72d7042384c",13,1,5000,1,1,,2,,
"2abee6b40eee427f9120d72d7042384c",19,1,30000,1,1,,2,,
"2abee6b40eee427f9120d72d7042384c",1,3,30000,3,1,,2,,
"2abee6b40eee427f9120d72d7042384c",12,1,3000,1,1,,2,,
"2abee6b40eee427f9120d72d7042384c",3,2,6000,2,1,,2,,
"2abee6b40eee427f9120d72d7042384c",4,1,1500,1,1,,2,,
"2b1b98ad61374253a463d772ee88c4fb",1,3,12000,2,1,,2,,
"2b1b98ad61374253a463d772ee88c4fb",3,1,4000,1,1,,2,,
"2b1dcf8e46814b0d86fa770b4e497071",1,3,7000,3,1,,2,,
"2b1dcf8e46814b0d86fa770b4e497071",3,0,,1,1,,2,,
"2b400e53b4d8472b98f5f9147db5b084",1,3,15000,3,1,,1,2,0
"2b400e53b4d8472b98f5f9147db5b084",4,2,9000,2,1,,1,2,0
"2b400e53b4d8472b98f5f9147db5b084",3,2,10000,2,1,,1,1,0
"2b400e53b4d8472b98f5f9147db5b084",12,1,5000,1,1,,2,,
"2b537f6c15e7415f88963d61ebc2486a",3,1,3000,1,1,,2,,
"2b537f6c15e7415f88963d61ebc2486a",1,2,15000,2,1,,2,,
"2b537f6c15e7415f88963d61ebc2486a",12,1,8000,1,1,,2,,
"2b6c76f8194a46f897098ecc94c09088",4,3,9000,4,1,,2,,
"2b6c76f8194a46f897098ecc94c09088",3,6,18000,6,1,,2,,
"2b6c76f8194a46f897098ecc94c09088",1,6,40000,2,1,,2,,
"2b6c76f8194a46f897098ecc94c09088",5,2,40000,2,1,,2,,
"2b6eb2adc2734720993dcdf13102a524",1,5,15000,5,1,,1,1,0
"2b6eb2adc2734720993dcdf13102a524",14,1,150000,1,1,,2,,
"2b71b8e86e624fe7bd1d49b2bf2101fe",7,1,5000,1,1,,2,,
"2b71b8e86e624fe7bd1d49b2bf2101fe",4,1,2500,1,1,,2,,
"2b71b8e86e624fe7bd1d49b2bf2101fe",3,1,4000,1,1,,2,,
"2b71b8e86e624fe7bd1d49b2bf2101fe",1,2,12000,2,1,,2,,
"2bea05c273944082b1c5fbd6b391e0a8",1,3,6000,2,1,,2,,
"2bea05c273944082b1c5fbd6b391e0a8",3,2,3000,1,1,,2,,
"2bfa19f8b88f4d669351633766e628ae",1,3,15000,3,1,,2,,
"2bfa19f8b88f4d669351633766e628ae",3,2,6000,2,1,,2,,
"2c26585736444489a370ee90f939872c",19,1,40000,1,1,,2,,
"2c26585736444489a370ee90f939872c",22,1,5000,1,1,,2,,
"2c26585736444489a370ee90f939872c",14,1,150000,1,1,,2,,
"2c26585736444489a370ee90f939872c",1,6,25000,5,1,,2,,
"2c560128c0cd46e2ba361fa7df515376",1,3,15000,3,1,,2,,
"2c560128c0cd46e2ba361fa7df515376",3,2,4000,2,1,,2,,
"2c5fb73501804b39ad74d51b52188688",3,1,7500,1,1,,2,,
"2c5fb73501804b39ad74d51b52188688",1,3,6500,3,1,,2,,
"2c67277ecc1b43d8b277ad2a8ed09109",3,1,3000,1,1,,2,,
"2c67277ecc1b43d8b277ad2a8ed09109",1,3,10000,3,1,,2,,
"2c6ae01abe4748ba8503aa5510c813d5",3,2,5000,2,1,,2,,
"2c6ae01abe4748ba8503aa5510c813d5",8,1,3000,1,1,,2,,
"2c6ae01abe4748ba8503aa5510c813d5",12,1,6000,4,1,,2,,
"2c6ae01abe4748ba8503aa5510c813d5",4,1,3500,2,1,,2,,
"2c6ae01abe4748ba8503aa5510c813d5",1,2,7000,2,1,,2,,
"2c788389ef5042f1bbf453bbce1e82fb",1,4,32000,4,1,,2,,
"2c7a8030ba1443ee83f2412f80843d3b",1,1,10000,1,1,,2,,
"2c7a8030ba1443ee83f2412f80843d3b",5,1,70000,1,1,,2,,
"2c7a8030ba1443ee83f2412f80843d3b",12,1,7000,1,1,,2,,
"2c7a8030ba1443ee83f2412f80843d3b",4,1,5000,1,2,1,,,
"2c99b66b5ed0447781e3823a484a5d6b",1,1,5000,1,1,,2,,
"2c99b66b5ed0447781e3823a484a5d6b",3,1,3000,1,1,,2,,
"2cb804b7711d43ba95d3df4f65936505",5,1,6000,1,1,,2,,
"2cb804b7711d43ba95d3df4f65936505",1,3,15000,2,1,,2,,
"2cb804b7711d43ba95d3df4f65936505",3,1,2000,1,1,,2,,
"2cb804b7711d43ba95d3df4f65936505",7,1,3000,1,1,,2,,
"2cb804b7711d43ba95d3df4f65936505",19,0,,0,1,,1,1,0
"2cb804b7711d43ba95d3df4f65936505",14,1,40000,1,1,,1,1,20000
"2ccb2dbb24b4411ab872957322c924ba",3,1,4000,1,1,,2,,
"2ccb2dbb24b4411ab872957322c924ba",19,0,,0,1,,1,1,0
"2ccb2dbb24b4411ab872957322c924ba",12,1,5000,1,1,,2,,
"2ccb2dbb24b4411ab872957322c924ba",1,2,4000,3,1,,2,,
"2ccb2dbb24b4411ab872957322c924ba",4,2,7000,0,1,,2,,
"2ccb2dbb24b4411ab872957322c924ba",7,1,1000,1,1,,2,,
"2cd3e8dd3996444786090cdb6dde6914",3,2,8000,2,1,,1,1,1000
"2cd3e8dd3996444786090cdb6dde6914",12,1,10000,1,1,,2,,
"2cd3e8dd3996444786090cdb6dde6914",8,1,3000,1,1,,2,,
"2cd3e8dd3996444786090cdb6dde6914",1,4,32000,4,1,,1,1,2000
"2d046279a8c649f1ac617159ae75b191",3,1,4000,1,1,,2,,
"2d046279a8c649f1ac617159ae75b191",1,2,12000,2,1,,2,,
"2d07bab4be684daa86e60cac02094012",13,1,10000,1,1,,2,,
"2d07bab4be684daa86e60cac02094012",12,2,8000,2,1,,2,,
"2d07bab4be684daa86e60cac02094012",1,3,15000,3,1,,2,,
"2d07bab4be684daa86e60cac02094012",3,1,3000,1,1,,2,,
"2d1032055a2b43c6ae7d38ec2aacf301",14,2,240000,1,1,,2,,
"2d1032055a2b43c6ae7d38ec2aacf301",1,2,14000,2,1,,2,,
"2d1032055a2b43c6ae7d38ec2aacf301",19,1,25000,1,1,,2,,
"2d14ac0f77fe4f4f9da392eaa4c1c155",3,1,5000,2,1,,2,,
"2d14ac0f77fe4f4f9da392eaa4c1c155",4,3,12000,1,1,,2,,
"2d14ac0f77fe4f4f9da392eaa4c1c155",1,2,18000,2,1,,2,,
"2d14ac0f77fe4f4f9da392eaa4c1c155",19,1,60000,1,1,,2,,
"2d380a13be4645bf9037ffe8ba12ee18",1,1,3000,2,1,,2,,
"2d380a13be4645bf9037ffe8ba12ee18",3,0,,1,1,,2,,
"2d3a68f349084c0e9cb37611f20112f0",3,0,,0,1,,1,1,0
"2d3a68f349084c0e9cb37611f20112f0",1,6,8000,4,1,,2,,
"2d683a86b3e247ed8e8d9c59c8dba618",1,4,30000,4,1,,2,,
"2d683a86b3e247ed8e8d9c59c8dba618",14,0,,0,1,,1,1,40000
"2d683a86b3e247ed8e8d9c59c8dba618",3,1,3000,1,1,,2,,
"2d7073406afa4cdcb09254fbfb1212e2",8,1,1000,1,1,,2,,
"2d7073406afa4cdcb09254fbfb1212e2",12,1,2000,1,1,,2,,
"2d7073406afa4cdcb09254fbfb1212e2",3,1,2000,1,1,,2,,
"2d7073406afa4cdcb09254fbfb1212e2",1,3,15000,3,1,,2,,
"2d7be721effb4608a669a2f7bcf83acd",1,3,75000,3,1,,2,,
"2d7be721effb4608a669a2f7bcf83acd",19,1,40000,1,1,,2,,
"2d7be721effb4608a669a2f7bcf83acd",3,2,8000,2,1,,2,,
"2d7be721effb4608a669a2f7bcf83acd",12,1,6000,1,1,,2,,
"2d960783a5b049c782e95da6a18838c8",3,1,3000,1,1,,2,,
"2d960783a5b049c782e95da6a18838c8",1,2,10000,5,1,,2,,
"2d960783a5b049c782e95da6a18838c8",14,0,,1,1,,1,1,80000
"2da5204de266443b8b04628888383c5f",1,5,40000,2,1,,2,,
"2da5204de266443b8b04628888383c5f",3,1,5000,0,1,,2,,
"2da7d0700b344400bedff350462b9339",22,1,6000,1,1,,2,,
"2da7d0700b344400bedff350462b9339",4,1,2000,1,1,,2,,
"2da7d0700b344400bedff350462b9339",3,1,2500,1,1,,2,,
"2da7d0700b344400bedff350462b9339",1,3,18000,4,1,,2,,
"2db5794700a442ada4dacc58fbefc9ca",19,1,40000,1,1,,2,,
"2db5794700a442ada4dacc58fbefc9ca",14,0,,0,1,,1,1,0
"2db5794700a442ada4dacc58fbefc9ca",1,6,20000,6,1,,2,,
"2db5794700a442ada4dacc58fbefc9ca",3,1,4000,1,1,,2,,
"2dd973cdd68e4aebb9022299bb510b2d",4,1,3500,1,1,,2,,
"2dd973cdd68e4aebb9022299bb510b2d",1,4,32000,4,1,,2,,
"2dd973cdd68e4aebb9022299bb510b2d",3,1,6000,1,1,,2,,
"2dd973cdd68e4aebb9022299bb510b2d",12,1,5000,1,2,1,,,
"2dec332ec9804d0c99abf514cc1ac2ae",3,1,3000,1,1,,2,,
"2dec332ec9804d0c99abf514cc1ac2ae",1,4,10000,4,1,,2,,
"2e0d1e0be385438b985f3cc71a95d5e9",5,0,,0,1,,1,1,0
"2e0d1e0be385438b985f3cc71a95d5e9",1,3,20000,3,1,,2,,
"2e0d1e0be385438b985f3cc71a95d5e9",12,1,6000,1,1,,2,,
"2e0d1e0be385438b985f3cc71a95d5e9",3,1,4000,1,1,,2,,
"2e0d1e0be385438b985f3cc71a95d5e9",4,1,5000,1,1,,2,,
"2e1a8d093a4949cf926905e415f3a464",4,2,3000,2,1,,2,,
"2e1a8d093a4949cf926905e415f3a464",19,1,100000,1,1,,2,,
"2e1a8d093a4949cf926905e415f3a464",3,2,3000,2,1,,2,,
"2e1a8d093a4949cf926905e415f3a464",1,4,22000,4,1,,2,,
"2e24a9f67c484ace96e7b4801f273a95",1,3,30000,3,1,,2,,
"2e3d46d854754424a951d6c3a4cb46bf",3,1,3500,1,1,,2,,
"2e3d46d854754424a951d6c3a4cb46bf",1,4,12000,4,1,,2,,
"2e51386a842c4e8fb28678dcb527c9f1",4,2,10000,2,1,,2,,
"2e51386a842c4e8fb28678dcb527c9f1",3,1,3000,1,1,,2,,
"2e51386a842c4e8fb28678dcb527c9f1",1,4,12000,4,2,5,,,
"2e52712b6bed4118b543e6d8488ee019",1,1,2000,1,1,,2,,
"2e52712b6bed4118b543e6d8488ee019",3,1,5000,1,1,,2,,
"2e54cfca53094a08aedf362218eb519a",4,1,2500,1,1,,2,,
"2e54cfca53094a08aedf362218eb519a",3,1,4000,1,1,,2,,
"2e54cfca53094a08aedf362218eb519a",5,1,30000,1,1,,2,,
"2e54cfca53094a08aedf362218eb519a",1,5,25000,5,1,,2,,
"2e54cfca53094a08aedf362218eb519a",12,1,2000,1,1,,2,,
"2e54cfca53094a08aedf362218eb519a",22,1,4000,1,1,,2,,
"2e5c1262075443d0918c0c698680721f",1,5,35000,5,1,,2,,
"2e5c1262075443d0918c0c698680721f",12,1,8000,1,1,,2,,
"2e5c1262075443d0918c0c698680721f",19,1,60000,1,2,1,,,
"2e5c1262075443d0918c0c698680721f",8,2,6000,2,1,,2,,
"2e5c1262075443d0918c0c698680721f",3,2,8000,2,1,,2,,
"2e6d5474c1e146cea65e257850f6f3fa",3,1,5000,1,1,,2,,
"2e6d5474c1e146cea65e257850f6f3fa",19,1,50000,1,1,,2,,
"2e6d5474c1e146cea65e257850f6f3fa",4,1,1500,1,1,,2,,
"2e6d5474c1e146cea65e257850f6f3fa",8,1,5000,1,1,,2,,
"2e6d5474c1e146cea65e257850f6f3fa",1,4,15000,4,1,,2,,
"2eb55270221e45f089be88207c3f3140",19,1,70000,0,2,1,,,
"2eb55270221e45f089be88207c3f3140",1,4,20000,4,1,,2,,
"2eb55270221e45f089be88207c3f3140",3,1,5000,1,1,,2,,
"2eb55270221e45f089be88207c3f3140",4,1,5000,1,1,,1,1,0
"2eb976486cfa4f4b992d87c52227a2d3",3,1,2000,1,1,,2,,
"2eb976486cfa4f4b992d87c52227a2d3",22,0,,0,1,,1,1,4000
"2eb976486cfa4f4b992d87c52227a2d3",1,5,15000,5,1,,2,,
"2ec765c0b7cb43888fd93a18a79252dc",1,2,14000,2,1,,1,3,0
"2ec765c0b7cb43888fd93a18a79252dc",12,1,5000,1,1,,2,,
"2ec765c0b7cb43888fd93a18a79252dc",14,1,300000,1,1,,2,,
"2ec765c0b7cb43888fd93a18a79252dc",3,1,3000,1,1,,2,,
"2ee24a84680e4852af8da664df0fd0e9",4,1,6000,1,1,,2,,
"2ee24a84680e4852af8da664df0fd0e9",3,2,8000,2,1,,2,,
"2ee24a84680e4852af8da664df0fd0e9",1,5,35000,5,1,,2,,
"2ef4b34470ea4fafa4597f2756aeec99",22,1,12000,1,1,,2,,
"2ef4b34470ea4fafa4597f2756aeec99",3,0,,0,1,,1,1,3000
"2ef4b34470ea4fafa4597f2756aeec99",1,3,30000,1,1,,2,,
"2ef4b34470ea4fafa4597f2756aeec99",14,0,,0,1,,1,2,40000
"2f08af1f0ac64ea398e23755ad050e37",3,1,6000,1,1,,2,,
"2f08af1f0ac64ea398e23755ad050e37",1,2,16000,2,1,,2,,
"2f1a139a0e0646bc871ff544012d7080",3,2,6000,2,1,,2,,
"2f1a139a0e0646bc871ff544012d7080",8,1,1000,1,1,,2,,
"2f1a139a0e0646bc871ff544012d7080",19,0,,1,1,,1,1,0
"2f1a139a0e0646bc871ff544012d7080",1,2,12000,2,1,,2,,
"2f1a139a0e0646bc871ff544012d7080",12,1,6000,1,1,,2,,
"2f1a139a0e0646bc871ff544012d7080",7,0,,3,1,,2,,
"2f1a7d2120d64757a214842e7a29b673",1,3,12000,3,1,,2,,
"2f1a7d2120d64757a214842e7a29b673",3,1,5000,1,1,,2,,
"2f1a7d2120d64757a214842e7a29b673",14,0,,0,1,,1,2,120000
"2f3a098e58ac41a8b58f0fea74822b1d",1,6,40000,6,1,,2,,
"2f3a098e58ac41a8b58f0fea74822b1d",4,1,4000,1,1,,2,,
"2f3a098e58ac41a8b58f0fea74822b1d",19,0,,0,1,,1,1,0
"2f3a098e58ac41a8b58f0fea74822b1d",3,1,3000,1,1,,2,,
"2f4f8d7f02aa464b85274a488b590a20",1,3,120000,4,1,,2,,
"2f4f8d7f02aa464b85274a488b590a20",4,1,2000,1,1,,2,,
"2f4f8d7f02aa464b85274a488b590a20",3,1,2000,1,1,,2,,
"2f4f8d7f02aa464b85274a488b590a20",12,1,3000,1,1,,2,,
"2f505303b957477282e31e4c430c7c6d",3,1,4000,1,1,,2,,
"2f505303b957477282e31e4c430c7c6d",1,2,10000,2,1,,2,,
"2f505303b957477282e31e4c430c7c6d",9,1,2000,1,1,,2,,
"2f505303b957477282e31e4c430c7c6d",12,1,6000,1,1,,2,,
"2fa2585dfe264e83977557540e1a9787",3,1,5000,1,1,,2,,
"2fa2585dfe264e83977557540e1a9787",12,1,2500,1,1,,2,,
"2fa2585dfe264e83977557540e1a9787",1,2,8000,2,1,,2,,
"2fc576ed347f4e9ba83976297536aa3f",1,2,14000,1,1,,2,,
"2fd28e0b59404b58985133f3f37fb092",4,1,1500,1,1,,2,,
"2fd28e0b59404b58985133f3f37fb092",3,1,3000,2,1,,2,,
"2fd28e0b59404b58985133f3f37fb092",1,4,21000,2,1,,2,,
"2fd28e0b59404b58985133f3f37fb092",22,1,7500,1,1,,2,,
"2ff358bb0be240bb97c66457273a4514",3,2,8000,1,1,,2,,
"3009572514c64bcfaaba2a6af4c2376d",1,2,15000,2,1,,2,,
"3009572514c64bcfaaba2a6af4c2376d",3,1,4000,1,1,,2,,
"301cecb0538f48619a90a678973d6aa7",8,1,2000,1,1,,2,,
"301cecb0538f48619a90a678973d6aa7",1,3,20000,3,1,,1,2,0
"301cecb0538f48619a90a678973d6aa7",13,1,8000,1,1,,2,,
"301cecb0538f48619a90a678973d6aa7",19,1,50000,1,1,,2,,
"301cecb0538f48619a90a678973d6aa7",3,1,8000,1,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",19,1,40000,1,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",1,4,27000,3,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",8,1,2500,1,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",3,2,4000,2,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",4,1,2500,1,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",13,1,3000,1,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",12,1,3500,1,1,,2,,
"302d669d9ffa453a9fd5be6bb5989925",5,1,70000,1,1,,2,,
"3042131caccc4771a12bda52c059e81c",3,1,3500,1,1,,2,,
"3042131caccc4771a12bda52c059e81c",1,3,13000,2,1,,2,,
"3042131caccc4771a12bda52c059e81c",12,1,8000,0,1,,2,,
"3073111fdc9f45b98627887d8c05519e",1,2,16000,2,1,,2,,
"3073111fdc9f45b98627887d8c05519e",3,1,3000,1,1,,2,,
"3073111fdc9f45b98627887d8c05519e",8,1,2000,1,1,,2,,
"3081c63384054a30a8a0c91aa76bc95c",12,1,10000,1,1,,2,,
"3081c63384054a30a8a0c91aa76bc95c",8,1,5000,1,1,,2,,
"3081c63384054a30a8a0c91aa76bc95c",19,2,100000,2,1,,2,,
"3081c63384054a30a8a0c91aa76bc95c",20,2,30000,2,1,,2,,
"3081c63384054a30a8a0c91aa76bc95c",3,2,5000,2,1,,2,,
"3081c63384054a30a8a0c91aa76bc95c",1,2,12000,2,1,,2,,
"30943541f74e40a886d71d1405dcd193",1,1,7000,1,1,,2,,
"30943541f74e40a886d71d1405dcd193",3,1,3000,1,1,,2,,
"309a68a1a2c04e2c95fbb5342b4b28ef",1,10,78000,7,1,,2,,
"309a68a1a2c04e2c95fbb5342b4b28ef",3,4,16000,4,1,,2,,
"309a68a1a2c04e2c95fbb5342b4b28ef",19,1,56000,1,1,,2,,
"309a68a1a2c04e2c95fbb5342b4b28ef",8,1,4000,1,1,,2,,
"309a68a1a2c04e2c95fbb5342b4b28ef",12,2,20000,2,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",12,1,15000,1,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",3,2,12000,2,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",7,1,10000,1,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",1,6,36000,6,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",5,1,100000,1,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",4,1,6000,1,1,,2,,
"30b3087b0d5f4ece9cfe1da01f254fe7",19,1,60000,1,1,,2,,
"30b610560a0b481a9d0ae7a8e4a3c811",1,3,30000,3,1,,2,,
"30b610560a0b481a9d0ae7a8e4a3c811",3,1,5000,1,1,,2,,
"30b610560a0b481a9d0ae7a8e4a3c811",4,1,3000,1,1,,2,,
"30c1e400c0c0409ea8d74e2832eeeaf9",4,1,4000,1,1,,2,,
"30c1e400c0c0409ea8d74e2832eeeaf9",3,1,3000,1,1,,2,,
"30c1e400c0c0409ea8d74e2832eeeaf9",1,3,15000,3,1,,2,,
"30c8347ecb774823a55230e9adddb16b",3,0,,0,1,,1,1,0
"30c8347ecb774823a55230e9adddb16b",1,4,20000,4,1,,2,,
"30d225662f9e41d0881be2ede80c5874",3,2,12000,0,1,,2,,
"30d225662f9e41d0881be2ede80c5874",1,7,70000,7,1,,2,,
"30d225662f9e41d0881be2ede80c5874",12,1,5000,1,1,,2,,
"30d7a950af634d458b44fd5d5eb1e2a9",2,0,,0,1,,1,3,60000
"30d7a950af634d458b44fd5d5eb1e2a9",1,3,20000,3,1,,2,,
"30d7a950af634d458b44fd5d5eb1e2a9",3,0,,1,1,,1,2,0
"30e5e2170d65446aa2c2b3c73746527a",1,2,10000,2,1,,2,,
"310b0b2ff59a41afb52ec2eaf10f1af2",1,1,3000,1,1,,2,,
"3125d7938c8a4df099a04c983c4ea29b",14,1,170000,1,1,,2,,
"3125d7938c8a4df099a04c983c4ea29b",7,1,12000,0,1,,2,,
"3125d7938c8a4df099a04c983c4ea29b",3,1,5000,1,1,,2,,
"3125d7938c8a4df099a04c983c4ea29b",1,4,50000,12,1,,2,,
"3125d7938c8a4df099a04c983c4ea29b",4,1,3000,1,1,,2,,
"317e053943374734a1af09e15fdb2515",1,5,30000,5,1,,2,,
"317e053943374734a1af09e15fdb2515",3,2,12000,2,1,,2,,
"31d7468554bd42e2b42353d2a12fd69e",3,1,5000,1,1,,2,,
