"hhid","h9q03a__1","h9q03a__2","h9q03a__3","h9q03a__4","h9q03a__5","h9q03a__7","h9q03a__6","h9q11a","h9q12a","h9q13a","h9q14a","h9q15a","h9q16a"
"1d47e47ac8a2462b95e722667dbf3dc8",2,2,2,2,2,2,2,2,2,2,,2,2
"1d5e4c1f17aa4672b0c6b638b10a58ff",2,2,2,2,2,2,2,2,2,2,,2,2
"1d672eb8ea6c4e6799a9a0c2233645d7",1,2,2,2,2,2,2,2,1,1,1,1,1
"1d67353f483347f1ac53e80407cacb54",2,2,2,2,2,2,2,2,2,2,,2,2
"1d70eacf23834d34b4dda5073d230f29",2,2,2,2,2,2,2,1,2,2,,2,2
"1d7ef5a2fe3f4af59e18768a7e63d24d",2,2,2,2,2,2,2,2,2,2,,2,2
"1da4b5bdf91f4beca8314cd277c6780b",2,2,2,2,2,2,2,2,2,2,,2,2
"1dac5db687b34fd0b60a6254b5f9f850",2,2,2,2,2,2,2,2,2,2,,2,2
"1db04686b9954f1286e0b6fabbb95076",2,2,2,2,2,2,2,2,2,2,,2,2
"1dce683cfa83471eb797fdd419bcf82c",2,2,2,2,2,,2,1,2,1,2,2,2
"1dde61b25fcb4c269b7e1c154b83c159",2,2,2,2,2,2,2,2,2,2,,2,2
"1de1d4ac39ed48d591a6ee08f1902033",2,2,2,2,2,2,2,1,2,1,2,1,2
"1de214e5f7b0487caf7a7911f07b78d7",2,2,2,1,2,2,2,2,2,2,,2,2
"1de671dc290c488296a0d7820017baea",2,2,2,2,2,2,2,2,2,2,,2,2
"1e07ba6b8f1b4dbf9dbc3f54a592ca90",2,2,2,2,2,2,2,1,2,2,,2,2
"1e26b1faac164da2b9f5b1b66004325d",2,2,2,2,2,2,2,2,2,2,,2,2
"1e317ec67a264cf7b0d7a97f0a778424",2,2,2,2,2,2,2,1,2,2,,2,2
"1e5254364a5e4079a8a51db53904c345",2,2,2,2,2,2,2,2,2,2,,2,2
"1e951f7b564247088afe5da99452ba04",1,2,2,2,2,2,2,1,2,1,1,2,2
"1e993a0776ce4f8991d780a3023abc59",2,2,2,2,2,2,2,2,2,2,,2,2
"1ea8b99986f34675838282efe80f50f5",2,2,1,2,2,2,2,1,2,2,,2,2
"1eb0387601424300a1f0f9b1dc3b6c10",2,2,2,2,2,2,2,1,2,1,2,2,2
"1ece1b49d0064ce4898999eeebcadb6f",2,2,2,2,2,2,2,1,2,1,2,1,2
"1ef1bb52e6184972a679f8183203a57e",1,2,2,2,2,2,2,1,2,1,2,2,2
"1f3f5e2ec40a43ca9c47a872f5db02e2",2,2,2,2,2,2,2,2,2,2,,2,2
"1f5b0d10f8e34735b03f51e5c0a08f64",2,2,2,2,2,2,2,2,2,2,,2,2
"1f8d122263974ea08d0fc7d8d83588fe",2,2,2,2,2,2,2,2,2,2,,2,2
"1f8daced52ef48578c8308ef7f0539aa",2,2,2,2,2,2,2,1,2,2,,2,2
"1f9dbd1c79e94b1fb924ed9184539419",2,2,2,2,2,2,2,1,2,1,2,2,2
"1fb6e880414f4ad3a2eaf4215ff6c077",2,2,2,2,2,2,2,1,2,2,,2,2
"1fe4c1318fd54f66b040b4dfb416ef74",2,2,2,2,2,2,2,2,2,2,,2,2
"1feae0aafc18488bb26fd8f058eec380",2,2,2,2,2,2,2,2,2,2,,2,2
"1ff6fe0fb96849cba993a74d731af461",2,2,2,2,2,2,2,2,2,2,,2,2
"20296c93a4814fb9b7219849e175b929",2,2,2,2,2,2,2,1,2,1,2,2,2
"2049a03fbeac4ed0882fe5026f52209d",2,2,2,2,2,2,2,2,2,2,,2,2
"206c7066bf5d4d8da3f744045dabbfe5",2,2,2,2,2,2,2,1,2,2,,2,2
"207816d73e9f4cd6995648165702bdad",2,2,2,2,2,2,2,2,2,2,,2,2
"2086f006420f42e7b9656c177859bc18",2,,2,2,2,2,2,1,2,1,2,1,2
"209a04c63575451587160a703bf718c7",2,2,2,2,2,2,2,1,2,2,,2,2
"20a7447637264ac081b179d69ff666da",2,2,2,2,2,2,2,2,2,2,,2,2
"20c3b302817c417fa16380c32d06362b",2,2,2,2,2,2,2,2,2,2,,2,2
"20d4447171b24acf99c377292747e50d",2,2,2,2,2,2,2,2,2,2,,2,2
"20dab0d44f7d4d1c866c7ba5d226f65b",2,2,2,2,2,2,2,1,2,1,2,1,2
"20dc85914d764218a363309a0e25cef1",2,2,2,2,2,2,2,2,2,2,,2,2
"20ed638ae5df469b886ef8f2727a3a56",2,2,2,2,2,2,2,1,2,1,2,1,2
"20f5ad6fc2a7428086f48a00eef0980b",1,2,2,2,2,2,2,1,2,2,,1,2
"211c7c79c5944a7f92abbeefb202a79e",2,2,2,2,2,2,2,2,2,2,,2,2
"2140c5c82fb2488b8e6036d60d423225",2,2,2,2,2,2,2,2,2,2,,2,2
"21944e9e090548d9a50673fe2601883a",2,2,2,2,2,2,2,1,2,1,2,2,2
"219f2a7d3ec84bada34f1484f4c83d40",2,2,2,2,2,2,2,2,2,2,,2,2
"21a9703d5a584c8a9db2416f2de76485",2,2,2,2,2,1,2,1,1,2,,2,2
"21b135ceacfe44c6b35bfc0710e0060b",2,2,2,2,2,2,2,1,2,2,,2,2
"21b9661e2f1d4176a54808373138ff63",2,2,2,2,2,2,2,2,2,2,,2,2
"21d47202fc3b40a28314cce1f536c864",2,2,2,2,2,2,2,2,2,2,,2,2
"21eb4154ed39408eaeb0ca0f264c67f0",2,2,2,2,2,2,2,2,2,2,,2,2
"21f10611df214254b3541c9eb5c93c13",2,2,2,2,2,2,2,2,2,2,,2,2
"222ddd7beeb6427cac3030800bd3ab80",2,2,2,2,2,2,2,2,2,2,,2,2
"223eaf0efc8f4a89a92e0835945ff65d",2,2,2,2,2,2,2,1,2,2,,2,2
"22468fd5c0654e6fb1c9a07597d232fd",2,2,2,2,2,2,2,2,2,2,,2,2
"224c1dab76684d34bde4139b30cf9aab",2,2,2,2,2,2,2,2,2,2,,2,2
"225ce7a298b74c198057f0d963f53a72",2,2,2,2,2,2,2,2,2,2,,2,2
"226f458fa11e4919a3a22cbece5b1056",2,2,2,2,2,2,2,1,2,1,2,1,2
"228ea02d49594149a81805983d000ce9",2,2,2,2,2,2,2,2,2,2,,2,2
"22e3ffc6fb744497ae61f2b8f386983f",2,2,2,2,2,2,2,2,2,2,,2,2
"22f1abe41cf647788695382514c0e513",2,2,2,2,2,2,2,1,2,1,2,2,2
"23209e24c96541a1af7969ab4c73d35c",2,2,2,2,2,1,2,1,2,2,,2,2
"2322b92bf73247fca54660634e10b4f4",2,2,2,2,2,2,2,2,2,2,,2,2
"2342cd7d1e3d4166aab8918e8555d0d0",2,2,2,2,2,2,1,2,2,2,,2,2
"2342f7a273b3482ca0d6fa0f87a07583",2,2,2,2,2,2,2,2,2,2,,2,2
"2354aa9ee2ae4dc7b1401ec1ea40ac5b",2,2,2,2,2,2,2,2,2,2,,2,2
"236cfc7a73be4fbf961dfe0e1da153f0",2,2,2,2,2,2,2,2,2,2,,2,2
"23825fe7c5d9468fac206ac53bb12e1a",2,2,2,2,2,2,2,2,2,2,,2,2
"23b70f075e54479b95938797c69e4fc0",2,2,2,2,2,2,2,2,2,2,,2,2
"23b89241ac554c5abfa5981a8a7c6d39",2,2,2,2,2,2,2,2,2,2,,2,2
"2415bfb664dd47aa87a7abb041406378",2,2,2,2,2,2,2,2,2,2,,2,2
"2429ea144b6f4c41b194a3e6237278ac",2,2,2,2,2,2,2,2,2,2,,2,2
"242b689ce8ac46a8ad1ac1b4d235ba50",2,2,2,2,2,2,2,1,2,2,,2,2
"2451893ed622478f9ad724cc2eaadfb4",2,2,2,2,2,2,2,1,2,1,2,2,2
"2457c1a0b4fa4876ae3f85c8b2a31dbc",2,2,2,2,2,2,2,1,2,2,,2,2
"246c247a85b54d91bc96fbf0eff7e646",2,2,2,2,2,2,2,2,2,2,,2,2
"24986699bf914802aa52cc82ae3f08ed",2,2,2,2,2,2,2,2,2,2,,2,2
"249c428c330a48f2a07de4ea7142aed5",2,2,2,2,2,2,2,1,2,1,2,1,2
"24a4a03559fd4791a2128a52f24e0435",2,2,2,2,2,2,2,1,2,2,,2,2
"2518fc022fa74be6b43585e877e4accf",2,2,2,2,2,2,2,2,2,2,,2,2
"25433274635a41ac80e8eeb62a694a1a",2,2,2,2,2,2,2,1,2,2,,2,1
"254b5177919248e58082e007fa510e11",2,2,2,2,2,2,2,1,1,2,,2,2
"25723a685ea44c71818d35eca6ec3d87",2,2,2,2,2,2,2,2,2,2,,2,2
"25bca54a351240c7900a48203fade4b4",2,2,2,2,2,2,2,1,2,2,,2,2
"25d8fe84cc5f4da8ad14c7edb29a9ba6",2,2,2,2,2,2,2,1,2,2,,2,2
"25db106efa724efdb5c0420e2bd97944",2,2,2,2,2,2,2,2,2,2,,2,2
"25ef06fd5b5e476592286c005f1f0ef8",2,2,2,2,2,2,2,2,2,2,,2,2
"2628668b68a743a887d2ac87bc06bd7f",2,2,1,2,2,2,2,1,2,2,,2,2
"26336aadad9e4c54a2988382eb410df0",2,2,2,2,2,2,2,1,2,1,2,1,2
"26372ce413f748b98a3b3d1b1ee64608",2,2,2,2,2,2,2,2,2,2,,2,2
"265c4799c1da4a2395c2fc4729c8ef36",2,2,2,2,2,2,2,1,1,1,2,2,2
"2685d3b1b9234db18251e00d64a692ad",2,2,2,2,2,2,2,1,2,1,2,1,2
"269057df6c874f1da1b7d05fd9c2907c",2,2,2,2,2,2,2,2,2,2,,2,2
"26a74b4ae08b47dd8bb32c4f2017a928",2,2,2,2,2,2,2,2,2,2,,2,2
"26c05771d2a0402ca79673bd662a8a43",2,2,2,,2,2,2,1,2,1,2,1,2
"26cdf966ad3d4347a3b64baeba4acc3d",2,2,2,2,2,2,2,1,2,2,,2,2
"271001d8f4724a4e86a7ebfe81ea52bc",2,2,2,2,2,2,2,1,2,2,,2,2
"27152e297a8c4597b78ec2bb9ee0c49d",2,2,2,2,2,2,2,2,2,2,,2,2
"275628d5ba744b6585a7e7b6f5ba8e45",2,2,2,2,2,2,2,2,2,2,,2,2
"2793689c81fe4a66a7cfe86d1b3150f9",2,2,2,2,2,2,2,1,2,2,,2,2
"2799950e3b464fd1b3458b74361da9b9",2,2,2,2,1,2,2,1,2,1,2,1,2
"27a3f77de23c471d9b1e72f05e244cec",2,2,2,2,2,2,2,2,2,2,,2,2
"27b502370a394aa0ae44daede183990c",2,2,2,2,2,2,2,1,2,1,2,1,2
"27c26465f6b24f4b905d7e487640e1cf",2,2,2,2,2,2,2,2,2,2,,2,2
"27deb27ff8c24d329308cc89acb73891",2,2,2,2,2,2,2,2,2,2,,2,2
"281c312bde9647dfb1cf585a93608ee0",2,2,2,2,2,2,2,2,2,2,,2,2
"282cd74076c2438f921c0ccf6160fdfe",2,2,2,2,2,2,2,2,2,2,,2,2
"2888a6c6ce074d8f93c49ae5f7abcc7c",2,2,2,2,2,2,2,2,2,2,,2,2
"28920737d6ee46adb1af0fb12e729fcc",2,2,2,2,2,2,2,2,2,2,,2,2
"28af7e0f8a5848d2a619672b42748bdd",2,2,2,2,2,2,2,2,2,2,,2,2
"28b5dd676913440182de271b1669ac69",2,2,2,2,2,2,2,1,1,1,2,1,2
"28cd2ccd0f144e4c816092654cfc2727",2,2,2,2,2,2,2,2,2,2,,2,2
"28cf2e844e8f4445bf3bfccc02b66b49",2,2,2,2,2,2,2,1,2,2,,2,2
"28cfecdc40fb49b1b9bb757b7bb7626e",2,2,1,2,2,2,2,2,2,2,,2,2
"28d1746496ae4f63975319dc27f41ae4",2,2,2,2,2,2,2,1,2,2,,2,2
"28e152a2974244b19c05b3ce649c4ad5",2,2,2,2,2,2,2,2,2,2,,2,2
"28e84a3ac5994a6e841ea52a5edde060",1,2,2,2,2,2,2,1,1,1,1,1,1
"29289812788e41029ba621c1f9e300fc",2,2,2,2,2,2,2,2,2,2,,2,2
"2951158410a34c3fb286fcd6f5179ddc",2,2,2,2,2,2,2,1,2,1,2,1,2
"299b40786b2c48c9adba592b446d121c",2,2,2,2,,2,2,2,2,2,,2,2
"29a6ed7931bf49a2bfe1f1b80e6e491a",2,2,,2,2,2,2,2,1,1,2,1,2
"29d372b1412b47f8a56376ec4cf28707",2,2,2,2,2,2,2,2,2,2,,2,2
"29dcaae51e0c4eb1af6e61890ed94c84",2,2,2,2,2,2,2,2,2,2,,2,2
"2a144bc68a624f7785191df152117293",2,2,2,2,2,2,2,1,1,1,2,1,2
"2a1f769cb89f47558ef4589a2ff3ac5e",2,2,2,2,2,2,2,2,2,2,,2,2
"2a44b004de2f4686bde1e410c0ab6588",2,2,2,2,2,2,2,1,2,2,,2,2
"2a4a4d639a864da0802b0c7528b8527e",2,2,2,2,2,2,2,2,2,2,,2,2
"2a8596db3d5a4dff968707a60106ca7f",2,2,2,2,2,2,2,1,2,2,,2,2
"2a85bdf4a0974fc28b8cba8aebdb3e94",2,2,2,2,2,2,2,2,2,1,2,2,2
"2a887351ce30434a883317613cfcd74a",2,2,2,2,2,2,2,1,2,2,,2,2
"2abee6b40eee427f9120d72d7042384c",2,2,2,2,2,2,2,2,2,2,,2,2
"2b1b98ad61374253a463d772ee88c4fb",2,2,2,2,2,2,2,2,2,2,,2,2
"2b1dcf8e46814b0d86fa770b4e497071",2,2,2,2,2,2,2,2,2,2,,2,2
"2b400e53b4d8472b98f5f9147db5b084",2,2,2,2,2,2,2,1,2,1,2,1,2
"2b537f6c15e7415f88963d61ebc2486a",2,2,2,2,2,2,2,2,2,2,,2,2
"2b6c76f8194a46f897098ecc94c09088",2,2,2,2,2,2,2,1,2,1,2,2,2
"2b6eb2adc2734720993dcdf13102a524",2,2,2,2,2,2,2,2,2,2,,2,2
"2b71b8e86e624fe7bd1d49b2bf2101fe",2,2,2,2,2,2,2,1,2,1,2,2,2
"2bea05c273944082b1c5fbd6b391e0a8",2,2,2,2,2,2,2,2,2,2,,2,2
"2bfa19f8b88f4d669351633766e628ae",2,2,2,2,2,2,2,2,2,2,,2,2
"2c26585736444489a370ee90f939872c",2,2,2,2,2,2,2,2,2,2,,2,2
"2c560128c0cd46e2ba361fa7df515376",2,2,2,2,2,2,2,1,2,2,,2,2
"2c5fb73501804b39ad74d51b52188688",2,2,2,2,2,2,2,2,2,2,,2,2
"2c67277ecc1b43d8b277ad2a8ed09109",2,2,2,2,2,2,2,2,2,2,,2,2
"2c6ae01abe4748ba8503aa5510c813d5",1,2,2,2,2,2,2,1,1,1,2,1,1
"2c788389ef5042f1bbf453bbce1e82fb",2,2,2,2,2,2,2,2,2,2,,2,2
"2c7a8030ba1443ee83f2412f80843d3b",2,2,2,2,2,2,1,2,2,2,,2,2
"2c99b66b5ed0447781e3823a484a5d6b",2,2,2,2,2,2,2,1,2,2,,2,2
"2cb804b7711d43ba95d3df4f65936505",2,2,2,2,2,2,2,2,2,2,,2,2
"2ccb2dbb24b4411ab872957322c924ba",2,2,2,2,2,2,2,1,2,1,2,2,2
"2cd3e8dd3996444786090cdb6dde6914",2,2,2,2,2,2,2,1,2,1,2,1,2
"2d046279a8c649f1ac617159ae75b191",2,2,2,2,2,2,2,1,2,2,,2,2
"2d07bab4be684daa86e60cac02094012",2,2,2,2,2,2,2,2,2,2,,2,2
"2d1032055a2b43c6ae7d38ec2aacf301",2,2,2,2,2,2,2,1,2,1,2,2,2
"2d14ac0f77fe4f4f9da392eaa4c1c155",2,2,2,2,2,2,2,1,2,2,,2,2
"2d380a13be4645bf9037ffe8ba12ee18",2,2,2,2,2,2,2,2,2,2,,2,2
"2d3a68f349084c0e9cb37611f20112f0",2,2,2,2,2,2,2,1,2,1,2,1,2
"2d683a86b3e247ed8e8d9c59c8dba618",2,2,2,2,2,2,2,1,2,2,,2,1
"2d7073406afa4cdcb09254fbfb1212e2",2,2,2,2,2,2,2,1,2,1,2,1,2
"2d7be721effb4608a669a2f7bcf83acd",2,2,2,2,2,2,2,2,2,2,,2,2
"2d960783a5b049c782e95da6a18838c8",2,2,2,2,2,2,2,1,2,2,,2,2
"2da5204de266443b8b04628888383c5f",2,2,2,2,2,2,2,2,2,2,,2,2
"2da7d0700b344400bedff350462b9339",2,2,2,2,2,2,2,1,2,2,,2,2
"2db5794700a442ada4dacc58fbefc9ca",2,2,2,2,2,2,2,2,2,2,,2,2
"2dd973cdd68e4aebb9022299bb510b2d",2,2,2,2,2,2,2,2,2,2,,2,2
"2dec332ec9804d0c99abf514cc1ac2ae",2,2,2,2,2,2,2,1,2,2,,2,2
"2e0d1e0be385438b985f3cc71a95d5e9",2,2,2,2,2,2,2,2,2,2,,2,2
"2e1a8d093a4949cf926905e415f3a464",2,2,2,2,2,2,2,1,2,2,,2,2
"2e24a9f67c484ace96e7b4801f273a95",2,2,2,2,2,2,2,2,2,2,,2,2
"2e3d46d854754424a951d6c3a4cb46bf",2,2,2,2,2,2,2,2,2,2,,2,2
"2e51386a842c4e8fb28678dcb527c9f1",2,2,2,2,2,2,2,1,2,2,,2,2
"2e52712b6bed4118b543e6d8488ee019",2,2,2,2,2,2,2,2,2,1,2,2,2
"2e54cfca53094a08aedf362218eb519a",2,2,2,2,2,2,2,2,2,2,,2,2
"2e5c1262075443d0918c0c698680721f",1,2,2,2,2,2,2,1,1,1,1,1,1
"2e6d5474c1e146cea65e257850f6f3fa",2,2,2,2,2,2,2,2,2,2,,2,2
"2eb55270221e45f089be88207c3f3140",2,2,2,2,2,2,2,2,2,2,,2,2
"2eb976486cfa4f4b992d87c52227a2d3",2,2,2,2,2,2,2,2,2,2,,2,2
"2ec765c0b7cb43888fd93a18a79252dc",2,2,2,2,2,2,2,1,2,1,2,2,2
"2ee24a84680e4852af8da664df0fd0e9",2,2,2,2,2,2,2,1,2,2,,2,2
"2ef4b34470ea4fafa4597f2756aeec99",2,2,2,2,2,2,2,1,2,1,2,1,2
"2f08af1f0ac64ea398e23755ad050e37",2,2,2,2,2,2,2,2,2,2,,2,2
"2f1a139a0e0646bc871ff544012d7080",2,2,2,2,2,2,2,2,2,2,,2,2
"2f1a7d2120d64757a214842e7a29b673",2,2,2,2,2,2,2,2,2,2,,2,2
"2f3a098e58ac41a8b58f0fea74822b1d",2,2,2,2,2,2,2,1,2,2,,2,2
"2f4f8d7f02aa464b85274a488b590a20",2,2,2,2,2,2,2,2,2,2,,2,2
"2f505303b957477282e31e4c430c7c6d",2,2,2,2,2,1,2,2,2,2,,2,2
"2fa2585dfe264e83977557540e1a9787",2,2,2,2,2,2,2,1,2,2,,2,2
"2fc576ed347f4e9ba83976297536aa3f",2,2,2,2,2,2,2,2,2,2,,2,2
"2fd28e0b59404b58985133f3f37fb092",2,2,2,2,2,2,2,2,2,2,,2,2
"2ff358bb0be240bb97c66457273a4514",2,2,2,2,2,2,2,2,2,2,,2,2
"3009572514c64bcfaaba2a6af4c2376d",2,2,2,2,2,2,2,2,2,2,,2,2
"301cecb0538f48619a90a678973d6aa7",2,2,2,2,2,2,2,2,2,2,,2,2
"302d669d9ffa453a9fd5be6bb5989925",2,2,2,2,2,2,2,2,2,2,,2,2
"3042131caccc4771a12bda52c059e81c",2,2,2,2,2,2,2,1,2,1,2,2,2
"3073111fdc9f45b98627887d8c05519e",2,2,2,2,2,2,2,2,2,2,,2,2
"3081c63384054a30a8a0c91aa76bc95c",2,2,2,2,2,2,2,2,2,2,,2,2
"30943541f74e40a886d71d1405dcd193",2,2,,2,2,2,2,1,2,2,,2,2
"309a68a1a2c04e2c95fbb5342b4b28ef",2,2,2,2,2,2,2,1,2,1,2,2,2
"30b3087b0d5f4ece9cfe1da01f254fe7",2,2,2,2,2,2,2,1,1,1,2,1,1
"30b610560a0b481a9d0ae7a8e4a3c811",2,2,2,2,2,2,2,2,2,2,,2,2
"30c1e400c0c0409ea8d74e2832eeeaf9",2,2,2,2,2,2,2,1,2,2,,2,2
"30c8347ecb774823a55230e9adddb16b",2,2,2,2,2,2,2,1,2,2,,2,2
"30d225662f9e41d0881be2ede80c5874",2,2,2,2,2,2,2,2,2,2,,2,2
"30d7a950af634d458b44fd5d5eb1e2a9",2,2,2,2,2,2,2,1,2,1,2,2,2
"30e5e2170d65446aa2c2b3c73746527a",2,2,2,2,2,2,2,2,2,2,,2,2
"310b0b2ff59a41afb52ec2eaf10f1af2",2,2,2,2,2,2,2,1,2,2,,2,2
"3125d7938c8a4df099a04c983c4ea29b",2,1,2,2,2,2,2,2,2,2,,2,2
"317e053943374734a1af09e15fdb2515",2,2,2,2,2,2,2,2,2,2,,2,2
"31d7468554bd42e2b42353d2a12fd69e",2,2,2,2,2,2,2,2,2,2,,2,2
"31dfcc57039b4ac2a94a8baa379d1386",2,2,2,2,2,2,2,2,2,2,,2,2
"31e22abbb2994739990c351e46c36d26",2,2,2,2,2,2,2,2,2,2,,2,2
"31e37fcc07a4475bbdd01ea298245c51",2,2,2,2,2,2,2,2,2,2,,2,2
"31fa83987d9a417c88f912a27ead6a77",2,2,2,2,2,2,2,2,2,2,,2,2
"32007359bef14db0907c3dfd41a7b264",2,2,2,2,2,2,2,1,2,1,2,2,2
"32210d6225b24aebbbf8f61bf555e553",2,2,2,2,2,2,2,2,2,2,,2,2
"323b8b8c7a6d433a99e59d4225b54135",2,2,2,2,2,2,2,2,2,2,,2,2
"32821b223bf54700b647896533ee9104",2,2,2,2,2,2,2,1,2,1,2,2,2
"32afbe44aa4e466c96a5a5458bafa4ea",2,2,2,2,2,2,2,2,2,2,,2,2
"32b0123765e54aa8b51604a1eac56758",2,2,2,2,2,2,2,1,2,2,,2,2
"32e6bcbfd8754a888300f4d94e122d08",2,2,2,2,2,2,2,2,2,2,,2,2
"3320ef7c916142e5a2bbdc984aa4cf16",2,2,2,2,2,2,2,2,2,2,,2,2
"332c00b7723640bcbd3b0df2af03f4fa",2,2,2,2,2,2,2,2,2,2,,2,2
"334dee6018014ebdb7c4c7146257e28a",2,2,2,2,2,2,2,2,2,2,,2,2
"335fe1ef7c6546b3bf933b4aa1da6134",2,2,2,2,2,2,2,1,2,2,,2,2
"33746ce25d4546f8a9f283f1c44c6575",2,2,2,2,2,2,2,1,2,2,,2,2
"33960cb846dd4bfd891338e0eb1e2945",2,2,2,2,2,2,1,1,1,1,1,1,1
"3399544d202a4a1b8d5df7a165d44731",2,2,2,2,2,2,2,1,2,2,,2,2
"339af980ba28466788f81b4308328dd0",2,2,2,2,2,2,2,2,2,2,,2,2
"33a3fafffb4a474fb4621d9ae24c52b6",2,2,2,2,2,2,2,2,2,2,,2,2
"33b5a266a16b4b71b035bcf5479463a6",2,2,2,2,2,2,2,1,2,1,2,1,2
"33de788ba20149f1bb6f9c12cebdf074",2,2,2,2,2,2,2,1,2,1,2,2,2
"33f56acd52c4423984085f4eb6bf4ad1",2,2,2,2,2,2,2,2,2,2,,2,2
"33fb9c9f14a043efa04e7daa663430a7",2,2,2,2,2,2,2,2,2,2,,2,2
"340d75744e9d4eb8aadee885ff324a78",2,2,2,2,2,2,2,1,2,2,,2,2
"340f7d1cd070433289233c47135b8390",2,2,2,2,2,2,2,2,2,2,,2,2
"34561220900b4fab84870a14380fb720",2,2,2,2,2,2,2,2,2,2,,2,2
"34663816318b489b9e6a944d093bca40",2,2,2,2,2,2,2,2,2,2,,2,2
"3482382222f14ecd8914d2bea0b543d5",2,2,2,2,2,2,2,1,2,2,,2,2
"348cf466da0f48858cd15d49fb4159e5",2,2,2,2,2,2,2,2,2,2,,2,2
"34a43e3984a24d5dbbc6cad6c04b692a",2,2,2,2,2,2,2,1,2,2,,2,2
"34d21965473246159336463c8a6ed1d9",2,2,2,2,2,2,2,1,2,2,,2,2
"351ff4e6c63b4f46bfe6f61bf100ba4f",2,2,2,2,2,2,2,2,2,2,,2,2
"3529bff813494ad695f22dabccaaa137",2,2,2,2,2,2,2,2,2,2,,2,2
"354a41485b2b464fb33495af6e8cf9aa",2,2,2,2,2,1,2,2,2,2,,2,2
"355bd9f88cba4233ba35e4af6cd99085",2,2,2,2,2,2,2,2,2,2,,2,1
"357decf44a614ba1a851b036ffc037ab",2,2,2,2,2,2,2,2,2,1,2,2,2
"35bacdafacd449aea2cf4a9cbb0315a1",2,2,2,2,2,2,2,2,2,2,,2,2
"35f31e253bb147cba3c1ba28825c2c38",2,2,2,2,2,2,2,2,2,2,,2,2
"361db5497c524c4fab8063f627314604",2,2,2,2,2,2,2,1,2,1,2,2,2
"3631ba7632f147949d4db44588d39442",2,2,2,2,2,1,2,1,1,1,2,1,2
"36350959a38d46159a938020fd413b28",2,2,2,2,2,2,2,2,2,2,,2,2
"36386237ed3b4607b384a88bbf8c5ad2",2,2,2,2,2,2,2,2,2,2,,2,2
"3656b29d648c4432b1c273546093da60",2,2,2,2,2,2,2,2,2,2,,2,2
"365d8c351f3c45f282562a983ef70d6e",2,2,2,2,2,2,2,1,2,1,2,1,1
"367c2cf298dd45f9bce503b87ffeca1f",2,2,2,2,2,2,2,2,2,2,,2,2
"367e34a2fdf14986b45290581d0cb347",2,2,2,2,2,2,2,2,2,2,,2,2
"36908497431a4492a6666712b94073cf",2,2,2,2,2,2,2,2,2,2,,2,2
"36992f498601434baac9c51a693c27d8",2,2,2,2,2,2,2,1,2,1,2,2,2
"36b1194afa2a46889b315a883249769f",2,2,2,2,2,2,2,2,2,2,,2,2
"36ba58f19ad54b59a05e45c5d094e134",2,2,2,2,2,2,2,2,2,2,,2,2
"36df16dfcb5d480481578b031402dbd3",2,2,2,2,2,2,2,1,2,2,,2,2
"36e81608b34e4e338d21b0a091c58690",2,2,2,2,2,2,2,2,2,2,,2,2
"36ec3db7c4504589923f5c7e151f56b2",2,2,2,2,2,2,2,1,2,2,,2,2
"36f41d8c2fee42f18787fc4ae9c8ff91",2,2,2,2,2,2,2,1,2,1,2,2,2
"372c6c08f26647e4844a6fc84cf19cb7",2,2,2,2,2,2,2,2,2,2,,2,2
"375d654f122349fab11f65375f417a2d",2,2,2,2,2,2,2,1,2,2,,2,2
"37b70f60adc947949a9b765afb45d71f",2,2,,2,2,2,2,2,2,2,,2,2
"37c65147f7534277984447a500ea7c3c",2,2,2,2,2,2,2,2,2,2,,2,2
"37cd7a15e3294dc29c63e8bb05955312",2,2,2,2,2,2,2,2,2,2,,2,2
"37d88558c2b245a7a9a8671e5f9e4e5a",2,2,2,2,2,2,2,1,2,2,,2,2
"383f1f35d733452680d14c49bd6290d5",2,2,2,2,2,2,2,1,2,1,2,1,2
"385c5482217b40a199727bec715a9e66",2,2,2,2,2,2,2,2,2,2,,2,2
"387e2859c6e74ac58fec4dc574402a93",2,2,2,2,2,2,2,2,2,2,,2,2
"3887675cbba3418b9c062ad75bcea674",2,2,2,2,2,2,2,2,2,2,,2,1
"38984cec828a4de78f533ed47c29c79e",2,2,2,2,2,2,2,2,2,2,,2,2
"38aeb51580f7486899b2edd59a8856dd",2,2,2,2,2,2,2,2,2,2,,2,2
"38c6499533984b3c8669e1caa56d0c3d",2,2,2,2,2,2,2,2,2,2,,2,2
"38e3bc6e1b4d4d6cbed1b5cf4a12d120",2,2,2,2,2,2,2,2,2,2,,2,2
"38e42260a4f9434191c9cd107ae83149",2,2,2,2,2,2,2,2,2,2,,2,2
"38f7d51ab573407b9e3d5f63cd6776c6",2,2,2,2,2,2,2,2,2,2,,2,2
"39b2071f3f034d3c8d7273948184cd21",2,2,2,2,2,2,2,2,2,2,,2,2
"39e4ac0ffa65481e8e24d190c2c92667",2,2,2,2,2,2,2,1,2,1,2,2,2
"39fcb45731cc41428ec88383475be20f",2,2,2,2,2,2,2,2,2,2,,2,2
"3a1c90799ac7460cb96e3c52b2c5182d",2,2,2,2,2,2,2,2,2,2,,2,2
"3a2240c1b88c480e8ad5f761daa701da",2,2,2,2,2,2,2,2,2,2,,2,2
"3a68ac8a10ff4c3c859ead75990cc409",2,2,2,2,2,2,2,2,2,2,,2,1
