"hhid","parcelID","pltid","cropID","s5aq05_1","s5aq05_2","harvest","s5aq06b_1","s5aq06a_1","s5aq06c_1","s5aq06d_1","s5aq06e_1","s5aq06e_1_1","s5aq06f_1","s5aq06f_1_1","s5aq06a_1_1","s5aq06a_2_1","s5aq06a3_1","s5aq06a4_1","s5aq07a_1","s5aq07b_1","s5aq07c_1","s5aq08_1","s5aq09_1","s5aq10_1","s5aq11e_1","s5aq11f_1","s5aq11g_1","s5aq11h_1","s5aq12_1","s5aq13_1","s5aq14a_1","s5aq14b_1","s5aq15_1","s5aq16_1","s5aq17_1","s5aq18_1","s5aq19_1","s5aq20_1","s5aq21_1","s5aq22_1","s5aq23a_1","s5aq23b_1","s5aq06b_2","s5aq06a_2","s5aq06c_2","s5aq06d_2","s5aq06e_2","s5aq06e_1_2","s5aq06f_2","s5aq06f_1_2","s5aq06a_1_2","s5aq06a_2_2","s5aq06a3_2","s5aq06a4_2","s5aq07a_2","s5aq07b_2","s5aq07c_2","s5aq08_2","s5aq09_2","s5aq10_2","s5aq11e_2","s5aq11f_2","s5aq11g_2","s5aq11h_2","s5aq12_2","s5aq13_2","s5aq14a_2","s5aq14b_2","s5aq15_2","s5aq16_2","s5aq17_2","s5aq18_2","s5aq19_2","s5aq20_2","s5aq21_2","s5aq23a_2","s5aq23b_2","harvest1","s5aq06b_11","s5aq06a_11","s5aq06c_11","s5aq06d_11","s5aq06e_11","s5aq06e_1_11","s5aq06f_11","s5aq06f_1_11","s5aq06a_1_11","s5aq06a_2_11","s5aq06a3_11","s5aq06a4_11","s5aq07a_11","s5aq07b_11","s5aq07c_11","s5aq08_11","s5aq09_11","s5aq10_11","s5aq11e_11","s5aq11f_11","s5aq11g_11","s5aq11h_11","s5aq12_11","s5aq13_11","s5aq14a_11","s5aq14b_11","s5aq15_11","s5aq16_11","s5aq17_11","s5aq18_11","s5aq19_11","s5aq20_11","s5aq21_11","s5aq22_11","s5aq23a_11","s5aq23b_11","s5aq06b_21","s5aq06a_21","s5aq06c_21","s5aq06d_21","s5aq06e_21","s5aq06e_1_21","s5aq06f_21","s5aq06f_1_21","s5aq06a_1_21","s5aq06a_2_21","s5aq06a3_21","s5aq06a4_21","s5aq07a_21","s5aq07b_21","s5aq07c_21","s5aq08_21","s5aq09_21","s5aq10_21","s5aq11e_21","s5aq11f_21","s5aq11g_21","s5aq11h_21","s5aq12_21","s5aq13_21","s5aq14a_21","s5aq14b_21","s5aq15_21","s5aq16_21","s5aq17_21","s5aq18_21","s5aq19_21","s5aq20_21","s5aq21_21","s5aq23a_21","s5aq23b_21"
"3da46d5c723b41c4955297d1571c3c9a",2,3,210,1,2,1,22,5,24,15,10,2018,11,2018,2,,1,6,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,1,120,45,,12,2018,12,2018,2,,1,6,80,45,1,128000,2,0,2,,1,6,0,30,0,0,10,0,,6,2,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3da46d5c723b41c4955297d1571c3c9a",2,4,620,1,2,1,10,11,20,100,10,2018,2,2019,2,,1,6,0,,,,,,,,,,0,11,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df5a1a45d6c4d7883dc3d002178db41",1,1,130,1,2,1,10,0.2,13,100,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,0.2,0,0,0,0,,6,2,,0,,3,,1,15,13,,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,15,0,0,0,0,,4,1,4,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df5a1a45d6c4d7883dc3d002178db41",1,1,210,1,2,1,22,1,24,10,10,2018,10,2018,1,1,,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,1,10,45,,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,10,0,0,0,0,,4,1,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df5a1a45d6c4d7883dc3d002178db41",2,1,210,1,2,1,22,1,24,10,10,2018,10,2018,1,1,,,0,,,,,,,,,,0.5,0.5,0,0,0,0,,6,2,,0,,3,,22,2,45,15,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,1,0,0,1,0,,4,1,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df5a1a45d6c4d7883dc3d002178db41",2,1,130,1,2,1,10,0.5,23,100,11,2018,11,2018,1,1,,,0,,,,,,,,,,0.3,0.2,0,0,0,0,,6,2,,0,,3,,1,100,45,,12,2018,12,2018,1,1,,,0,,,,,,,,,,20,30,0,0,20,0,,4,1,4,30,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df762b88c104fceac94e41661800423",2,1,630,1,2,1,10,4,20,100,11,2019,12,2019,2,,1,2,1.5,20,10,144000,2,0,2,,1,2,0,2,0,0,0,0,,2,1,4,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",1,1,811,1,2,1,1,150,24,1,8,2018,12,2018,1,1,,,150,24,1,150000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",1,1,741,1,2,1,68,8,20,17,7,2018,12,2018,1,1,,,8,20,68,80000,4,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,69,25,20,6,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,25,0,0,0,0,,6,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",1,2,620,1,2,1,10,2,20,135,12,2018,4,2019,1,1,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",1,2,630,1,2,1,10,3.5,20,130,6,2019,8,2019,1,1,,,0,,,,,,,,,,1,2.5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",2,1,210,1,2,1,90,12,24,2.5,11,2018,12,2018,1,2,,,0,,,,,,,,,,2,10,0,0,0,0,,6,2,,0,,3,,1,100,45,,12,2018,12,2018,1,2,,,0,,,,,,,,,,20,60,0,0,20,0,,6,1,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",2,1,130,1,2,1,1,100,45,100,1,2019,1,2019,1,2,,,0,,,,,,,,,,0,100,0,0,0,0,,4,1,4,0,,2,,39,15,22,6,12,2018,12,2018,1,2,,,0,,,,,,,,,,1,14,0,0,0,0,,6,2,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",2,2,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",2,2,620,1,2,1,10,4,20,130,2,2019,7,2019,1,2,,,0,,,,,,,,,,1,3,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",2,3,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",2,3,310,1,2,1,10,2,42,70,1,2019,1,2019,1,2,,,0,,,,,,,,,,0.5,1.25,0,0,0.25,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e0a5363f85f49cc9414cc3ac3b5ade6",1,1,210,2,2,1,1,30,45,1,9,2018,9,2018,2,,1,2,0,,,,,,,,,,0,25,0,0,5,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e0a5363f85f49cc9414cc3ac3b5ade6",1,1,741,2,2,1,68,9,20,13,7,2018,12,2018,2,,1,2,0,,,,,,,,,,0,9,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e22334e29d144389bec0c64da244c9d",1,1,210,1,2,1,37,6,24,18,11,2018,12,2018,1,1,,,0,,,,,,,,,,0,6,0,0,0,0,,6,2,,0,,2,,10,2,45,100,12,2018,12,2018,1,1,,,1,45,10,200000,2,0,1,1,,,0,0.75,0,0,0.25,0,,4,2,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e22334e29d144389bec0c64da244c9d",1,1,130,6,2,1,37,3,23,15,12,2018,1,2019,1,1,,,0,,,,,,,,,,1,2,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e22334e29d144389bec0c64da244c9d",2,1,812,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e22334e29d144389bec0c64da244c9d",2,1,741,6,2,1,68,120,20,20,7,2018,12,2018,1,1,,,60,20,68,360000,2,0,1,6,,,0,60,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3473ea731e4edf9fee930189fa68e0",1,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3473ea731e4edf9fee930189fa68e0",1,1,741,2,2,1,68,80,20,8,7,2018,12,2018,2,,2,,60,20,68,500000,2,0,2,,2,,0,20,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3473ea731e4edf9fee930189fa68e0",1,2,620,2,2,1,10,2,22,130,11,2018,4,2019,1,2,,,1.5,22,10,300000,2,0,2,,2,,0,0.5,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3473ea731e4edf9fee930189fa68e0",1,3,130,2,2,1,10,5,20,130,11,2018,11,2018,2,,2,,5,20,10,400000,2,0,2,,2,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3473ea731e4edf9fee930189fa68e0",1,3,210,2,2,1,20,3,35,30,12,2018,12,2018,2,,2,,0,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3d33563d904daf905accfd002fc873",2,1,630,2,2,1,10,3.5,20,120,12,2018,4,2019,2,,1,2,0,,,,,,,,,,0,3.5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e585de4d95e4b06be8f7a11274483c3",1,1,130,1,2,1,9,4,33,102,12,2018,12,2018,2,,1,4,4,33,10,250000,4,0,2,,1,4,0,0,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e585de4d95e4b06be8f7a11274483c3",2,1,320,1,2,1,9,1.5,44,102,12,2018,12,2018,2,,1,4,1,44,10,150000,2,0,2,,1,4,0,0,0,0,0.5,0,,4,2,,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e585de4d95e4b06be8f7a11274483c3",2,2,130,1,2,1,9,1,33,95,12,2018,12,2018,2,,1,4,1,33,9,50000,4,0,2,,1,4,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e585de4d95e4b06be8f7a11274483c3",3,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e7e8b3de8784bb9b765f4c7752b6ded",1,1,620,1,2,1,10,2,20,100,1,2019,3,2019,1,1,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e7e8b3de8784bb9b765f4c7752b6ded",1,2,210,1,2,1,22,3,24,15,10,2018,11,2018,1,1,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e7e8b3de8784bb9b765f4c7752b6ded",1,2,130,1,2,1,38,3,23,10,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e7e8b3de8784bb9b765f4c7752b6ded",1,2,630,1,2,1,10,3,20,100,11,2018,4,2019,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",1,1,130,1,2,1,9,4,45,120,12,2018,12,2018,1,1,,,3,45,9,288000,2,0,1,1,,,0,1,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",2,1,620,1,2,1,9,4,40,80,1,2019,1,2019,1,1,,,0,,,,,,,,,,0,4,0,0,0,0,,4,2,,0,,2,,9,3,20,120,11,2018,12,2018,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",2,2,150,1,2,1,9,1,45,120,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",3,1,320,1,2,1,1,140,45,1,12,2018,12,2018,1,1,,,140,45,1,120000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",4,1,320,1,2,1,1,240,45,1,12,2018,12,2018,1,1,,,240,45,1,288000,2,0,2,,1,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",4,2,210,1,2,1,1,1.5,45,120,2,2019,2,2019,2,,1,,0.5,45,9,78000,2,0,1,1,,,0,0.75,0,0,0.05,0,,4,2,,0.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ecc6f91ef294895a806e2ad0ad4a979",1,1,630,6,2,1,9,10,20,120,9,2018,3,2019,2,,1,6,0,,,,,,,,,,0,10,0,0,0,0,,96,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ecc6f91ef294895a806e2ad0ad4a979",3,1,340,6,2,1,1,100,45,1,12,2018,12,2018,2,,1,6,15,45,1,40000,2,0,1,6,,,30,55,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,1,811,1,2,1,20,2,44,15,7,2018,12,2018,1,1,,,2,44,20,51000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,1,620,1,2,1,10,2,20,120,12,2018,6,2019,1,1,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,1,741,1,2,1,69,10,20,5,7,2018,12,2018,2,,1,,0,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,1,210,1,2,1,1,1,35,25,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,0.5,0,0,0.5,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,1,130,1,2,1,10,1,43,90,12,2018,12,2018,1,1,,,1,43,10,30000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,2,310,1,2,1,20,3,24,15,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,3,150,1,2,1,20,3,35,30,2,2019,2,2019,1,1,,,0,,,,,,,,,,0,0,2.8,0,0.2,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,1,630,1,2,2,22,2,20,15,5,2019,5,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,20,100,2,2019,6,2019,2,,1,2,2,40,10,110000,2,0,2,,2,,0,0.5,1,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,1,210,1,2,1,22,4,24,15,10,2018,11,2018,2,,1,2,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,38,1,45,10,12,2018,12,2018,2,,1,,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,1,610,1,2,1,37,15,20,20,11,2018,12,2018,2,,1,2,5,20,37,50000,2,0,2,,1,2,0,6,0,0,4,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,1,130,1,2,1,10,1,23,100,11,2018,12,2018,1,1,,,0,,,,,,,,,,0.1,0.9,0,0,0,0,,6,2,,0,,2,,12,1,45,50,1,2019,1,2019,1,1,,,0.4,45,12,6000,4,0,2,,1,2,0,0.4,0,0,0.2,0,,4,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,3,620,1,2,1,22,8,20,15,11,2018,5,2019,2,,1,2,0,,,,,,,,,,0,8,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3efe48fb48db43aa8d97ee037c631a49",1,1,741,1,2,1,68,60,20,12,7,2018,12,2018,1,1,,,30,20,68,150000,3,0,1,1,,,0,30,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3efe48fb48db43aa8d97ee037c631a49",1,1,210,1,2,1,22,1,14,10,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,4,22,2,45,20,12,2018,12,2018,1,1,,,1,14,22,30000,3,0,1,1,,,0,0.5,0,0,0.5,0,,6,2,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3efe48fb48db43aa8d97ee037c631a49",1,1,812,1,2,1,22,12,24,20,9,2018,11,2018,1,1,,,12,24,22,180000,3,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
