"hhid","ALiveStock_Small_ID","s6bq01","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"3e0a5363f85f49cc9414cc3ac3b5ade6",18,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,3,1
"3ecc6f91ef294895a806e2ad0ad4a979",19,1,2,6,,6,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"3ecc6f91ef294895a806e2ad0ad4a979",18,1,1,6,,6,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"3ed06d7bcb174096be332af22154cc3d",22,1,2,1,,1,,1,0,,,1,0,0,0,0,0,1,2,50000,0,,0,1,,2
"3ee43e751a664d1abe9b26f5977c9a34",22,1,1,1,2,1,2,2,0,,,3,0,0,0,0,0,0,1,45000,3,70000,0,1,,1
"3ee43e751a664d1abe9b26f5977c9a34",19,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,1
"3f16925db6ec40a68bc46dbed4690021",19,1,3,1,3,1,3,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"3f16925db6ec40a68bc46dbed4690021",18,1,2,1,3,1,3,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"3f16925db6ec40a68bc46dbed4690021",22,1,8,1,3,1,3,2,0,,,5,5,0,0,0,0,0,0,,2,50000,0,1,,2
"3f1fed9c23804aec908748de089f1c93",19,1,3,1,,1,,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"3f36b6cbcf534a88b49d9f3845f65470",21,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"3f36b6cbcf534a88b49d9f3845f65470",20,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,80000,0,,0,1,,1
"3f6bbcf02a1149a484cc0f0f663c54db",19,1,2,1,2,1,2,2,0,,,6,0,0,0,0,0,0,0,,0,,4,1,5,1
"3f6bbcf02a1149a484cc0f0f663c54db",22,1,2,1,2,1,2,2,0,,,7,0,0,2,0,0,0,0,,7,130000,0,1,4,1
"3faac7a8055f474aa18fdf125ad42647",19,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"3fb589b011234546a95fe2566db38f45",18,1,2,1,10,1,10,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"3fb589b011234546a95fe2566db38f45",22,1,0,,,,,,0,,,3,0,0,0,0,0,2,0,,1,110000,0,1,6,2
"3fb589b011234546a95fe2566db38f45",20,1,1,1,10,1,10,2,0,,,0,0,0,0,0,0,0,1,50000,0,,0,6,1,1
"3fb589b011234546a95fe2566db38f45",19,1,3,1,10,1,10,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"3fb589b011234546a95fe2566db38f45",21,1,3,1,10,1,10,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"3fbd6d8a4c1243419054224b9f0f1d37",19,1,0,,,,,,0,,,1,0,0,0,0,1,0,0,,0,,0,1,,2
"3fd41609787344f0801c2918325cd45c",19,1,3,1,10,2,10,2,0,,,4,0,0,0,0,0,0,0,,1,100000,0,1,,1
"3fe4eda5aca04a948d595361c0295e7c",18,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"3fe4eda5aca04a948d595361c0295e7c",19,1,2,1,,1,,2,0,,,4,0,0,0,0,0,0,0,,2,50000,0,5,1,1
"3ff160f46a3b4671aa196dc42d96549a",18,1,1,1,2,1,2,1,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"3ff160f46a3b4671aa196dc42d96549a",19,1,3,1,2,1,2,1,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"404f42d0f05b4d0e8df57aa28868b6d7",19,1,7,1,,1,,2,0,,,9,2,0,0,3,0,1,0,,0,,0,1,,1
"404f42d0f05b4d0e8df57aa28868b6d7",18,1,2,1,,1,,1,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"40665c26f6a74711bca1c113a79fabea",19,1,2,13,,13,,2,0,,,4,0,0,0,0,0,0,0,,2,200000,0,1,5,2
"40665c26f6a74711bca1c113a79fabea",18,1,2,13,,13,,2,0,,,3,0,0,0,0,0,0,0,,1,200000,0,1,5,2
"40a59212572e4dbf924c2e6d751031bd",19,1,3,1,,1,,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"40a59212572e4dbf924c2e6d751031bd",18,1,1,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,1,100000,0,1,,1
"40a695dff6b14a9aac1f00d57fdcf00a",19,1,7,1,,1,,2,0,,,6,3,0,0,0,0,0,0,,2,70000,0,1,,1
"40a695dff6b14a9aac1f00d57fdcf00a",18,1,1,1,,3,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"40bd45903364468c931cc28af39f5064",19,1,1,1,2,2,5,2,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,2
"41161a7161a7457b84a221d17c13782c",22,1,2,1,,1,,1,0,,,0,0,0,0,0,0,0,2,40000,0,,0,1,,2
"4148c3c43e0944e0b8f708379e23070e",22,1,2,,,,,2,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,5,1
"4148c3c43e0944e0b8f708379e23070e",19,1,3,,,,,2,0,,,2,2,0,0,0,0,0,0,,1,150000,0,1,,1
"419aeb8cf20b477ab14959fed173ed47",18,1,10,1,2,1,2,2,10,1,2,8,3,0,0,0,0,0,0,,0,,1,1,4,2
"419aeb8cf20b477ab14959fed173ed47",19,1,33,1,2,1,2,2,0,,,30,3,0,0,0,0,0,0,,0,,0,1,4,1
"41a071f11f70493d95c79e97cdfedc25",22,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"41a071f11f70493d95c79e97cdfedc25",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"41ba424b666041cda63b370a2a903878",18,1,2,,,,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"41ba424b666041cda63b370a2a903878",19,1,1,,,,,2,0,,,6,0,0,0,0,0,0,0,,3,150000,2,1,3,2
"41ba424b666041cda63b370a2a903878",22,1,1,,,,,2,0,,,0,0,0,0,0,0,0,1,40000,0,,0,1,,2
"420c5338635b4d769aa8fc629ac0b51d",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"420c5338635b4d769aa8fc629ac0b51d",19,1,4,1,,1,,2,0,,,4,1,0,0,0,0,0,0,,1,65000,0,1,,1
"4262515bdbe5433c97ca0af8712f6c5a",21,1,1,1,2,2,6,2,0,,,2,0,0,0,0,1,0,0,,0,,0,1,,1
"4262515bdbe5433c97ca0af8712f6c5a",20,1,1,1,,2,6,2,0,,,2,0,0,0,0,1,0,0,,0,,0,1,,1
"42d4c1e7b7984e4790ee7ddae6727a71",17,1,5,1,2,2,,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"42f4799429c6490ebbcd277e13fa744d",18,1,1,5,,1,5,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,,1
"42f4799429c6490ebbcd277e13fa744d",19,1,3,5,,1,5,2,0,,,2,1,0,0,0,0,0,0,,0,,0,6,,1
"43043f77f99e421aaa48b4bd6b4bb7fb",18,1,1,1,4,1,4,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,4,1
"43043f77f99e421aaa48b4bd6b4bb7fb",19,1,2,1,4,1,4,2,0,,,1,1,0,0,0,0,0,0,,0,,0,6,4,1
"431957a3478248aeb6c4637eda5a1ad4",13,1,1,1,,5,6,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"431957a3478248aeb6c4637eda5a1ad4",19,1,7,1,,5,6,1,23,5,6,7,4,0,0,0,4,0,0,,0,,0,1,,1
"431957a3478248aeb6c4637eda5a1ad4",18,1,7,1,,5,6,2,5,5,6,4,4,0,0,0,0,1,0,,0,,0,1,,1
"43392820ec5e41a382f503a3e366dacb",21,1,4,1,2,7,,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,2
"43392820ec5e41a382f503a3e366dacb",18,1,3,1,,7,,2,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,2
"43676e7af3a347c390eb7bc294784dfd",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"43740d64efea4f6f9aae6d98804d35f7",19,1,2,1,,1,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,4,,1
"43740d64efea4f6f9aae6d98804d35f7",18,1,2,1,,1,,1,0,,,0,2,0,0,0,0,0,0,,0,,0,4,1,1
"439470905bc046a3b4ca092ebbb281fc",19,1,3,2,,2,,2,0,,,1,1,0,0,0,0,0,1,280000,0,,0,1,,2
"43bac0bfd7ee426194c740ee447ad4d0",22,,5,1,,1,,2,0,,,1,0,0,0,0,0,0,4,50000,0,,0,1,,1
"43f71a4b91ab4dc5867e722610be922f",17,1,2,5,,5,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,2
"440dd7875bc345c7b08b421faa512592",22,1,2,2,3,2,3,2,0,,,4,0,0,0,0,0,0,0,,2,100000,0,1,5,1
"440dd7875bc345c7b08b421faa512592",19,1,8,2,3,2,3,2,0,,,8,5,0,0,0,0,0,0,,5,100000,0,1,5,1
"44b53ab146424f6b98d26c6bbd52929d",22,1,1,2,,2,,2,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,5,2
"44d4e3fbc0df4168a77b3c996ff96cee",19,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,65000,0,,0,1,,1
"44d8ad0ee1df435dae55f192a03107eb",19,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"4506144f72044672bfaf473fd8295aa8",18,1,2,3,,3,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"4506144f72044672bfaf473fd8295aa8",19,1,3,3,,3,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"451328a22e46469495762214d4b1df10",19,1,11,,,,,2,0,,,9,2,0,0,0,0,0,0,,0,,0,1,6,1
"451328a22e46469495762214d4b1df10",18,1,3,,,,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"4531bc43d3934446bb799695088ca370",19,1,2,1,,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"4531bc43d3934446bb799695088ca370",18,1,4,1,,1,3,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,,2
"454d5c38a5cb4edd82cc8ef5f96e8f12",14,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"454d5c38a5cb4edd82cc8ef5f96e8f12",13,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"45b5acb5476142d7ac20ee5d24095967",18,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"45b5acb5476142d7ac20ee5d24095967",19,1,4,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,2
"465331c0853145f9b55e651ed0ffb548",22,1,1,1,,1,4,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"465331c0853145f9b55e651ed0ffb548",19,1,3,4,,1,4,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"46836522fff147d2a0b75bc94fec4ea2",22,1,4,,,,,2,2,,,0,0,0,0,0,0,0,4,50000,0,,0,1,,2
"468d169cb02c428dbe52324c986418af",18,1,2,1,2,1,2,2,0,,,0,3,0,0,0,0,1,0,,0,,0,1,,1
"468d169cb02c428dbe52324c986418af",19,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"47647c043c6849689d68bbcf10093e2f",22,1,0,,,,,,0,,,1,0,0,0,0,0,1,0,,0,,0,1,6,1
"476ce5bf870d4dff800dff6927e5e10c",22,1,1,1,5,1,5,2,0,,,2,0,0,0,0,0,0,1,60000,2,90000,0,1,5,1
"478c789c61a541fea1929c2a25ebed31",19,1,2,1,,1,3,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"47b6785c87844629b614bf449c244fdf",19,1,2,1,,1,2,2,0,,,1,0,0,0,0,0,0,1,70000,0,,0,5,1,2
"47b6785c87844629b614bf449c244fdf",21,1,6,1,,1,2,2,6,1,2,2,4,0,0,0,0,0,0,,0,,0,5,1,2
"47b6785c87844629b614bf449c244fdf",22,1,5,1,,1,2,2,0,,,10,0,0,0,0,0,5,0,,0,,0,1,5,2
"47bb76556a8b4a88ae1d0b6d3e1d609e",18,1,3,1,,1,,2,0,,,2,1,0,0,0,0,0,0,,0,,0,6,4,1
"47bb76556a8b4a88ae1d0b6d3e1d609e",19,1,4,1,2,1,,1,0,,,2,2,0,0,0,0,0,0,,0,,0,6,4,1
"47dbb99a6fe142329ddabfef5d78d640",18,1,3,1,2,1,2,2,0,,,0,0,0,0,0,0,0,3,140000,0,,0,1,,1
"47dbb99a6fe142329ddabfef5d78d640",19,1,8,1,2,1,2,2,0,,,0,3,0,0,0,0,0,5,0,0,,0,1,,1
"481c37f0ecdf4695b5513244789cf32e",18,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"481c37f0ecdf4695b5513244789cf32e",19,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"485881b6f60a454597da9f4487f31615",22,1,2,1,5,1,5,2,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,3,1
"4864b552d6f54bd7957c946a94ea8f4c",19,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"487985446fde4b70ad526bd6a73c9b65",18,1,1,1,2,1,2,2,0,,,7,0,0,6,0,0,0,0,,0,,0,1,6,1
"4898d4c83547442a8418efb00ae40aaf",19,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"48e3d859a85c4ccd9973f89aaf001129",19,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"48e3d859a85c4ccd9973f89aaf001129",22,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"495f071218774484b56d520ad983b7e8",22,1,5,1,2,1,2,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"496e720d7b67421b8350646ddf9af9f2",18,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"496e720d7b67421b8350646ddf9af9f2",22,1,4,1,2,1,,2,0,,,1,0,0,0,0,0,0,3,50000,0,,0,1,5,1
"496e720d7b67421b8350646ddf9af9f2",19,1,3,1,2,1,2,2,0,,,1,2,0,0,0,0,0,0,,0,,0,1,5,1
"49992cdfc9374a0f92856a892a32e7ef",22,1,3,1,2,1,2,2,0,,,0,0,0,0,0,0,0,3,60000,0,,0,4,1,1
"49992cdfc9374a0f92856a892a32e7ef",19,1,3,1,2,1,2,2,0,,,2,1,0,0,0,0,0,0,,0,,0,4,1,1
"49992cdfc9374a0f92856a892a32e7ef",18,1,3,1,2,1,2,2,0,,,2,1,0,0,0,0,0,0,,0,,0,4,1,1
"49a0ea12aca04db3812c4704772e5186",18,1,1,1,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"49a0ea12aca04db3812c4704772e5186",19,1,2,1,,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"49aee03e5c2f45e1b99b5fc39d809bf6",21,1,4,1,,1,,2,0,,,2,2,0,0,0,0,0,0,,0,,0,5,6,1
"4a1416a4b0874159aff36a5f93191020",19,1,5,1,2,1,2,2,0,,,4,1,0,0,0,0,0,0,,0,,0,6,5,1
"4a1416a4b0874159aff36a5f93191020",18,1,4,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,0,,0,6,5,1
"4a8e3be9296a4254b35b14d36c81c065",20,1,1,1,,,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"4a8e3be9296a4254b35b14d36c81c065",21,1,3,1,,,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,4,2
"4aa7e3e3aa76461eb2006f013c593752",19,1,5,1,2,1,2,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,1
"4aa7e3e3aa76461eb2006f013c593752",18,1,0,,,,,,0,,,4,0,0,0,0,0,0,0,,4,70000,0,1,,1
"4ae5806130cc4430bcbb1432f94d183c",20,1,1,1,,1,,2,0,,,2,1,0,0,0,0,0,0,,2,100000,0,1,,2
"4ae5806130cc4430bcbb1432f94d183c",21,1,1,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,2,130000,0,1,,2
"4ae5a516e47d467e96c4029a0000f4b4",18,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"4ae5a516e47d467e96c4029a0000f4b4",19,1,4,1,2,1,2,2,0,,,4,0,0,0,0,0,0,0,,0,,0,6,,1
"4aff9ba979d844f298d8883e424e68d8",22,1,2,2,,1,,2,0,,,0,0,0,0,0,0,0,2,100000,0,,0,5,1,3
"4b285f0f20c646dea7e3dd2da5a0cc5c",18,1,2,1,,1,,2,0,,,0,2,0,0,0,0,0,0,,0,,0,6,5,1
"4b285f0f20c646dea7e3dd2da5a0cc5c",19,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,5,1
"4b389f7ef0e44209955498547358d823",19,,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,1
"4b389f7ef0e44209955498547358d823",22,,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,40000,0,,0,1,,1
"4b3eb3160b6b4a0f9836788247843565",19,1,3,2,,2,,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"4b3eb3160b6b4a0f9836788247843565",18,1,1,2,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"4b58c81f7d1f4abab327ee3ad76190fb",22,1,2,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,1,90000,0,1,5,1
"4b8d2fc438d344cf9d22130086979cf4",19,1,2,2,,1,2,2,2,1,2,1,1,0,0,0,0,0,0,,0,,0,6,,1
"4bba574bbf8f46ccbc10019d13da3841",19,1,2,1,12,2,3,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"4bba574bbf8f46ccbc10019d13da3841",20,1,2,1,12,2,3,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"4bba574bbf8f46ccbc10019d13da3841",18,1,2,1,12,2,3,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"4bba574bbf8f46ccbc10019d13da3841",21,1,3,1,12,1,12,2,0,,,3,1,0,0,0,0,1,0,,0,,0,1,,2
"4c1e2d5397df4f3d8be86f71385dd9b5",22,1,2,2,,2,,2,0,,,3,0,0,0,0,0,3,2,40000,0,,0,1,,2
"4c2b6ab893a74753b5aed1853e854af6",19,1,1,1,2,1,2,2,0,,,2,0,0,1,0,0,0,0,,0,,0,6,4,1
"4c2b6ab893a74753b5aed1853e854af6",18,1,2,1,2,1,2,2,0,,,6,0,0,4,0,0,0,0,,0,,0,6,4,1
"4c651601455d47ebb4b2d6cda3aeb796",22,1,2,1,2,1,2,2,0,,,0,0,0,0,0,0,0,2,60000,0,,0,1,,1
"4c651601455d47ebb4b2d6cda3aeb796",18,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"4c651601455d47ebb4b2d6cda3aeb796",19,1,3,1,2,1,2,1,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"4c6ccee1737e46ffb38c5437e551e3c3",20,1,1,2,,2,,2,1,2,,0,0,0,0,0,0,0,1,35000,0,,0,1,,2
"4c6ccee1737e46ffb38c5437e551e3c3",21,1,1,2,,2,,2,0,,,1,0,0,0,0,0,0,1,50000,1,35000,0,1,,2
"4c930656ec914ea9b7b0a7d3f618ffb4",19,1,1,1,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"4cdfca9cc91f4424a80d361df06952e7",19,1,1,1,2,1,2,2,0,,,4,1,0,0,0,0,0,0,,4,100000,0,1,,2
"4cdfca9cc91f4424a80d361df06952e7",18,1,7,1,2,1,2,2,0,,,9,2,0,0,0,0,0,0,,4,100000,0,1,,2
"4ce75b49d19f496f9dec50c50813251f",22,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,70000,0,,0,1,,1
"4ce75b49d19f496f9dec50c50813251f",14,1,3,1,,1,,2,0,,,3,2,0,2,0,0,0,0,,0,,0,1,5,1
"4d06bd2529aa4381816fb485f8dac688",19,1,2,6,,6,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,1,1
"4d110b7d326c4109b1a2f5cb987eef92",19,1,4,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,1
"4d58adc564a84c70adbd694836fcbdd6",22,1,2,1,,1,7,2,0,,,1,7,0,0,0,0,0,0,,6,50000,0,1,,1
"4d58adc564a84c70adbd694836fcbdd6",19,1,9,1,,1,7,2,0,,,5,4,0,0,0,0,0,0,,0,,0,1,,1
"4d58adc564a84c70adbd694836fcbdd6",18,1,1,1,,1,7,2,0,,,3,1,0,0,0,0,0,0,,3,18000,0,1,,1
"4d77a6468adb430faa1279387ee1a0d8",22,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,2
"4d77a6468adb430faa1279387ee1a0d8",19,1,3,2,,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,2
"4d831e3912f4492d9726551c75523d5e",21,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"4d831e3912f4492d9726551c75523d5e",20,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"4dc2ee3adf1245ff8f4e225adb0f4cbc",22,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"4dc2ee3adf1245ff8f4e225adb0f4cbc",19,1,4,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,2
"4dca9fca223242148ba754990e922fd0",21,1,2,1,,3,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"4e357f82506240e490a9b23b571114bf",19,1,2,1,,1,,2,0,,,3,1,0,2,0,0,0,0,,0,,0,6,5,1
"4eacf3a441324962bebe71deb6a484a9",19,1,2,2,,2,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,5,,1
"4eb28ac9ee9849f69d0f9806d6e8aa6e",19,1,5,1,2,1,2,2,0,,,6,0,0,0,0,0,0,0,,0,,1,1,3,2
"4eb28ac9ee9849f69d0f9806d6e8aa6e",18,1,2,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,1,70000,0,1,3,2
"4ec2b0b632f54d069bc6da7b7ed1e91d",19,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"4ec2b0b632f54d069bc6da7b7ed1e91d",18,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,6,4,1
"4f079774a5ee485588ae4cfff939b089",22,1,2,8,,8,,2,0,,,0,0,0,0,0,0,0,2,40000,0,,0,1,5,1
"4faea088444d454e8a3f7e7887be6b89",18,1,5,2,4,2,4,1,0,,,6,0,0,0,0,0,0,0,,1,120000,0,2,6,1
"4faea088444d454e8a3f7e7887be6b89",19,1,7,2,4,2,4,2,0,,,20,2,0,0,0,0,15,0,,0,,0,2,6,1
"4faea088444d454e8a3f7e7887be6b89",20,1,4,2,4,2,4,2,0,,,2,2,0,0,0,0,0,0,,0,,0,2,6,1
"4faea088444d454e8a3f7e7887be6b89",21,1,5,2,4,2,4,2,0,,,12,1,0,0,0,0,8,0,,0,,0,2,6,1
"4fecc31eb7ee465587da09e32e2bf4a0",19,1,1,1,2,2,3,2,0,,,7,0,0,0,6,0,0,0,,0,,0,1,6,1
"501f83b984f34171adfa1850fc82f12a",19,1,2,1,,2,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"501f83b984f34171adfa1850fc82f12a",18,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"5080bcd282ac4ec889af3bf823de55b6",19,1,3,1,2,1,8,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"5083de06b7284974819a0edafe4f2c9d",19,1,0,,,,,,0,,,4,0,0,0,0,0,0,0,,4,360000,0,5,6,1
"50af7990fb164f51bb03105db8e410cf",18,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"50af7990fb164f51bb03105db8e410cf",21,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,70000,0,,0,1,5,1
"50af7990fb164f51bb03105db8e410cf",19,1,4,1,,1,,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,5,1
"50e0bd6fa19a4d4f8c96669910359c91",21,1,2,1,2,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,4,1,1
"50e0bd6fa19a4d4f8c96669910359c91",18,1,3,1,2,1,3,2,0,,,1,2,0,0,0,0,0,0,,0,,0,4,1,1
"50e0bd6fa19a4d4f8c96669910359c91",20,1,1,1,2,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,4,1,1
"50e0bd6fa19a4d4f8c96669910359c91",19,1,5,1,2,1,3,2,0,,,3,2,0,0,0,0,0,0,,0,,0,4,1,1
"510d48e5c8f845c6ae72abab30bd50a1",22,1,1,1,,1,,2,0,,,0,0,0,0,0,0,0,1,45000,0,,0,1,,1
"511a2974a3ce48ff88c08b1b3dd7c2da",19,1,3,2,,2,3,2,2,2,3,3,0,0,0,0,0,0,0,,0,,0,6,,1
"511a2974a3ce48ff88c08b1b3dd7c2da",18,1,5,2,,2,3,2,2,2,3,1,4,0,0,0,0,0,0,,0,,0,6,,1
"5120b1ab49fe44cab5b197e3615a670f",22,1,9,1,2,1,2,2,0,,,5,8,0,0,0,0,0,1,150000,5,50000,0,1,,2
"5120b1ab49fe44cab5b197e3615a670f",19,1,7,1,2,1,2,1,0,,,5,3,0,0,0,0,0,0,,0,,1,3,,1
"5120b1ab49fe44cab5b197e3615a670f",18,1,3,1,2,1,,1,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,1
"5194755e4fc140498ff85f1759ca8895",22,1,5,1,,1,,2,0,,,2,12,0,0,0,0,0,0,,9,40000,0,1,,1
"51a5917cfc8743e59c4c4f7df9993550",18,1,1,1,2,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,3,1,1
"51a5917cfc8743e59c4c4f7df9993550",19,1,4,1,,1,,2,0,,,2,2,0,0,0,0,0,0,,0,,0,1,3,1
"51f6b6d5efc3486fb2d24b96b9e2e55f",20,1,0,,,,,,0,,,1,0,0,0,0,0,1,0,,0,,0,1,,1
"51f6b6d5efc3486fb2d24b96b9e2e55f",19,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"51f6b6d5efc3486fb2d24b96b9e2e55f",21,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,3,1,1
"5274f9bea0984985b3e8f56b6bd1b8b9",18,1,2,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,1,90000,0,6,1,2
