"hhid","parcelID","pltid","cropID","s5bq05_1","s5bq05_2","harvest_b","s5bq06b_1","s5bq06a_1","s5bq06c_1","s5bq06d_1","s5bq06e_1","s5bq06e_1_1","s5bq06f_1","s5bq06f_1_1","s5bq06a_1_1","s5bq06a_2_1","s5bq06a3_1","s5bq06a4_1","s5bq07a_1","s5bq07b_1","s5bq07c_1","s5bq08_1","s5bq09_1","s5bq10_1","s5bq11e_1","s5bq11f_1","s5bq11g_1","s5bq11h_1","s5bq12_1","s5bq13_1","s5bq14a_1","s5bq14b_1","s5bq15_1","s5bq16_1","s5bq17_1","s5bq18_1","s5bq19_1","s5bq20_1","s5bq21_1","s5bq22_1","s5bq23a_1","s5bq23b_1","s5bq06b_2","s5bq06a_2","s5bq06c_2","s5bq06d_2","s5bq06e_2","s5bq06e_1_2","s5bq06f_2","s5bq06f_1_2","s5bq06a_1_2","s5bq06a_2_2","s5bq06a3_2","s5bq06a4_2","s5bq07a_2","s5bq07b_2","s5bq07c_2","s5bq08_2","s5bq09_2","s5bq10_2","s5bq11e_2","s5bq11f_2","s5bq11g_2","s5bq11h_2","s5bq12_2","s5bq13_2","s5bq14a_2","s5bq14b_2","s5bq15_2","s5bq16_2","s5bq17_2","s5bq18_2","s5bq19_2","s5bq20_2","s5bq21_2","s5bq23a_2","s5bq23b_2"
"416dec136ad7406f8c8760d1e9cfef88",1,1,141,2,2,1,1,15,45,1,7,2019,7,2019,2,,1,2,0,,,,,,,,,,0,15,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"416dec136ad7406f8c8760d1e9cfef88",3,1,520,2,2,1,1,9,40,1,11,2019,11,2019,2,,1,2,9,40,1,13500,5,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41776ecb3d984cebb3c7fceb67431a24",1,1,630,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"419aeb8cf20b477ab14959fed173ed47",2,1,210,2,2,1,37,3,14,12,10,2019,11,2019,1,2,1,2,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,1,80,35,,11,2019,11,2019,2,,1,2,0,,,,,,,,,,20,30,0,0,20,0,,4,2,,10,3,
"419aeb8cf20b477ab14959fed173ed47",1,1,741,2,2,1,68,360,20,20,7,2019,12,2019,2,,1,2,280,20,68,20,4,,2,,1,2,20,60,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"419aeb8cf20b477ab14959fed173ed47",2,2,741,2,2,1,88,300,20,20,7,2019,12,2019,2,,1,2,200,20,68,2000000,4,,2,,1,2,20,80,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"419aeb8cf20b477ab14959fed173ed47",2,1,130,2,2,1,37,5,12,15,11,2019,11,2019,2,,1,2,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",2,1,210,2,2,1,10,1,24,70,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,10,2,45,110,7,2019,7,2019,2,,1,2,1,45,10,150000,2,0,2,,1,2,0,1,0,0,0,0,,6,1,3,0,2,
"41a071f11f70493d95c79e97cdfedc25",2,1,630,2,2,1,10,1,20,120,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",1,1,741,2,2,1,68,140,20,8,1,2019,6,2019,2,,1,2,140,20,68,140000,2,,2,,1,2,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",1,1,744,2,2,1,68,150,20,8,1,2019,6,2019,2,,1,2,130,20,68,750000,2,,2,,1,2,0,20,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",2,1,741,2,2,1,68,40,20,8,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",1,2,820,2,2,1,1,30,45,1,4,2019,6,2019,2,,1,2,28,45,1,200000,2,,2,,1,2,1,1,0,0,0,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",3,1,620,2,2,1,10,1,20,130,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",2,1,811,2,2,1,10,2,45,80,6,2019,6,2019,2,,1,2,2,45,12,250000,2,,2,,1,2,0,0,0,0,0,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a0d7ea37784a2fa40f381785b4df50",3,1,130,2,2,1,10,4,45,100,7,2019,7,2019,2,,1,2,2,45,10,140000,2,,2,,1,2,0.2,1.7,0,0,0.1,0,,6,1,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a0d7ea37784a2fa40f381785b4df50",2,1,741,2,2,1,68,15,20,17,1,2019,6,2019,1,2,2,,0,,,,,,,,,,3,12,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a0d7ea37784a2fa40f381785b4df50",2,1,130,2,2,1,10,0.6,20,100,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0.2,0.4,0,0,0,0,,6,2,,0,,3,,1,300,45,,7,2019,7,2019,2,,1,2,0,,,,,,,,,,40,200,0,0,20,0,,4,2,,40,1,2
"41ba424b666041cda63b370a2a903878",2,2,210,1,2,1,22,6,45,20,6,2019,6,2019,1,1,1,,3,45,22,120000,3,,1,1,,,1,1,0,0,1,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41ba424b666041cda63b370a2a903878",2,1,812,1,2,1,10,2,44,60,4,2019,6,2019,1,1,1,,2,44,10,218000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41ba424b666041cda63b370a2a903878",2,2,812,1,2,1,10,5,44,60,4,2019,6,2019,1,1,1,,5,45,10,426000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41ba424b666041cda63b370a2a903878",2,1,741,1,2,1,68,62,20,13,1,2019,6,2019,1,1,1,,0,,,,,,,,,,0,62,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41ba424b666041cda63b370a2a903878",2,1,210,1,2,1,22,3,14,12,5,2019,6,2019,1,1,1,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,,22,2,45,20,6,2019,6,2019,1,1,,,1.5,45,22,60000,3,0,1,1,,,0,0.5,0,0,0,0,,6,2,,0,2,
"41de39edb2fd4bba8a75e66478b9c738",1,4,210,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",1,3,320,2,2,1,10,2,35,100,8,2019,9,2019,2,,2,3,2,45,10,260000,2,,2,,2,3,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",4,1,130,2,2,1,10,8,23,100,8,2019,8,2019,2,,2,3,7,23,10,150000,2,,2,,2,3,0,1,0,0,0,0,,96,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",1,1,630,2,2,1,10,9,20,100,9,2019,9,2019,2,,2,3,0,,,,,,,,,,0,9,0,0,0,0,,96,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",2,1,320,2,2,1,1,100,35,1,9,2019,9,2019,2,,2,3,100,45,1,130000,2,,2,,2,3,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",1,2,130,2,2,1,9,8,45,120,9,2019,9,2019,2,,2,3,8,45,9,672,2,,2,,2,3,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",1,5,420,2,2,1,37,20,20,20,8,2019,9,2019,2,,2,3,20,20,37,400000,2,,2,,2,3,0,0,0,0,0,,,96,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",3,1,210,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",2,1,130,2,2,1,10,1,45,100,9,2019,9,2019,2,,2,3,1,45,10,70000,2,,2,,2,3,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",3,1,223,2,2,1,1,60,35,1,9,2019,9,2019,2,,2,3,0,,,,,,,,,,0,60,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"420c5338635b4d769aa8fc629ac0b51d",3,2,630,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"420c5338635b4d769aa8fc629ac0b51d",1,1,210,1,2,1,1,5,35,1,8,2019,8,2019,1,1,1,,0,,,,,,,,,,0,5,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"420c5338635b4d769aa8fc629ac0b51d",1,1,630,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"420c5338635b4d769aa8fc629ac0b51d",3,1,141,1,2,1,1,52,45,1,8,2019,8,2019,1,1,1,,3,45,1,4000,4,,1,1,,,0,44,0,0,4,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423c8841560f462f8234f263318702d7",1,1,150,3,2,1,1,50,45,1,5,2019,5,2019,1,8,8,,0,,,,,,,,,,2,48,0,0,0,0,,4,1,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423c8841560f462f8234f263318702d7",1,1,130,3,2,1,1,1,23,13,5,2019,5,2019,2,,3,8,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,2,1,100,45,,6,2019,6,2019,1,8,,,0,,,,,,,,,,30.25,62.75,0,0,7,0,,4,1,3,0,1,2
"4262515bdbe5433c97ca0af8712f6c5a",4,1,223,1,2,1,1,60,45,1,11,2019,11,2019,2,,1,2,0,,,,,,,,,,0,0,0,0,0,0,,4,2,,60,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4262515bdbe5433c97ca0af8712f6c5a",1,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4262515bdbe5433c97ca0af8712f6c5a",3,1,223,1,2,1,1,50,45,1,11,2019,11,2019,2,,1,2,0,,,,,,,,,,0,30,0,0,0,0,,4,2,,20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4262515bdbe5433c97ca0af8712f6c5a",5,1,223,2,2,1,1,60,45,1,10,2019,11,2019,2,,1,2,0,,,,,,,,,,10,0,0,0,0,0,,4,2,,50,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4262515bdbe5433c97ca0af8712f6c5a",5,1,320,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4262515bdbe5433c97ca0af8712f6c5a",4,1,130,1,2,1,22,5,23,8,7,2019,7,2019,2,,1,2,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42628c9987d74dc68c1ac00a31255fcd",1,1,130,1,2,1,12,5,23,65,6,2019,7,2019,1,1,1,,0,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,2,,1,80,45,,7,2019,7,2019,1,1,,,0,,,,,,,,,,20,60,0,0,0,0,,4,2,,0,2,
"42628c9987d74dc68c1ac00a31255fcd",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4278b9b2a3f54a0ab7d6f0ef477e658b",1,1,210,1,2,1,22,3,24,15,5,2019,6,2019,1,1,1,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,20,2,45,20,6,2019,6,2019,1,1,,,0,,,,,,,,,,0,1,0,0,1,0,,6,2,,0,3,
"4278b9b2a3f54a0ab7d6f0ef477e658b",1,1,630,1,2,1,22,14,20,15,8,2019,12,2019,1,1,1,,0,,,,,,,,,,4,10,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4296df183a47497c87af586bcedc3a7c",2,1,741,2,2,1,68,80,20,13,1,2019,6,2019,2,,1,2,20,20,68,100000,3,,2,,1,2,0,60,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4296df183a47497c87af586bcedc3a7c",1,1,210,2,2,1,22,3,14,15,5,2019,5,2019,1,2,2,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,96,22,4,45,20,6,2019,6,2019,2,,1,2,2,45,22,80000,3,0,2,,1,2,0,1.5,0,0,0.5,0,,6,2,,0,1,96
"4296df183a47497c87af586bcedc3a7c",1,1,130,2,2,1,22,2,22,13,5,2019,5,2019,1,2,2,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,,10,1,45,100,6,2019,7,2019,2,,1,2,1,45,10,80000,3,0,2,,1,2,0,0,0,0,0,0,,6,2,,0,2,
"42b460c56a684d62abac827c6bfcee5f",1,3,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42b460c56a684d62abac827c6bfcee5f",1,4,741,2,2,1,69,16,20,6,1,2019,6,2019,2,,2,3,0,,,,,,,,,,6,10,0,0,0,0,,6,2,,0,,3,,68,20,20,14,1,2019,6,2019,2,,2,3,0,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,3,
"42b460c56a684d62abac827c6bfcee5f",1,1,510,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42b460c56a684d62abac827c6bfcee5f",1,1,130,2,2,1,1,300,45,1,7,2019,7,2019,2,,1,2,0,,,,,,,,,,20,70,200,0,10,0,,4,2,,0,,3,,10,1,13,100,6,2019,6,2019,1,2,,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,3,
"42b460c56a684d62abac827c6bfcee5f",1,2,620,2,2,1,10,4,20,100,9,2019,12,2019,2,,2,3,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42b460c56a684d62abac827c6bfcee5f",1,3,210,2,2,1,39,3,20,5,5,2019,5,2019,2,,2,3,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,1,20,45,,6,2019,6,2019,2,,2,3,0,,,,,,,,,,0,20,0,0,0,0,,4,2,,0,3,
"42c89a0c06dc406daf794cef54865d89",1,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42c89a0c06dc406daf794cef54865d89",1,2,141,2,2,1,1,50,45,1,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,40,0,0,0,0,,4,2,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d193eb14754edc81703ffbec7d3228",3,1,630,1,2,1,9,10,40,120,12,2019,12,2019,1,1,1,,8,20,9,240000,3,,1,1,,,0,2,0,0,0,0,,96,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d193eb14754edc81703ffbec7d3228",2,1,890,1,2,1,,2,40,10,8,2019,8,2019,1,1,1,,2,99,,34000,3,,2,,1,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d44dcaaccb4d19b16292b8410195d2",2,1,610,2,2,1,10,1.5,20,130,7,2019,9,2019,1,2,2,,0,,,,,,,,,,0.1,1.4,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d44dcaaccb4d19b16292b8410195d2",2,1,210,2,2,1,40,21,24,2,5,2019,6,2019,1,2,2,,0,,,,,,,,,,0,21,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",1,1,811,2,2,1,12,1,35,80,6,2019,6,2019,2,,1,2,1,45,10,200000,2,,2,,1,2,0,0,0,0,0,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",1,1,741,2,2,1,68,6,20,7,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,6,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",1,2,630,2,2,1,10,1,20,130,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",1,2,210,2,2,1,12,1,24,40,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",1,3,620,2,2,1,10,1,20,130,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",1,2,130,2,2,1,10,1,23,70,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d7b53e230f44fab274e33797a03a40",3,1,210,1,2,1,1,10,24,1,6,2019,6,2019,1,2,2,,0,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,2,,1,40,45,,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,20,0,0,20,0,,4,1,3,0,1,96
"42d7b53e230f44fab274e33797a03a40",2,1,420,2,2,1,22,250,20,20,6,2019,8,2019,1,1,1,,250,20,22,7200000,2,,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d7b53e230f44fab274e33797a03a40",1,1,630,2,2,1,10,1,20,125,4,2019,6,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d7b53e230f44fab274e33797a03a40",1,1,741,2,2,1,69,56,20,3,1,2019,6,2019,1,2,2,,0,,,,,,,,,,0,56,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42f4799429c6490ebbcd277e13fa744d",1,1,630,5,2,1,10,3,40,65,4,2019,7,2019,2,,1,5,1,40,10,75000,4,,2,,1,5,0,2,0,0,0,0,,4,1,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42f4799429c6490ebbcd277e13fa744d",1,2,630,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43043f77f99e421aaa48b4bd6b4bb7fb",1,2,150,1,2,1,10,1.5,45,100,9,2019,9,2019,2,,1,4,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43043f77f99e421aaa48b4bd6b4bb7fb",1,1,310,1,2,1,10,4.5,44,80,8,2019,8,2019,2,,1,4,1,42,10,100000,2,,2,,1,4,0,0.5,0,0,0,0,,4,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4310f37c41cc4282b40ed4de953b8451",1,1,310,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4310f37c41cc4282b40ed4de953b8451",1,1,630,1,2,1,10,1,20,100,5,2019,10,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"431957a3478248aeb6c4637eda5a1ad4",2,2,210,1,2,1,9,1.5,45,120,6,2019,7,2019,1,1,1,,0,,,,,,,,,,0,0.4,0,0,0,0,,4,1,3,1.1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"431957a3478248aeb6c4637eda5a1ad4",1,1,340,1,2,1,22,4,45,14,11,2019,12,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"431957a3478248aeb6c4637eda5a1ad4",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"433547d2a44d43449f3724b48dd90cb5",1,1,741,1,2,1,67,50,20,18,1,2019,6,2019,1,1,1,,4,20,68,240000,2,,1,1,,,10,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43392820ec5e41a382f503a3e366dacb",1,1,150,2,2,1,10,3,45,100,10,2019,10,2019,1,2,2,,0,,,,,,,,,,0,1,1,0,0,0,,1,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43392820ec5e41a382f503a3e366dacb",2,1,130,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43392820ec5e41a382f503a3e366dacb",2,1,150,2,2,1,10,0.5,45,100,10,2019,10,2019,1,2,2,,0,,,,,,,,,,0,0,0,0,0,0,,1,2,,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435113f93aec4ce4b5ba918abadcbc60",3,1,210,2,2,1,22,5,24,12,4,2019,4,2019,1,2,2,,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,1,96,20,3,45,20,4,2019,5,2019,1,2,,,0,,,,,,,,,,0,2.5,0,0,0.5,0,,4,1,3,0,1,96
"435113f93aec4ce4b5ba918abadcbc60",2,1,741,2,2,1,68,65,20,16,1,2019,6,2019,2,,1,2,20,20,68,120000,2,,2,,1,2,0,45,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435113f93aec4ce4b5ba918abadcbc60",2,1,812,2,2,1,12,1,44,30,4,2019,6,2019,2,,1,2,1,44,10,90000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435113f93aec4ce4b5ba918abadcbc60",1,1,812,2,2,1,10,2,44,80,4,2019,6,2019,2,,1,2,2,44,10,360000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435113f93aec4ce4b5ba918abadcbc60",1,1,741,2,2,1,68,50,20,16,1,2019,6,2019,2,,2,,0,,,,,,,,,,0,50,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435113f93aec4ce4b5ba918abadcbc60",3,1,130,2,2,1,90,2,23,10,5,2019,5,2019,1,2,2,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,,20,2,45,20,5,2019,6,2019,1,2,,,0,,,,,,,,,,0,1.75,0,0,0.25,0,,4,2,,0,2,
"435958379633491091da32dc012eff9c",2,1,320,1,2,1,1,396,45,1,6,2019,7,2019,2,,1,,360,45,1,540000,2,,1,1,,,0,0,0,0,36,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435958379633491091da32dc012eff9c",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435987dbfde14869be5af088f849bbd4",1,4,620,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435987dbfde14869be5af088f849bbd4",1,3,141,1,2,1,1,35,44,1,7,2019,7,2019,1,1,1,,5,45,1,9000,5,,1,1,,,5,20,0,0,0,0,,4,2,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435987dbfde14869be5af088f849bbd4",1,2,130,1,2,1,10,1,12,70,6,2019,7,2019,1,1,1,,0,,,,,,,,,,0.2,0.8,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435987dbfde14869be5af088f849bbd4",1,2,741,1,2,1,68,7,20,12,1,2019,6,2019,1,1,1,,2,20,68,30000,2,0,1,1,,,0,5,0,0,0,0,,6,2,,0,,1,1,69,12,20,5,1,2019,6,2019,1,1,,,0,,,,,,,,,,2,10,0,0,0,0,,6,2,,0,1,1
"435987dbfde14869be5af088f849bbd4",1,2,744,1,2,1,69,6,20,5,1,2019,6,2019,1,1,,,4,20,69,20000,2,,1,1,,,0,1,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
