"hhid","parcelID","pltid","cropID","s4bq01","s4bq06_1","s4bq07","s4bq08","s4bq09","s4bq09_1","s4bq09_2","s4bq16","s4bq11a","s4bq11b","s4bq12a","s4bq12b","s4bq13","s4bq14","s4bq10","s4bq15"
"487fbda86e8e40ca8f2d68ac4bf3f5be",2,1,310,1,10,0.5,1,,4,2019,1,2,22,,,1,,2,
"487fbda86e8e40ca8f2d68ac4bf3f5be",3,1,630,1,10,0.5,1,,5,2019,1,8,66,,,1,,2,
"4898d4c83547442a8418efb00ae40aaf",1,1,320,1,1,1.5,1,,4,2019,1,15,1,,,1,,2,
"4898d4c83547442a8418efb00ae40aaf",2,1,223,1,1,1,1,,4,2019,1,2,1,,,1,,2,
"4898d4c83547442a8418efb00ae40aaf",3,1,320,1,1,0.5,1,,4,2019,1,12,1,,,1,,2,
"4898d4c83547442a8418efb00ae40aaf",3,2,630,1,1,0.5,1,,4,2019,1,1,10,,,1,,2,
"489b6a0849fe448b9483256266506ef2",1,1,630,1,1,0.25,1,,3,2018,2,,,,,,,,
"489b6a0849fe448b9483256266506ef2",1,2,630,1,1,0.5,1,,5,2018,2,,,,,,,,
"489b6a0849fe448b9483256266506ef2",1,3,630,1,1,0.5,1,,6,2018,2,,,,,,,,
"489b6a0849fe448b9483256266506ef2",3,1,630,1,1,0.5,1,,4,2019,1,3,66,,,1,,2,
"48a0e40cceb547b1b876034efb4fd16b",1,1,210,1,1,1,2,30,6,2019,1,18,1,25,1,1,,1,70000
"48a0e40cceb547b1b876034efb4fd16b",1,1,150,1,1,1,2,70,6,2019,1,2,1,2,1,1,,1,5000
"48b970865cd6430fb2683b2ed40a95da",3,1,130,1,1,1,2,50,5,2019,1,1,22,1,22,1,,2,
"48b970865cd6430fb2683b2ed40a95da",3,1,630,1,1,1,2,50,4,2018,2,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",4,1,620,1,1,0.12,1,,6,2018,1,2,10,,,1,,1,4000
"48e3d859a85c4ccd9973f89aaf001129",2,1,130,1,1,0.3,2,50,4,2019,1,2,1,3,1,1,,1,2000
"48e3d859a85c4ccd9973f89aaf001129",2,1,210,1,1,0.3,2,50,4,2019,1,1,1,4,1,1,,1,3500
"49579a9ec19249ac8623b15013499b53",1,1,820,1,1,0.25,2,50,5,2018,2,,,,,,,,
"49579a9ec19249ac8623b15013499b53",1,1,741,1,1,0.25,2,50,5,2015,2,,,,,,,,
"495f071218774484b56d520ad983b7e8",1,1,741,1,2,0.05,1,,1,9998,2,,,,,,,,
"495f071218774484b56d520ad983b7e8",2,1,780,1,2,0.4,1,,5,2018,2,,,,,,,,
"495f071218774484b56d520ad983b7e8",2,2,420,1,2,0.2,1,,3,2019,1,50,2,,,2,3,2,
"495f071218774484b56d520ad983b7e8",2,3,640,1,2,0.2,1,,2,2019,1,1000,85,,,1,,2,
"495f071218774484b56d520ad983b7e8",2,4,470,1,2,0.2,1,,2,2019,1,25,2,,,1,,2,
"495f071218774484b56d520ad983b7e8",3,1,741,1,2,0.3,1,,1,9998,2,,,,,,,,
"495f071218774484b56d520ad983b7e8",3,2,620,1,2,0.1,1,,4,2019,1,2,12,,,1,,2,
"495f071218774484b56d520ad983b7e8",4,1,811,1,2,0.43,2,60,1,9998,2,,,,,,,,
"495f071218774484b56d520ad983b7e8",4,1,630,1,2,0.43,2,40,1,9998,2,,,,,,,,
"496e720d7b67421b8350646ddf9af9f2",1,1,741,1,1,0.25,2,93,1,9998,2,,,,,,,,
"496e720d7b67421b8350646ddf9af9f2",1,1,630,1,1,0.25,2,7,2,2018,2,,,,,,,,
"496e720d7b67421b8350646ddf9af9f2",1,2,310,1,1,0.25,1,,4,2019,1,3.5,1,,,1,,2,
"496e720d7b67421b8350646ddf9af9f2",2,1,741,1,1,0.12,1,,1,9998,2,,,,,,,,
"49992cdfc9374a0f92856a892a32e7ef",1,1,320,1,2,2,1,,4,2019,1,40,1,,,1,,2,
"49992cdfc9374a0f92856a892a32e7ef",3,1,630,1,2,1,1,,3,2018,2,,,,,,,,
"49a0ea12aca04db3812c4704772e5186",2,1,150,1,1,1.05,1,,6,2019,1,15,1,,,1,,1,25000
"49aee03e5c2f45e1b99b5fc39d809bf6",2,1,630,1,1,0.13,1,,10,2018,2,,,,,,,,
"49aee03e5c2f45e1b99b5fc39d809bf6",2,2,130,1,1,0.09,1,,4,2019,1,1.5,31,,,1,,1,750
"49aee03e5c2f45e1b99b5fc39d809bf6",3,1,630,1,1,0.51,1,,8,2018,2,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",1,1,310,1,2,,1,,5,2019,1,4,22,,,1,,2,
"4a1416a4b0874159aff36a5f93191020",2,1,630,1,2,1,1,,5,2018,1,4,10,,,1,,2,
"4a1416a4b0874159aff36a5f93191020",3,1,120,1,2,0.5,1,,3,2019,1,3,22,,,1,,2,
"4a8e3be9296a4254b35b14d36c81c065",1,1,630,1,1,0.75,1,,3,2018,2,,,,,,,,
"4a8e3be9296a4254b35b14d36c81c065",1,2,630,1,1,0.5,1,,3,2019,1,4,66,,,1,,2,
"4a8e3be9296a4254b35b14d36c81c065",2,1,630,1,1,0.75,1,,3,2018,2,,,,,,,,
"4a8e3be9296a4254b35b14d36c81c065",4,1,130,1,1,0.5,1,,3,2019,1,7,96,,,1,,2,
"4aa7e3e3aa76461eb2006f013c593752",2,1,210,1,2,0.7,1,,7,2019,1,30,96,,,1,,1,30000
"4aa7e3e3aa76461eb2006f013c593752",4,1,320,1,2,0.35,1,,8,2019,1,20,96,,,1,,1,20000
"4aa7e3e3aa76461eb2006f013c593752",4,2,224,1,2,0.45,1,,8,2019,1,5,96,,,1,,1,1500
"4ae5806130cc4430bcbb1432f94d183c",1,1,630,1,1,1,2,30,8,2018,2,,,,,,,,
"4ae5806130cc4430bcbb1432f94d183c",1,1,620,1,1,1,2,70,8,2018,2,,,,,,,,
"4ae5a516e47d467e96c4029a0000f4b4",1,1,130,1,1,0.72,1,,3,2019,1,1,1,,,2,2,2,
"4ae5a516e47d467e96c4029a0000f4b4",2,1,630,1,1,0.5,1,,3,2018,2,,,,,,,,
"4ae5a516e47d467e96c4029a0000f4b4",2,2,630,1,1,0.5,1,,3,2019,1,1.25,10,,,1,,2,
"4ae5a516e47d467e96c4029a0000f4b4",3,1,630,1,1,0.5,2,30,3,2019,1,1.5,10,1.5,10,1,,2,
"4ae5a516e47d467e96c4029a0000f4b4",3,1,130,1,1,0.5,2,70,3,2019,1,0.5,1,1,1,2,2,2,
"4aff9ba979d844f298d8883e424e68d8",1,1,130,1,2,1,2,70,3,2019,1,10,1,12,1,1,,1,10000
"4aff9ba979d844f298d8883e424e68d8",1,1,630,1,1,1,2,30,3,2018,2,,,,,,,,
"4b285f0f20c646dea7e3dd2da5a0cc5c",1,1,150,1,1,0.5,1,,5,2019,1,1,31,,,1,,2,
"4b285f0f20c646dea7e3dd2da5a0cc5c",1,2,630,1,1,0.5,1,,6,2019,1,4,66,,,1,,2,
"4b285f0f20c646dea7e3dd2da5a0cc5c",1,3,620,1,1,0.5,1,,5,2019,1,1.5,11,,,1,,2,
"4b3c9e5d76624c4fa83ed844ba9a372f",1,1,741,1,1,0.51,1,,1,9998,2,,,,,,,,
"4b3eb3160b6b4a0f9836788247843565",1,1,130,1,2,0.25,1,,5,2019,1,1,29,,,1,,1,2500
"4b58c81f7d1f4abab327ee3ad76190fb",2,1,620,1,1,1,2,30,3,2019,1,2,10,3,10,1,,2,
"4b58c81f7d1f4abab327ee3ad76190fb",2,1,812,1,1,1,2,70,9,9998,2,,,,,,,,
"4b58c81f7d1f4abab327ee3ad76190fb",2,2,210,1,1,0.5,2,10,3,2019,1,2,1,8,1,1,,1,3000
"4b58c81f7d1f4abab327ee3ad76190fb",2,2,130,1,1,0.5,2,60,3,2019,1,5,1,6,1,1,,2,
"4b58c81f7d1f4abab327ee3ad76190fb",2,2,630,1,1,0.5,2,30,3,2018,2,,,,,,,,
"4b8d2fc438d344cf9d22130086979cf4",1,1,630,1,2,0.45,2,50,2,2018,2,,,,,,,,
"4b8d2fc438d344cf9d22130086979cf4",1,1,210,1,2,0.45,2,1,3,2019,1,1,20,1.5,20,1,,2,
"4b8d2fc438d344cf9d22130086979cf4",1,1,130,1,2,0.45,2,30,3,2019,1,5,31,10,31,1,,2,
"4b8d2fc438d344cf9d22130086979cf4",1,2,620,1,2,0.15,1,,4,2019,1,3,66,,,1,,2,
"4bacf056815b472990452d1615d71d5b",1,1,630,1,5,0.19,1,,4,2018,2,,,,,,,,
"4bacf056815b472990452d1615d71d5b",1,2,310,1,5,0.34,1,,4,2019,1,0.75,22,,,1,,2,
"4bacf056815b472990452d1615d71d5b",2,1,630,1,5,0.52,1,,4,2017,2,,,,,,,,
"4bba574bbf8f46ccbc10019d13da3841",1,1,221,1,1,1,1,,5,2019,1,10,31,,,1,,2,
"4bba574bbf8f46ccbc10019d13da3841",1,2,620,1,1,1,1,,5,2019,1,8,10,,,1,,2,
"4bba574bbf8f46ccbc10019d13da3841",1,3,310,1,1,1,1,,4,2019,1,1,10,,,1,,2,
"4bba574bbf8f46ccbc10019d13da3841",1,4,130,1,1,1,2,40,5,2019,1,4,1,9,1,1,,2,
"4bba574bbf8f46ccbc10019d13da3841",1,4,630,1,1,1,2,60,5,2019,1,4,10,4,10,1,,2,
"4bba574bbf8f46ccbc10019d13da3841",1,5,150,1,12,1,1,,4,2019,1,10,31,,,1,,2,
"4c1e2d5397df4f3d8be86f71385dd9b5",1,1,811,1,1,1,1,,1,9998,2,,,,,,,,
"4c1e2d5397df4f3d8be86f71385dd9b5",1,2,130,1,1,0.2,1,,3,2019,1,5,1,,,1,,2,
"4c1e2d5397df4f3d8be86f71385dd9b5",1,3,630,1,1,0.4,1,,8,2018,1,200,85,,,1,,2,
"4c2b6ab893a74753b5aed1853e854af6",1,1,150,1,2,0.23,1,,4,2019,1,0.5,1,,,1,,2,
"4c2b6ab893a74753b5aed1853e854af6",1,2,130,1,2,0.31,1,,3,2019,1,0.75,1,,,1,,2,
"4c2b6ab893a74753b5aed1853e854af6",2,1,630,1,2,0.8,1,,6,2019,1,5,10,,,1,,2,
"4c2b6ab893a74753b5aed1853e854af6",2,2,340,1,2,0.75,1,,7,2019,1,10,1,,,1,,1,40000
"4c3aec246d9a454a89c777d51431d7ee",1,1,741,1,1,2.5,2,60,1,9998,2,,,,,,,,
"4c3aec246d9a454a89c777d51431d7ee",1,1,210,1,1,2.5,2,40,3,2019,1,15,31,30,31,1,,2,
"4c3aec246d9a454a89c777d51431d7ee",2,1,741,1,1,0.78,1,,1,9998,2,,,,,,,,
"4c3aec246d9a454a89c777d51431d7ee",3,1,812,1,1,0.5,2,20,1,9998,2,,,,,,,,
"4c3aec246d9a454a89c777d51431d7ee",3,1,741,1,1,0.5,2,80,1,2019,2,,,,,,,,
"4c651601455d47ebb4b2d6cda3aeb796",1,1,320,1,1,1.26,2,40,4,2019,1,10,1,15,1,1,,1,20000
"4c651601455d47ebb4b2d6cda3aeb796",1,1,130,1,1,1.26,2,60,4,2019,1,2.5,1,5,1,1,,1,3500
"4c651601455d47ebb4b2d6cda3aeb796",2,1,223,1,1,0.81,2,40,4,2019,1,1.5,1,3,1,1,,1,3000
"4c651601455d47ebb4b2d6cda3aeb796",2,1,320,1,1,0.81,2,60,4,2019,1,7.5,1,12,1,1,,1,15000
"4c6bdc6e6d4d419aa1a7918d671d0e87",1,1,620,1,3,1,1,,3,2019,1,6,10,,,1,,2,
"4c6bdc6e6d4d419aa1a7918d671d0e87",2,1,630,1,3,1.5,1,,8,2018,2,,,,,,,,
"4c6ccee1737e46ffb38c5437e551e3c3",1,1,811,1,1,0.14,2,80,12,9998,2,,,,,,,,
"4c6ccee1737e46ffb38c5437e551e3c3",1,1,741,1,2,0.14,2,10,1,9998,2,,,,,,,,
"4c6ccee1737e46ffb38c5437e551e3c3",1,1,620,1,2,0.14,2,5,2,2019,1,5,20,20,20,1,,2,
"4c6ccee1737e46ffb38c5437e551e3c3",1,1,630,1,2,0.14,2,5,8,2018,1,20,66,60,66,1,,2,
"4c747abf91d94f19b0ff3f67881f18e6",1,1,310,1,1,0.5,2,40,2,2019,1,15,1,20,1,1,,1,60000
"4c747abf91d94f19b0ff3f67881f18e6",1,1,630,1,1,0.5,2,60,3,2019,1,4,9,4,9,1,,2,
"4c94e59d3e064e91abf311c347c25270",1,1,150,1,1,0.75,1,,4,2019,1,3,29,,,1,,1,7500
"4c94e59d3e064e91abf311c347c25270",1,2,141,1,1,0.5,1,,4,2019,1,1,29,,,1,,1,3000
"4caade3e60ef449893243513847812a0",1,1,630,1,1,1,2,65,4,2019,1,1.5,10,3,10,1,,2,
"4caade3e60ef449893243513847812a0",1,1,130,1,1,1,2,35,4,2019,1,5,30,15,30,1,,1,15000
"4cdfca9cc91f4424a80d361df06952e7",1,1,130,1,1,1,1,,4,2019,1,12,1,,,2,1,1,84000
"4cdfca9cc91f4424a80d361df06952e7",2,1,811,1,1,0.5,2,55,4,1999,2,,,,,,,,
"4cdfca9cc91f4424a80d361df06952e7",2,1,741,1,1,0.5,2,35,4,1999,2,,,,,,,,
"4cdfca9cc91f4424a80d361df06952e7",2,1,130,1,1,0.5,2,10,4,2019,1,1,1,4,1,2,1,1,28000
"4cdfca9cc91f4424a80d361df06952e7",3,1,130,1,1,5,1,,4,2019,1,40,1,,,2,1,1,280000
"4ce75b49d19f496f9dec50c50813251f",1,1,130,1,1,0.58,2,30,3,2019,1,1.5,1,12,1,1,,2,
"4ce75b49d19f496f9dec50c50813251f",1,1,630,1,1,0.58,2,20,3,2019,1,2,10,3,10,1,,2,
"4ce75b49d19f496f9dec50c50813251f",1,1,210,1,1,0.58,2,50,3,2019,1,7.5,1,15,1,1,,2,
"4ce75b49d19f496f9dec50c50813251f",1,2,610,1,1,0.27,1,,4,2019,1,2,22,,,1,,1,20000
"4d06bd2529aa4381816fb485f8dac688",2,1,310,1,6,1,1,,4,2019,1,4,22,,,1,,2,
"4d110b7d326c4109b1a2f5cb987eef92",1,2,610,1,1,0.28,1,,1,2019,1,4,22,,,1,,2,
"4d110b7d326c4109b1a2f5cb987eef92",2,1,210,1,1,1,1,,3,2019,1,10,1,,,1,,2,
"4d110b7d326c4109b1a2f5cb987eef92",3,1,210,1,1,1.5,2,20,3,2019,1,5,1,20,1,1,,2,
"4d110b7d326c4109b1a2f5cb987eef92",3,1,741,1,1,1.5,2,80,1,9998,2,,,,,,,,
"4d110b7d326c4109b1a2f5cb987eef92",3,2,630,1,1,0.35,1,,9,2018,1,1,66,,,1,,2,
"4d163b2ea24c4d54806ef89c90376f19",1,1,210,1,1,1.2,2,10,3,2019,1,1.5,1,25,1,1,,2,
"4d163b2ea24c4d54806ef89c90376f19",1,1,741,1,1,1.2,2,90,12,9998,2,,,,,,,,
"4d163b2ea24c4d54806ef89c90376f19",2,1,130,1,1,0.5,1,,3,2019,1,6,1,,,1,,2,
"4d163b2ea24c4d54806ef89c90376f19",3,1,130,1,2,1.5,1,,3,2019,1,12,1,,,1,,2,
"4d163b2ea24c4d54806ef89c90376f19",4,1,741,1,2,2,1,,1,9998,2,,,,,,,,
"4d58adc564a84c70adbd694836fcbdd6",2,1,210,1,1,0.5,2,60,4,2019,1,20,1,20,1,1,,2,
"4d58adc564a84c70adbd694836fcbdd6",2,1,630,1,7,0.5,2,40,4,2019,1,5,12,5,9,1,,2,
"4d58adc564a84c70adbd694836fcbdd6",3,1,320,1,7,1,2,60,4,2019,1,25,96,35,99,1,,1,37500
"4d58adc564a84c70adbd694836fcbdd6",3,1,630,1,7,1,2,40,4,2019,1,2,9,4,1,1,,2,
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",1,1,510,1,2,1.75,1,,1,2019,2,,,,,,,,
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",1,2,630,1,2,0.25,2,70,1,2019,1,3,10,4,10,1,,2,
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",1,2,130,1,2,0.25,2,30,3,2019,1,2,1,5,1,1,,2,
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",2,1,630,1,2,0.25,2,70,9,2018,2,,,,,,,,
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",2,1,130,1,2,0.25,2,30,3,2019,1,1.5,1,3,1,1,,2,
"4d831e3912f4492d9726551c75523d5e",2,1,130,1,2,1,2,50,4,2019,1,3,29,4,29,1,,2,
"4d831e3912f4492d9726551c75523d5e",2,1,150,1,2,1,2,50,4,2019,1,2,29,3,29,1,,2,
"4d9c0e82ba36408b99ae5d0f0d84c790",1,1,741,1,2,0.26,1,,1,9998,2,,,,,,,,
"4d9c0e82ba36408b99ae5d0f0d84c790",2,1,741,1,2,0.83,1,,8,9998,2,,,,,,,,
"4db9eefc7f49412d892c34cfee36b63d",1,1,510,1,1,4,1,,8,2017,2,,,,,,,,
"4dc1313378ca44dd848171398ffeab5a",1,1,741,1,1,0.16,1,,3,2014,2,,,,,,,,
"4dc1313378ca44dd848171398ffeab5a",1,2,210,1,1,0.15,2,50,3,2019,1,1,22,2,22,1,,2,
"4dc1313378ca44dd848171398ffeab5a",1,2,811,1,1,0.15,2,50,10,1982,2,,,,,,,,
"4dc1313378ca44dd848171398ffeab5a",1,3,310,1,1,0.12,1,,3,2019,1,2,1,,,1,,2,
"4dc2ee3adf1245ff8f4e225adb0f4cbc",1,1,630,1,1,1.45,1,,3,2019,1,8,66,,,1,,2,
"4dc2ee3adf1245ff8f4e225adb0f4cbc",2,1,210,1,1,2,1,,4,2019,1,15,1,,,1,,2,
"4dc2ee3adf1245ff8f4e225adb0f4cbc",3,1,224,1,1,1.91,2,50,5,2019,1,0.5,22,1,22,1,,1,40000
"4dc2ee3adf1245ff8f4e225adb0f4cbc",3,1,630,1,1,1.91,2,50,4,2019,1,10,66,10,66,1,,2,
"4dc2ee3adf1245ff8f4e225adb0f4cbc",4,1,224,1,1,0.86,2,50,5,2019,1,10,96,14,99,1,,2,
"4dc2ee3adf1245ff8f4e225adb0f4cbc",4,1,130,1,1,0.86,2,50,4,2019,1,4,96,8,99,1,,2,
"4dca9fca223242148ba754990e922fd0",3,1,130,1,1,0.23,1,,2,2019,1,7,96,,,1,,1,3500
"4dca9fca223242148ba754990e922fd0",3,3,630,1,1,0.2,1,,5,2019,1,1,9,,,1,,2,
"4dce18d3d0104e02a6e7cf02881f317c",2,1,630,1,3,0.25,2,50,5,2019,1,1.5,9,1.5,9,1,,2,
"4dce18d3d0104e02a6e7cf02881f317c",2,1,130,1,3,0.25,2,50,5,2019,1,9,96,15,99,1,,1,4500
"4dce18d3d0104e02a6e7cf02881f317c",3,1,210,1,3,0.74,1,,6,2019,1,20,96,,,1,,1,40000
"4e357f82506240e490a9b23b571114bf",2,1,630,1,1,0.08,1,,3,2018,2,,,,,,,,
"4e357f82506240e490a9b23b571114bf",2,2,340,1,1,0.11,1,,4,2019,1,2,31,,,1,,2,
"4e8cf88d853d4485aa1754e57242b25a",1,1,330,1,2,1,1,,4,2019,1,2,1,,,2,1,1,90000
"4e8cf88d853d4485aa1754e57242b25a",2,1,310,1,2,1,1,,4,2019,1,18,1,,,1,,2,
"4eacf3a441324962bebe71deb6a484a9",1,1,741,1,2,0.5,2,40,3,2013,2,,,,,,,,
"4eacf3a441324962bebe71deb6a484a9",1,1,810,1,2,0.5,2,60,12,2007,2,,,,,,,,
"4eacf3a441324962bebe71deb6a484a9",1,2,630,1,2,0.5,1,,1,2018,2,,,,,,,,
"4eacf3a441324962bebe71deb6a484a9",1,3,130,1,2,1,2,65,2,2019,1,7,1,10,1,1,,2,
"4eacf3a441324962bebe71deb6a484a9",1,3,210,1,2,1,2,35,2,2019,1,12,1,12,1,1,,2,
"4eacf3a441324962bebe71deb6a484a9",1,4,310,1,2,0.3,1,,2,2019,1,5,1,,,1,,2,
"4eacf3a441324962bebe71deb6a484a9",1,5,620,1,2,0.5,1,,4,2019,1,3,39,,,1,,2,
"4eb28ac9ee9849f69d0f9806d6e8aa6e",1,1,210,1,2,2,2,40,4,2019,1,8,1,20,1,1,,1,28000
"4eb28ac9ee9849f69d0f9806d6e8aa6e",1,1,130,1,2,2,2,60,3,2019,1,2,1,5,1,2,1,1,7000
"4eb28ac9ee9849f69d0f9806d6e8aa6e",1,2,420,1,2,1,1,,4,2019,1,50,2,,,1,,2,
"4eb28ac9ee9849f69d0f9806d6e8aa6e",3,1,811,1,2,0.84,2,25,4,2019,1,10,85,150,85,1,,2,
"4eb28ac9ee9849f69d0f9806d6e8aa6e",3,1,620,1,2,0.84,2,30,4,2019,1,1,10,1,9,1,,2,
"4eb28ac9ee9849f69d0f9806d6e8aa6e",3,1,870,1,2,0.84,2,20,2,2015,1,100,85,150,85,1,,1,100000
"4eb28ac9ee9849f69d0f9806d6e8aa6e",3,1,741,1,2,0.84,2,25,3,2019,1,100,85,150,85,1,,2,
"4ec2b0b632f54d069bc6da7b7ed1e91d",1,1,520,1,1,0.7,1,,5,2019,1,16,1,,,2,1,1,24000
"4f079774a5ee485588ae4cfff939b089",1,1,130,1,8,0.75,2,60,3,2019,1,6,1,8,1,1,,2,
"4f079774a5ee485588ae4cfff939b089",1,1,210,1,1,0.75,2,40,3,2019,1,10,1,15,1,1,,2,
"4f079774a5ee485588ae4cfff939b089",1,2,620,1,1,0.25,1,,5,2019,1,2,10,,,1,,2,
"4f079774a5ee485588ae4cfff939b089",2,1,510,1,1,2,1,,4,2016,2,,,,,,,,
"4f079774a5ee485588ae4cfff939b089",2,2,812,1,1,1,2,20,,9998,2,,,,,,,,
"4f079774a5ee485588ae4cfff939b089",2,2,741,1,1,1,2,80,3,1998,2,,,,,,,,
"4f1061a0b3ca439abc538fde335b4ba9",1,1,630,1,4,0.5,1,,4,2019,1,2,10,,,2,2,2,
"4f1061a0b3ca439abc538fde335b4ba9",2,1,210,1,4,0.8,1,,6,2019,1,7,1,,,1,,1,40000
"4f1061a0b3ca439abc538fde335b4ba9",3,1,340,1,4,0.82,1,,4,2019,1,2,1,,,1,,2,
"4f4a1fbe2ba741a88426a21e99551e35",1,1,210,,1,0.5,1,,4,2019,1,15,96,,,1,,1,22500
"4f4a1fbe2ba741a88426a21e99551e35",2,1,223,,1,0.5,2,20,4,2019,1,3,96,6,99,1,,2,
"4f4a1fbe2ba741a88426a21e99551e35",2,1,320,,1,0.5,2,80,4,2019,1,8,96,10,99,1,,2,
"4f4a1fbe2ba741a88426a21e99551e35",3,1,520,,1,0.56,1,,6,2019,1,1,1,,,1,,1,1500
"4f4a1fbe2ba741a88426a21e99551e35",3,2,320,,1,0.2,1,,4,2019,1,2,1,,,1,,2,
"4f4a1fbe2ba741a88426a21e99551e35",3,3,620,,1,0.12,1,,4,2019,1,2,66,,,1,,2,
"4faea088444d454e8a3f7e7887be6b89",1,1,130,1,3,2,1,,4,2019,1,8,9,,,1,,2,
"4faea088444d454e8a3f7e7887be6b89",2,1,150,1,3,2,1,,4,2019,1,1,20,,,1,,2,
"4fcac595a4bf40d69cba13807e4dfe71",1,1,811,1,1,0.4,2,60,8,9998,2,,,,,,,,
"4fcac595a4bf40d69cba13807e4dfe71",1,1,741,1,1,0.4,2,40,8,9998,2,,,,,,,,
"4fecc31eb7ee465587da09e32e2bf4a0",1,1,141,1,1,1.5,1,,4,2019,1,1,22,,,1,,2,
"4fecc31eb7ee465587da09e32e2bf4a0",1,2,150,1,1,1.5,1,,5,2019,1,4,29,,,1,,2,
"501f83b984f34171adfa1850fc82f12a",1,1,630,1,7,1,2,70,4,2018,1,3,10,3,10,1,,2,
"501f83b984f34171adfa1850fc82f12a",1,1,150,1,7,1,2,30,5,2019,1,1,29,1.5,29,1,,2,
"501f83b984f34171adfa1850fc82f12a",2,1,210,1,7,0.25,2,70,4,2019,1,4,29,5,29,1,,1,20000
"501f83b984f34171adfa1850fc82f12a",2,1,130,1,7,0.25,2,30,3,2019,1,1.5,1,1.5,1,1,,1,12000
"504c4ad1324e4496b358effae531fd25",2,1,130,1,1,0.1,1,,3,2019,1,1,1,,,1,,2,
"504c4ad1324e4496b358effae531fd25",3,1,620,1,1,0.2,1,,5,2019,1,1,10,,,1,,2,
"5057ade8d6ee44db9a9fdb29ef5f15d3",1,1,630,,2,0.1,1,,3,2019,1,4,22,,,1,,2,
"5080bcd282ac4ec889af3bf823de55b6",1,1,610,1,2,1,1,,2,2019,1,2,10,,,1,,2,
"5080bcd282ac4ec889af3bf823de55b6",1,2,620,1,2,0.5,1,,3,2019,1,12,66,,,1,,2,
"5080bcd282ac4ec889af3bf823de55b6",1,3,830,1,2,4,1,,3,9998,2,,,,,,,,
"5080bcd282ac4ec889af3bf823de55b6",2,1,741,1,2,1.65,2,60,3,9998,2,,,,,,,,
"5080bcd282ac4ec889af3bf823de55b6",2,1,812,1,2,1.65,2,40,10,9998,2,,,,,,,,
"5080bcd282ac4ec889af3bf823de55b6",2,2,210,1,2,0.32,1,,3,2019,1,12,1,,,1,,2,
"5083de06b7284974819a0edafe4f2c9d",2,1,310,1,2,0.3,2,50,3,2019,1,4,1,6,1,1,,1,20000
"5083de06b7284974819a0edafe4f2c9d",2,1,630,1,2,0.3,2,50,3,2019,1,1,10,2,10,1,,2,
"5083de06b7284974819a0edafe4f2c9d",2,2,130,1,2,0.5,2,60,3,2019,1,3,1,4,1,1,,2,
"5083de06b7284974819a0edafe4f2c9d",2,2,630,1,2,0.5,2,40,3,2019,1,2,10,3,10,1,,2,
"5083de06b7284974819a0edafe4f2c9d",3,1,630,1,2,0.5,2,20,3,2019,1,2,10,4,10,1,,2,
"5083de06b7284974819a0edafe4f2c9d",3,1,210,1,2,0.5,2,20,3,2019,1,2,1,10,1,1,,2,
"5083de06b7284974819a0edafe4f2c9d",3,1,130,1,2,0.5,2,60,3,2019,1,5,1,7,1,1,,2,
"50af7990fb164f51bb03105db8e410cf",1,1,420,1,1,0.24,1,,5,2019,1,50,2,,,2,2,1,20000
"50af7990fb164f51bb03105db8e410cf",3,1,630,1,1,0.11,1,,7,2017,2,,,,,,,,
"50af7990fb164f51bb03105db8e410cf",4,1,130,1,1,0.07,1,,3,2019,1,2,96,,,1,,2,
"50af7990fb164f51bb03105db8e410cf",5,1,120,1,1,0.08,1,,6,2019,1,7,85,,,1,,1,3500
"50ce0aeb4a3a4ce4aa88a8d83a3c9d73",2,1,811,1,1,0.1,2,80,1,2008,2,,,,,,,,
"50ce0aeb4a3a4ce4aa88a8d83a3c9d73",2,1,741,1,1,0.1,2,20,8,2016,2,,,,,,,,
"50e0bd6fa19a4d4f8c96669910359c91",1,1,630,1,2,1,1,,3,2018,2,,,,,,,,
"50e0bd6fa19a4d4f8c96669910359c91",1,2,630,1,2,0.5,1,,3,2019,1,3,9,,,1,,2,
"50e0bd6fa19a4d4f8c96669910359c91",2,1,130,1,2,1.5,2,40,3,2019,1,12.5,1,15,1,1,,2,
"50e0bd6fa19a4d4f8c96669910359c91",2,1,210,1,2,1.5,2,60,5,2019,1,30,1,30,1,1,,1,48000
"50e0bd6fa19a4d4f8c96669910359c91",2,2,330,1,2,1.5,1,,4,2019,1,1.5,1,,,2,1,1,67500
"50f1b984182f4ad383b4dcdf8685981a",1,1,130,1,1,1,1,,3,2019,1,10,1,,,1,,1,35000
"50f1b984182f4ad383b4dcdf8685981a",2,1,620,1,1,0.2,1,,4,2019,1,3,10,,,1,,2,
"50f1b984182f4ad383b4dcdf8685981a",2,2,130,1,1,0.2,1,,3,2019,1,3,1,,,1,,1,9000
"510913bc5f8b459d8e798d7f01ded394",1,1,150,1,3,1.52,1,,4,2019,1,4,29,,,1,,1,12000
"510d48e5c8f845c6ae72abab30bd50a1",1,1,210,1,1,1,2,20,3,2019,1,5,1,40,1,1,,2,
