"PID","hhid","ws6q01","ws6q02"
2,"367c2cf298dd45f9bce503b87ffeca1f",2,
5,"367e34a2fdf14986b45290581d0cb347",2,
3,"367e34a2fdf14986b45290581d0cb347",,
1,"367e34a2fdf14986b45290581d0cb347",,
8,"36908497431a4492a6666712b94073cf",,
4,"36908497431a4492a6666712b94073cf",,
9,"36908497431a4492a6666712b94073cf",,
2,"36908497431a4492a6666712b94073cf",2,
3,"36992f498601434baac9c51a693c27d8",,
2,"36992f498601434baac9c51a693c27d8",2,
3,"36b1194afa2a46889b315a883249769f",,
2,"36b1194afa2a46889b315a883249769f",2,
4,"36ba58f19ad54b59a05e45c5d094e134",,
2,"36ba58f19ad54b59a05e45c5d094e134",2,
2,"36df16dfcb5d480481578b031402dbd3",,
4,"36df16dfcb5d480481578b031402dbd3",,
5,"36e81608b34e4e338d21b0a091c58690",,
6,"36e81608b34e4e338d21b0a091c58690",,
2,"36e81608b34e4e338d21b0a091c58690",2,
3,"36e81608b34e4e338d21b0a091c58690",,
7,"36e81608b34e4e338d21b0a091c58690",,
6,"36ec3db7c4504589923f5c7e151f56b2",,
7,"36ec3db7c4504589923f5c7e151f56b2",,
8,"36ec3db7c4504589923f5c7e151f56b2",,
11,"36ec3db7c4504589923f5c7e151f56b2",,
2,"36ec3db7c4504589923f5c7e151f56b2",2,
6,"36f41d8c2fee42f18787fc4ae9c8ff91",,
2,"36f41d8c2fee42f18787fc4ae9c8ff91",2,
4,"36f41d8c2fee42f18787fc4ae9c8ff91",,
5,"36f41d8c2fee42f18787fc4ae9c8ff91",,
2,"372c6c08f26647e4844a6fc84cf19cb7",2,
3,"37533b1317ca4e1a974004317d4cdf44",,
4,"37533b1317ca4e1a974004317d4cdf44",,
1,"37533b1317ca4e1a974004317d4cdf44",2,
9,"375d654f122349fab11f65375f417a2d",,
2,"375d654f122349fab11f65375f417a2d",2,
7,"375d654f122349fab11f65375f417a2d",,
4,"37b70f60adc947949a9b765afb45d71f",,
2,"37b70f60adc947949a9b765afb45d71f",2,
3,"37b70f60adc947949a9b765afb45d71f",,
7,"37b70f60adc947949a9b765afb45d71f",,
3,"37c65147f7534277984447a500ea7c3c",,
2,"37c65147f7534277984447a500ea7c3c",2,
11,"37cd7a15e3294dc29c63e8bb05955312",,
6,"37cd7a15e3294dc29c63e8bb05955312",,
8,"37cd7a15e3294dc29c63e8bb05955312",,
3,"37cd7a15e3294dc29c63e8bb05955312",,
10,"37cd7a15e3294dc29c63e8bb05955312",,
5,"37cd7a15e3294dc29c63e8bb05955312",,
2,"37cd7a15e3294dc29c63e8bb05955312",2,
1,"37d88558c2b245a7a9a8671e5f9e4e5a",,
1,"38330d7d9dde43c4ab5ffc89abf7bd24",2,
5,"383f1f35d733452680d14c49bd6290d5",,
3,"383f1f35d733452680d14c49bd6290d5",2,
1,"383f1f35d733452680d14c49bd6290d5",2,
2,"383f1f35d733452680d14c49bd6290d5",2,
4,"383f1f35d733452680d14c49bd6290d5",,
3,"385c5482217b40a199727bec715a9e66",,
2,"385c5482217b40a199727bec715a9e66",2,
1,"387e2859c6e74ac58fec4dc574402a93",,
2,"387e2859c6e74ac58fec4dc574402a93",,
1,"3887675cbba3418b9c062ad75bcea674",2,
3,"38984cec828a4de78f533ed47c29c79e",,
6,"38984cec828a4de78f533ed47c29c79e",,
5,"38984cec828a4de78f533ed47c29c79e",,
2,"38984cec828a4de78f533ed47c29c79e",2,
2,"38c6499533984b3c8669e1caa56d0c3d",2,
1,"38e3bc6e1b4d4d6cbed1b5cf4a12d120",,
2,"38e42260a4f9434191c9cd107ae83149",,
3,"38e42260a4f9434191c9cd107ae83149",,
1,"38f7d51ab573407b9e3d5f63cd6776c6",,
1,"39520ce74efb4bbc9bc1a0bb5d5862f5",2,
4,"39b2071f3f034d3c8d7273948184cd21",,
8,"39b2071f3f034d3c8d7273948184cd21",,
7,"39b2071f3f034d3c8d7273948184cd21",,
6,"39b2071f3f034d3c8d7273948184cd21",,
5,"39b2071f3f034d3c8d7273948184cd21",,
3,"39b2071f3f034d3c8d7273948184cd21",,
2,"39b2071f3f034d3c8d7273948184cd21",2,
3,"39e4ac0ffa65481e8e24d190c2c92667",,
4,"39e4ac0ffa65481e8e24d190c2c92667",,
2,"39e4ac0ffa65481e8e24d190c2c92667",2,
5,"39fcb45731cc41428ec88383475be20f",,
10,"39fcb45731cc41428ec88383475be20f",,
4,"39fcb45731cc41428ec88383475be20f",,
2,"39fcb45731cc41428ec88383475be20f",2,
7,"39fcb45731cc41428ec88383475be20f",,
2,"3a1c90799ac7460cb96e3c52b2c5182d",,
3,"3a1c90799ac7460cb96e3c52b2c5182d",2,
1,"3a1c90799ac7460cb96e3c52b2c5182d",,
7,"3a1c90799ac7460cb96e3c52b2c5182d",2,
6,"3a1c90799ac7460cb96e3c52b2c5182d",2,
8,"3a1c90799ac7460cb96e3c52b2c5182d",,
1,"3a2240c1b88c480e8ad5f761daa701da",,
3,"3a2240c1b88c480e8ad5f761daa701da",,
4,"3a2240c1b88c480e8ad5f761daa701da",,
2,"3a42be4dab7b4a3ba3a0fadd2b28eb3b",,
1,"3a68ac8a10ff4c3c859ead75990cc409",,
6,"3ab0f18d796a424a9874e00ccb966251",,
5,"3ab0f18d796a424a9874e00ccb966251",,
1,"3ab0f18d796a424a9874e00ccb966251",,
3,"3ab0f18d796a424a9874e00ccb966251",,
1,"3ab7d02814fd4b958cead40b2e1c70a6",,
7,"3b010b3b5a0d46eb94cf1e56ff725850",,
3,"3b010b3b5a0d46eb94cf1e56ff725850",,
6,"3b010b3b5a0d46eb94cf1e56ff725850",,
5,"3b010b3b5a0d46eb94cf1e56ff725850",2,
3,"3b05336e181e464da4683ab49635cab4",,
2,"3b05336e181e464da4683ab49635cab4",,
4,"3b05336e181e464da4683ab49635cab4",,
1,"3b1718f0d3fb4e629651cf461ee7557c",,
1,"3b39ec3b07a24d7ba1e3a75cec6cf48f",2,
1,"3b58eb644c474aa89c1bcecc8d191a48",2,
6,"3b6df4237fe04c4baf345c360ea6660d",,
1,"3b6df4237fe04c4baf345c360ea6660d",,
9,"3b73ebe890704075a97c2d67ff10ff7f",,
7,"3b73ebe890704075a97c2d67ff10ff7f",2,
1,"3b73ebe890704075a97c2d67ff10ff7f",,
3,"3b742e0ce416464e80f71829661c95f3",,
2,"3b742e0ce416464e80f71829661c95f3",,
4,"3b742e0ce416464e80f71829661c95f3",2,
1,"3b8210365ce648f5b0f44e9cbd2d90d2",,
4,"3b8210365ce648f5b0f44e9cbd2d90d2",2,
3,"3b86c6ba02e04e1fa750e77add3e1805",,
4,"3b86c6ba02e04e1fa750e77add3e1805",,
5,"3b86c6ba02e04e1fa750e77add3e1805",,
1,"3b8b9ab51c37423ba74d7faaea67194b",2,
2,"3bae8a3fde124ab782cb7a39c5bdfee9",,
1,"3bae8a3fde124ab782cb7a39c5bdfee9",,
3,"3bae8a3fde124ab782cb7a39c5bdfee9",,
1,"3bb729a3bf1a41918e245a4f0ef36f0d",,
4,"3bdaa8350641478ab512ae673323b9c3",2,
2,"3bdaa8350641478ab512ae673323b9c3",,
9,"3bdaa8350641478ab512ae673323b9c3",,
3,"3bdaa8350641478ab512ae673323b9c3",2,
1,"3bfb0921c87c40648bd552e1bdd06838",2,
4,"3c2217d5c921417ebc178f71e87a9d62",,
1,"3c2217d5c921417ebc178f71e87a9d62",2,
2,"3c264506125b425e8f086b6eab486bef",,
3,"3c264506125b425e8f086b6eab486bef",2,
1,"3c3e8547fb9c40a29d5cdc6f4101231e",2,
3,"3c3e8547fb9c40a29d5cdc6f4101231e",,
3,"3c5506b13a194b8d851b8d09375dc6e2",,
4,"3c5506b13a194b8d851b8d09375dc6e2",,
7,"3c6222b850c84576a27c8b3441f34e95",2,
4,"3c6222b850c84576a27c8b3441f34e95",,
2,"3c909c155df640c8acca7d50725bb17e",2,
6,"3c909c155df640c8acca7d50725bb17e",,
5,"3c909c155df640c8acca7d50725bb17e",,
3,"3c909c155df640c8acca7d50725bb17e",,
4,"3cb79c9b548f4f3e8844442f80ca9139",2,
3,"3cb79c9b548f4f3e8844442f80ca9139",,
4,"3cc09e4c41854f8699331aaff0d0c36f",,
2,"3cc09e4c41854f8699331aaff0d0c36f",1,1
3,"3cd6b0fc0e4541dbba56c965c71a6997",,
2,"3cd6b0fc0e4541dbba56c965c71a6997",2,
5,"3cd6b0fc0e4541dbba56c965c71a6997",,
2,"3cdd126c65ce4260b97277bad1b01633",,
2,"3cf3e5d4c6254c6d98d048ca83d040a6",2,
7,"3cf3e5d4c6254c6d98d048ca83d040a6",,
6,"3cf3e5d4c6254c6d98d048ca83d040a6",,
4,"3cf3e5d4c6254c6d98d048ca83d040a6",,
11,"3cf518201590493cb8adb71bb964e726",,
4,"3cf518201590493cb8adb71bb964e726",2,
2,"3cf518201590493cb8adb71bb964e726",,
5,"3cf518201590493cb8adb71bb964e726",,
1,"3d13a6faf83146a7afad8da05f7828f8",,
3,"3d13a6faf83146a7afad8da05f7828f8",,
2,"3d19a96aeab94d2c8529dd95b412f3d2",,
3,"3d19a96aeab94d2c8529dd95b412f3d2",,
2,"3d1f25b1917f4ab3a07fad278b728729",,
1,"3d1f25b1917f4ab3a07fad278b728729",2,
7,"3d2326b02ddd4b41929429061657f4b7",,
3,"3d2326b02ddd4b41929429061657f4b7",2,
8,"3d2326b02ddd4b41929429061657f4b7",,
9,"3d2326b02ddd4b41929429061657f4b7",,
4,"3d5b2059c4b6403ea16bb75bf2494365",,
1,"3d5b2059c4b6403ea16bb75bf2494365",,
2,"3d7b3d04a6cd40f7b00e34ef388034eb",2,
3,"3d7b3d04a6cd40f7b00e34ef388034eb",,
6,"3d7b3d04a6cd40f7b00e34ef388034eb",,
3,"3d8f911659254d858bb570a567a5d06b",,
2,"3d8f911659254d858bb570a567a5d06b",2,
2,"3d934f9027c042ad8a18718ff3574514",2,
3,"3d934f9027c042ad8a18718ff3574514",,
1,"3d9aa78b8a414558abb2bfd446ce933c",2,
6,"3da46d5c723b41c4955297d1571c3c9a",2,
4,"3da46d5c723b41c4955297d1571c3c9a",,
3,"3da46d5c723b41c4955297d1571c3c9a",,
8,"3dd19e9d91eb4d9dbbc12fe2148b7d34",,
2,"3dd19e9d91eb4d9dbbc12fe2148b7d34",2,
4,"3dd19e9d91eb4d9dbbc12fe2148b7d34",,
6,"3dd19e9d91eb4d9dbbc12fe2148b7d34",,
10,"3dd19e9d91eb4d9dbbc12fe2148b7d34",,
7,"3dd19e9d91eb4d9dbbc12fe2148b7d34",,
3,"3dee9621078242e39cec158e9b729ee2",,
1,"3df5a1a45d6c4d7883dc3d002178db41",,
2,"3df762b88c104fceac94e41661800423",2,
5,"3e04d90ac3b3463aa6c94e465a88e110",,
6,"3e04d90ac3b3463aa6c94e465a88e110",,
2,"3e04d90ac3b3463aa6c94e465a88e110",,
8,"3e0a5363f85f49cc9414cc3ac3b5ade6",,
2,"3e0a5363f85f49cc9414cc3ac3b5ade6",2,
6,"3e0a5363f85f49cc9414cc3ac3b5ade6",,
2,"3e0b58e665204d3188dab01bef5b1650",2,
4,"3e0b58e665204d3188dab01bef5b1650",,
2,"3e22334e29d144389bec0c64da244c9d",,
1,"3e22334e29d144389bec0c64da244c9d",,
3,"3e22334e29d144389bec0c64da244c9d",,
6,"3e3473ea731e4edf9fee930189fa68e0",,
5,"3e3473ea731e4edf9fee930189fa68e0",,
2,"3e3473ea731e4edf9fee930189fa68e0",2,
8,"3e3473ea731e4edf9fee930189fa68e0",,
6,"3e34e52959f04300894476f18a0ff9c0",,
2,"3e34e52959f04300894476f18a0ff9c0",2,
3,"3e3d33563d904daf905accfd002fc873",,
6,"3e3d33563d904daf905accfd002fc873",,
2,"3e3d33563d904daf905accfd002fc873",2,
4,"3e585de4d95e4b06be8f7a11274483c3",2,
7,"3e7e8b3de8784bb9b765f4c7752b6ded",2,
5,"3e7e8b3de8784bb9b765f4c7752b6ded",,
3,"3e7e8b3de8784bb9b765f4c7752b6ded",,
3,"3e86873d49c248c386f34f5524541fc4",,
4,"3e86873d49c248c386f34f5524541fc4",,
1,"3e86873d49c248c386f34f5524541fc4",2,
6,"3e86873d49c248c386f34f5524541fc4",,
8,"3e86873d49c248c386f34f5524541fc4",,
9,"3e86873d49c248c386f34f5524541fc4",,
4,"3ecc6f91ef294895a806e2ad0ad4a979",,
1,"3ecc6f91ef294895a806e2ad0ad4a979",,
1,"3ed06d7bcb174096be332af22154cc3d",,
2,"3ee43e751a664d1abe9b26f5977c9a34",,
1,"3efe48fb48db43aa8d97ee037c631a49",,
5,"3f16925db6ec40a68bc46dbed4690021",,
1,"3f16925db6ec40a68bc46dbed4690021",2,
3,"3f16925db6ec40a68bc46dbed4690021",2,
1,"3f1fed9c23804aec908748de089f1c93",,
2,"3f36b6cbcf534a88b49d9f3845f65470",2,
7,"3f36b6cbcf534a88b49d9f3845f65470",,
3,"3f36b6cbcf534a88b49d9f3845f65470",2,
5,"3f36b6cbcf534a88b49d9f3845f65470",,
4,"3f36b6cbcf534a88b49d9f3845f65470",,
6,"3f36b6cbcf534a88b49d9f3845f65470",,
2,"3f384e917296408b86fee68273bde344",2,
6,"3f384e917296408b86fee68273bde344",,
11,"3f3fedf25b3d4a7899d9bffe6fb1f658",,
5,"3f3fedf25b3d4a7899d9bffe6fb1f658",,
2,"3f3fedf25b3d4a7899d9bffe6fb1f658",2,
10,"3f3fedf25b3d4a7899d9bffe6fb1f658",,
9,"3f3fedf25b3d4a7899d9bffe6fb1f658",,
2,"3f4cde7098b24b28bd69c492fed9aef7",2,
4,"3f4cde7098b24b28bd69c492fed9aef7",,
10,"3f6bbcf02a1149a484cc0f0f663c54db",,
12,"3f6bbcf02a1149a484cc0f0f663c54db",2,
5,"3f6bbcf02a1149a484cc0f0f663c54db",2,
8,"3f6bbcf02a1149a484cc0f0f663c54db",,
11,"3f6bbcf02a1149a484cc0f0f663c54db",,
2,"3f6bbcf02a1149a484cc0f0f663c54db",,
3,"3f97a754408042aeb8b865986938af70",2,
4,"3f97a754408042aeb8b865986938af70",,
2,"3f97a754408042aeb8b865986938af70",,
8,"3f97a754408042aeb8b865986938af70",,
7,"3f97a754408042aeb8b865986938af70",,
2,"3f9abfed2edf4cc884dcbab10db4849f",,
1,"3fb589b011234546a95fe2566db38f45",2,
5,"3fb589b011234546a95fe2566db38f45",,
2,"3fb8d4d90721432f9bd4c3e6927b3c7f",,
2,"3fbd6d8a4c1243419054224b9f0f1d37",2,
3,"3fbd6d8a4c1243419054224b9f0f1d37",,
6,"3fbd6d8a4c1243419054224b9f0f1d37",,
5,"3fd41609787344f0801c2918325cd45c",,
1,"3fd41609787344f0801c2918325cd45c",,
9,"3fd41609787344f0801c2918325cd45c",,
1,"3fe4eda5aca04a948d595361c0295e7c",,
2,"3ff160f46a3b4671aa196dc42d96549a",2,
4,"404f42d0f05b4d0e8df57aa28868b6d7",,
1,"404f42d0f05b4d0e8df57aa28868b6d7",,
7,"404f42d0f05b4d0e8df57aa28868b6d7",,
10,"404f42d0f05b4d0e8df57aa28868b6d7",,
5,"404f42d0f05b4d0e8df57aa28868b6d7",,
2,"404f42d0f05b4d0e8df57aa28868b6d7",,
6,"404f42d0f05b4d0e8df57aa28868b6d7",,
3,"404f42d0f05b4d0e8df57aa28868b6d7",2,
4,"40665c26f6a74711bca1c113a79fabea",2,
16,"40665c26f6a74711bca1c113a79fabea",,
9,"40665c26f6a74711bca1c113a79fabea",,
10,"40665c26f6a74711bca1c113a79fabea",,
6,"40665c26f6a74711bca1c113a79fabea",,
13,"40665c26f6a74711bca1c113a79fabea",,
1,"4089726857c84e979597dd32f3dcaea8",2,
4,"408cad43f46a45e09591e83bfc6e3ac7",,
1,"408cad43f46a45e09591e83bfc6e3ac7",2,
6,"40a59212572e4dbf924c2e6d751031bd",,
2,"40a59212572e4dbf924c2e6d751031bd",,
4,"40a59212572e4dbf924c2e6d751031bd",,
1,"40a59212572e4dbf924c2e6d751031bd",2,
3,"40a59212572e4dbf924c2e6d751031bd",2,
2,"40a59bc3945747cfa11872b03e97172b",2,
8,"40a59bc3945747cfa11872b03e97172b",,
3,"40a59bc3945747cfa11872b03e97172b",,
1,"40a695dff6b14a9aac1f00d57fdcf00a",,
4,"40a695dff6b14a9aac1f00d57fdcf00a",2,
2,"40bbc379b3cd4472b68d8a8c344a861e",,
4,"40bbc379b3cd4472b68d8a8c344a861e",2,
3,"40bbc379b3cd4472b68d8a8c344a861e",,
8,"40bbc379b3cd4472b68d8a8c344a861e",,
6,"40bbc379b3cd4472b68d8a8c344a861e",,
5,"40bbc379b3cd4472b68d8a8c344a861e",,
3,"40bd45903364468c931cc28af39f5064",,
2,"40bd45903364468c931cc28af39f5064",2,
5,"40bd45903364468c931cc28af39f5064",,
4,"40bd45903364468c931cc28af39f5064",,
2,"40e0a8ec2b5344ee912851ae86bd5171",2,
2,"40fe671de7d7403db17b5143b9400637",,
1,"4115e61c3e4746c0a901b9884df6db5a",,
3,"41161a7161a7457b84a221d17c13782c",,
1,"41161a7161a7457b84a221d17c13782c",2,
3,"41198746385f4ff59785f94d9a8475d1",,
1,"41198746385f4ff59785f94d9a8475d1",,
7,"41198746385f4ff59785f94d9a8475d1",,
1,"413d5b0ec93349f8979646314ed8ad97",,
5,"4148c3c43e0944e0b8f708379e23070e",,
3,"4148c3c43e0944e0b8f708379e23070e",,
6,"4148c3c43e0944e0b8f708379e23070e",,
2,"4148c3c43e0944e0b8f708379e23070e",2,
3,"414d6d0e3b5a490589667ffd66ffadbc",,
2,"414d6d0e3b5a490589667ffd66ffadbc",2,
6,"414d6d0e3b5a490589667ffd66ffadbc",,
7,"414d6d0e3b5a490589667ffd66ffadbc",,
4,"414d6d0e3b5a490589667ffd66ffadbc",,
2,"416dec136ad7406f8c8760d1e9cfef88",,
2,"41776ecb3d984cebb3c7fceb67431a24",2,
3,"41776ecb3d984cebb3c7fceb67431a24",98,
4,"419aeb8cf20b477ab14959fed173ed47",,
2,"419aeb8cf20b477ab14959fed173ed47",,
4,"41a071f11f70493d95c79e97cdfedc25",,
5,"41a071f11f70493d95c79e97cdfedc25",,
2,"41a071f11f70493d95c79e97cdfedc25",,
9,"41a0d7ea37784a2fa40f381785b4df50",,
10,"41a0d7ea37784a2fa40f381785b4df50",,
12,"41a0d7ea37784a2fa40f381785b4df50",,
8,"41a0d7ea37784a2fa40f381785b4df50",,
11,"41a0d7ea37784a2fa40f381785b4df50",,
2,"41a0d7ea37784a2fa40f381785b4df50",2,
7,"41a0d7ea37784a2fa40f381785b4df50",,
1,"41ba424b666041cda63b370a2a903878",,
5,"41ba424b666041cda63b370a2a903878",,
3,"41ba424b666041cda63b370a2a903878",,
4,"41ba424b666041cda63b370a2a903878",,
6,"41de39edb2fd4bba8a75e66478b9c738",,
8,"41de39edb2fd4bba8a75e66478b9c738",,
3,"41de39edb2fd4bba8a75e66478b9c738",2,
7,"41de39edb2fd4bba8a75e66478b9c738",,
4,"41de39edb2fd4bba8a75e66478b9c738",,
9,"41de39edb2fd4bba8a75e66478b9c738",,
1,"420c5338635b4d769aa8fc629ac0b51d",,
4,"423c8841560f462f8234f263318702d7",,
5,"423c8841560f462f8234f263318702d7",,
8,"423c8841560f462f8234f263318702d7",2,
4,"42549bd20c7345fcaa241afa7dedb364",2,
1,"42549bd20c7345fcaa241afa7dedb364",,
5,"42549bd20c7345fcaa241afa7dedb364",,
7,"4262515bdbe5433c97ca0af8712f6c5a",,
4,"4262515bdbe5433c97ca0af8712f6c5a",,
5,"4262515bdbe5433c97ca0af8712f6c5a",,
3,"4262515bdbe5433c97ca0af8712f6c5a",2,
2,"4262515bdbe5433c97ca0af8712f6c5a",2,
3,"42628c9987d74dc68c1ac00a31255fcd",,
1,"42628c9987d74dc68c1ac00a31255fcd",2,
6,"42628c9987d74dc68c1ac00a31255fcd",,
3,"4278b9b2a3f54a0ab7d6f0ef477e658b",,
1,"4278b9b2a3f54a0ab7d6f0ef477e658b",,
2,"4278b9b2a3f54a0ab7d6f0ef477e658b",2,
6,"4296df183a47497c87af586bcedc3a7c",,
7,"4296df183a47497c87af586bcedc3a7c",,
2,"4296df183a47497c87af586bcedc3a7c",2,
2,"42b460c56a684d62abac827c6bfcee5f",,
3,"42b460c56a684d62abac827c6bfcee5f",,
6,"42b460c56a684d62abac827c6bfcee5f",,
5,"42b460c56a684d62abac827c6bfcee5f",,
7,"42c89a0c06dc406daf794cef54865d89",,
2,"42c89a0c06dc406daf794cef54865d89",2,
5,"42c89a0c06dc406daf794cef54865d89",,
9,"42c89a0c06dc406daf794cef54865d89",,
4,"42c89a0c06dc406daf794cef54865d89",,
4,"42d44dcaaccb4d19b16292b8410195d2",,
2,"42d44dcaaccb4d19b16292b8410195d2",2,
7,"42d44dcaaccb4d19b16292b8410195d2",,
3,"42d44dcaaccb4d19b16292b8410195d2",,
5,"42d44dcaaccb4d19b16292b8410195d2",,
2,"42d4c1e7b7984e4790ee7ddae6727a71",2,
7,"42d7b53e230f44fab274e33797a03a40",,
6,"42d7b53e230f44fab274e33797a03a40",,
2,"42d7b53e230f44fab274e33797a03a40",2,
4,"42d7b53e230f44fab274e33797a03a40",,
6,"42f4799429c6490ebbcd277e13fa744d",,
2,"42f4799429c6490ebbcd277e13fa744d",,
1,"42f4799429c6490ebbcd277e13fa744d",2,
4,"42f4799429c6490ebbcd277e13fa744d",,
2,"43043f77f99e421aaa48b4bd6b4bb7fb",,
5,"43043f77f99e421aaa48b4bd6b4bb7fb",,
4,"43043f77f99e421aaa48b4bd6b4bb7fb",,
3,"4310f37c41cc4282b40ed4de953b8451",,
1,"4310f37c41cc4282b40ed4de953b8451",,
1,"431957a3478248aeb6c4637eda5a1ad4",,
7,"431957a3478248aeb6c4637eda5a1ad4",,
8,"431957a3478248aeb6c4637eda5a1ad4",2,
3,"431957a3478248aeb6c4637eda5a1ad4",2,
1,"433547d2a44d43449f3724b48dd90cb5",,
2,"43392820ec5e41a382f503a3e366dacb",,
2,"435113f93aec4ce4b5ba918abadcbc60",2,
4,"435113f93aec4ce4b5ba918abadcbc60",2,
6,"435113f93aec4ce4b5ba918abadcbc60",,
4,"435958379633491091da32dc012eff9c",,
5,"435958379633491091da32dc012eff9c",,
3,"435958379633491091da32dc012eff9c",2,
2,"435958379633491091da32dc012eff9c",2,
5,"435987dbfde14869be5af088f849bbd4",2,
8,"435987dbfde14869be5af088f849bbd4",,
7,"435987dbfde14869be5af088f849bbd4",,
1,"435987dbfde14869be5af088f849bbd4",,
1,"43641e84302e47fd8c707939df683844",,
2,"43676e7af3a347c390eb7bc294784dfd",2,
6,"43676e7af3a347c390eb7bc294784dfd",,
4,"43740d64efea4f6f9aae6d98804d35f7",,
5,"43740d64efea4f6f9aae6d98804d35f7",,
1,"43740d64efea4f6f9aae6d98804d35f7",,
6,"43740d64efea4f6f9aae6d98804d35f7",,
2,"439470905bc046a3b4ca092ebbb281fc",2,
4,"439470905bc046a3b4ca092ebbb281fc",,
1,"43af06e45e854932b354795bd27ced75",,
2,"43b0e1943e7a4c18878c5d16734359f2",2,
1,"43b0e1943e7a4c18878c5d16734359f2",2,
3,"43b0e1943e7a4c18878c5d16734359f2",,
1,"43f6b4166c3d44f6bf656f5570d4e9c9",2,
3,"43f6b4166c3d44f6bf656f5570d4e9c9",,
1,"43f71a4b91ab4dc5867e722610be922f",2,
3,"43f71a4b91ab4dc5867e722610be922f",,
4,"43f71a4b91ab4dc5867e722610be922f",,
3,"4404950885f14440b87036328ae2d180",,
2,"4404950885f14440b87036328ae2d180",,
2,"440dd7875bc345c7b08b421faa512592",2,
5,"440dd7875bc345c7b08b421faa512592",,
6,"440dd7875bc345c7b08b421faa512592",,
2,"4431b77d140142969216b6a63dc40667",2,
6,"4431b77d140142969216b6a63dc40667",,
5,"4431b77d140142969216b6a63dc40667",,
7,"4431b77d140142969216b6a63dc40667",,
4,"44b53ab146424f6b98d26c6bbd52929d",,
2,"44b53ab146424f6b98d26c6bbd52929d",2,
3,"44b7eb6679d04f2192783b1c29b05033",,
2,"44b7eb6679d04f2192783b1c29b05033",2,
1,"44d4e3fbc0df4168a77b3c996ff96cee",,
2,"44d8ad0ee1df435dae55f192a03107eb",2,
9,"44d8ad0ee1df435dae55f192a03107eb",,
8,"44d8ad0ee1df435dae55f192a03107eb",,
5,"44d8ad0ee1df435dae55f192a03107eb",,
1,"44dc722eea4c4971b24d48f882778e2f",2,
5,"44dc722eea4c4971b24d48f882778e2f",,
8,"44e140bfecf240d5acc7f78e73bf14b6",,
10,"44e140bfecf240d5acc7f78e73bf14b6",,
11,"44e140bfecf240d5acc7f78e73bf14b6",,
2,"44e140bfecf240d5acc7f78e73bf14b6",,
15,"44e140bfecf240d5acc7f78e73bf14b6",,
9,"44e140bfecf240d5acc7f78e73bf14b6",2,
14,"44e140bfecf240d5acc7f78e73bf14b6",,
17,"44e140bfecf240d5acc7f78e73bf14b6",2,
16,"44e140bfecf240d5acc7f78e73bf14b6",,
3,"44e8f4eb325049aa8b3ea8788522b070",,
2,"44e8f4eb325049aa8b3ea8788522b070",2,
1,"4506144f72044672bfaf473fd8295aa8",2,
3,"450a4c5b59ca4a10be8d5605481f2625",,
5,"450a4c5b59ca4a10be8d5605481f2625",2,
2,"450a4c5b59ca4a10be8d5605481f2625",,
4,"451328a22e46469495762214d4b1df10",2,
5,"451328a22e46469495762214d4b1df10",,
6,"451328a22e46469495762214d4b1df10",,
15,"451328a22e46469495762214d4b1df10",,
2,"451328a22e46469495762214d4b1df10",2,
12,"451328a22e46469495762214d4b1df10",2,
5,"4531bc43d3934446bb799695088ca370",,
1,"4531bc43d3934446bb799695088ca370",,
2,"4531bc43d3934446bb799695088ca370",2,
10,"454d5c38a5cb4edd82cc8ef5f96e8f12",,
2,"454d5c38a5cb4edd82cc8ef5f96e8f12",2,
12,"454d5c38a5cb4edd82cc8ef5f96e8f12",2,
9,"454d5c38a5cb4edd82cc8ef5f96e8f12",,
7,"454d5c38a5cb4edd82cc8ef5f96e8f12",,
6,"454d5c38a5cb4edd82cc8ef5f96e8f12",,
2,"456b18d0d24f4664b62c9c4435faf09b",2,
3,"45a0434b69474911a08aca50e95480e4",,
1,"45a0434b69474911a08aca50e95480e4",,
6,"45b5acb5476142d7ac20ee5d24095967",,
4,"45b5acb5476142d7ac20ee5d24095967",,
2,"45b5acb5476142d7ac20ee5d24095967",2,
3,"45eb1e917da9451db9e881e1fa1eaf31",,
2,"45eb1e917da9451db9e881e1fa1eaf31",,
4,"45eb1e917da9451db9e881e1fa1eaf31",,
5,"45eb1e917da9451db9e881e1fa1eaf31",,
2,"45f241a0dcd64bc2929d39df358e3e09",2,
2,"45fe14dbb34a4074bc0fd23c317b2177",,
4,"465331c0853145f9b55e651ed0ffb548",2,
5,"465331c0853145f9b55e651ed0ffb548",,
1,"465331c0853145f9b55e651ed0ffb548",,
2,"466fd80fc52344ce99ab19c4f102e4eb",2,
2,"46836522fff147d2a0b75bc94fec4ea2",2,
3,"46836522fff147d2a0b75bc94fec4ea2",,
2,"468d169cb02c428dbe52324c986418af",,
6,"46a808d4acf0466fbfe31f2611456f07",,
8,"46a808d4acf0466fbfe31f2611456f07",,
7,"46a808d4acf0466fbfe31f2611456f07",,
9,"46a808d4acf0466fbfe31f2611456f07",,
3,"46a808d4acf0466fbfe31f2611456f07",,
11,"46a808d4acf0466fbfe31f2611456f07",,
2,"46a808d4acf0466fbfe31f2611456f07",2,
5,"46d2fee36024408e8679826eabd2de51",,
3,"46d2fee36024408e8679826eabd2de51",,
6,"46d2fee36024408e8679826eabd2de51",,
2,"46d2fee36024408e8679826eabd2de51",2,
2,"46f5567f540b4d349aa817c1659dc158",,
7,"46f5567f540b4d349aa817c1659dc158",,
